ticker,asset_class,ph_rank_bin_756,count,start_date,end_date,avg_stock_weight,avg_base_signal_stock_weight,avg_signal_stock_weight,avg_ph_raw,avg_ph_ewma,avg_ph_rank_504,avg_ph_rank_756,avg_ph_z_756,avg_up_strength_score,avg_down_strength_score,offensive_activation_rate,tier3_rate,ph_context_available_rate_756,strategy_ann_return,strategy_mdd,strategy_gross_ann_return,bh_ann_return,bh_mdd,bh_gap_ann_return
QQQ,broad_index,50_70,523,2015-03-06 00:00:00,2026-04-14 00:00:00,0.7160994263862333,0.6338432122370937,0.7222944550669216,0.5515057785048312,0.5474730507406077,0.5918313150626726,0.6071160424124852,0.2683192473820366,0.28028997230866487,0.3611319426440942,0.27533460803059273,0.1701720841300191,1.0,0.1736346416631096,-0.10809432389606166,0.18526434293076322,0.2191706349076128,-0.14114888910845313,-0.04553599324450319
QQQ,broad_index,70_85,380,2015-01-02 00:00:00,2026-03-19 00:00:00,0.6311052631578947,0.5193684210526316,0.6307368421052632,0.7182295794785022,0.6885879247963714,0.7620822890559734,0.7740748361076348,0.9813648584074763,0.3790937661790544,0.34063867797570035,0.32105263157894737,0.11052631578947368,1.0,0.13847247669222496,-0.21224165598094225,0.15471772398689576,0.20564560679777233,-0.2689790999026832,-0.06717313010554737
QQQ,broad_index,85_95,310,2015-01-08 00:00:00,2026-04-07 00:00:00,0.5301290322580645,0.43529032258064515,0.534774193548387,0.815714993414379,0.7741461193887561,0.893247567844342,0.8989133698073666,1.485850075845291,0.46987616890496786,0.2773855437271955,0.2903225806451613,0.07096774193548387,1.0,0.12754650404365675,-0.06522663121822458,0.14517552472782813,0.1457030770609431,-0.18559488591492002,-0.018156573017286348
QQQ,broad_index,95_100,236,2015-01-06 00:00:00,2026-03-30 00:00:00,0.4491525423728814,0.3770338983050846,0.44025423728813556,0.8766368843109932,0.8397203483242938,0.974105461393597,0.9795982834806874,1.7859349523869477,0.526824323513605,0.24288766251798008,0.17796610169491525,0.01694915254237288,1.0,0.4269707767594817,-0.0501899711893069,0.4418602448135791,0.6593188806016668,-0.17054565555571588,-0.23234810384218507
QQQ,broad_index,raw_fallback,504,2013-01-02 00:00:00,2014-12-31 00:00:00,0.8036111111111112,0.7931746031746032,0.8184920634920635,0.29372421901835694,0.2929141191973714,,,,0.13572374763491635,0.40206740736710045,0.08928571428571429,0.047619047619047616,0.0,0.2049399039055515,-0.05455674632996621,0.20956571384381806,0.24842365328348825,-0.08248506995129545,-0.04348374937793675
SOXX,sector_etf,00_30,640,2016-10-10 00:00:00,2026-05-07 00:00:00,0.8091562500000002,0.8051250000000001,0.8212187500000002,0.2832923504861537,0.3135409797759247,0.1441778273809524,0.1619006283068783,-1.1253390938751089,0.13286796965694608,0.34987028980089174,0.0859375,0.065625,1.0,0.5199695312399699,-0.1433185531505683,0.5260618931348686,0.670760260778676,-0.1735719811994474,-0.1507907295387061
SOXX,sector_etf,30_50,628,2015-02-25 00:00:00,2026-05-04 00:00:00,0.7958917197452229,0.7351910828025479,0.7962738853503185,0.39800490175557746,0.41227642983107593,0.36570809321605496,0.39993030791885703,-0.45193843382087556,0.2054179495340218,0.3474119648030577,0.2213375796178344,0.17993630573248406,1.0,0.02616620855397822,-0.2614010464565346,0.030911591748473022,0.044844252874537194,-0.3084896151773594,-0.018678044320558973
SOXX,sector_etf,50_70,592,2015-02-20 00:00:00,2026-04-06 00:00:00,0.7585135135135136,0.6433445945945946,0.7581418918918919,0.5413550789449112,0.5368422736810449,0.5958715411840412,0.6042671354324026,0.224410620382329,0.28036072852863153,0.324786333483742,0.3564189189189189,0.22804054054054054,1.0,0.2475132491714871,-0.20601893082621392,0.25687185095219056,0.3101310246901532,-0.27294761626036335,-0.0626177755186661
SOXX,sector_etf,70_85,460,2015-02-12 00:00:00,2026-04-02 00:00:00,0.6473043478260869,0.5447391304347826,0.6618260869565216,0.6771956339527084,0.6579958260308162,0.7492883022774327,0.7695663744918272,0.9081058078017035,0.34993667903197995,0.3064515721899207,0.34347826086956523,0.04565217391304348,1.0,0.15626274432441,-0.21993308975159653,0.16797285841907938,0.21953745473698016,-0.2957804512315706,-0.06327471041257016
SOXX,sector_etf,85_95,338,2015-01-02 00:00:00,2026-03-30 00:00:00,0.5392899408284024,0.44461538461538463,0.5454437869822486,0.8077078769148807,0.7788289162964219,0.9158507091199398,0.9060997277405723,1.618066749951954,0.5568377687437361,0.1844651745564159,0.2869822485207101,0.04142011834319527,1.0,0.07785123302594776,-0.19932858442760837,0.09047371666144666,0.30199590911112706,-0.3108205922483954,-0.2241446760851793
SOXX,sector_etf,95_100,195,2015-01-05 00:00:00,2024-09-10 00:00:00,0.47487179487179493,0.3929230769230769,0.46584615384615385,0.8431455034093979,0.8093213303120508,0.9764855514855516,0.9779958394848719,2.1501131344263467,0.5948769516656335,0.14334109208613954,0.21025641025641026,0.05641025641025641,1.0,0.13219518293797394,-0.1437294282162198,0.14580049630954117,0.3248494002269262,-0.23327190165391598,-0.19265421728895227
SOXX,sector_etf,raw_fallback,504,2013-01-02 00:00:00,2014-12-31 00:00:00,0.8237698412698414,0.8271031746031746,0.8418650793650793,0.22344506526705882,0.2217679264650934,,,,0.12171184256149398,0.3435233015724166,0.04563492063492063,0.02976190476190476,0.0,0.25874717958143867,-0.12672032445426396,0.2610019294555468,0.3186042021926778,-0.16453465535496747,-0.05985702261123915
SPY,broad_index,00_30,782,2015-02-13 00:00:00,2026-05-07 00:00:00,0.8258567774936061,0.8319181585677748,0.8403836317135551,0.21715095474973053,0.24675876864386356,0.14158851946575732,0.13653316534922152,-1.209803940408612,0.12326976270469982,0.3534639374726692,0.07672634271099744,0.03836317135549872,1.0,0.06367347968811776,-0.13041101683713452,0.06652905899132722,0.0765268515791695,-0.16790302391054335,-0.012853371891051735
SPY,broad_index,30_50,529,2015-03-02 00:00:00,2026-04-30 00:00:00,0.7830245746691872,0.7502079395085066,0.7885066162570888,0.3683704203843282,0.3865212181868531,0.39451120712935456,0.39894512706520074,-0.4456839158906854,0.176109427993685,0.38854751143644256,0.16257088846880907,0.12098298676748583,1.0,0.09468265511057239,-0.0841164816852209,0.10136209508612692,0.10723504510055704,-0.1108219252568936,-0.012552389989984647
SPY,broad_index,50_70,571,2015-01-02 00:00:00,2026-04-29 00:00:00,0.7133099824868652,0.6522591943957968,0.7137302977232924,0.523548849357615,0.5216609275727873,0.5759493231034387,0.5949547089908898,0.1941390230017718,0.23755532589692016,0.4071841683154713,0.22066549912434325,0.1085814360770578,1.0,0.0605827087960098,-0.13678164751733168,0.06951516016892834,0.12592621719553088,-0.14336255474593484,-0.06534350839952108
SPY,broad_index,70_85,447,2015-02-10 00:00:00,2026-04-10 00:00:00,0.5929753914988813,0.5211185682326622,0.594675615212528,0.7041142243116894,0.6800785467280493,0.7568401335179858,0.7732966935082949,0.9518327569928382,0.3565724511089904,0.3731657795269726,0.21700223713646533,0.07829977628635347,1.0,0.11992031648458945,-0.10726027702874108,0.13089574427931017,0.1210184319172003,-0.22971474088271826,-0.0010981154326108467
SPY,broad_index,85_95,331,2015-01-05 00:00:00,2026-04-07 00:00:00,0.5206646525679759,0.43111782477341387,0.52,0.816963086621639,0.7784419008845307,0.9021483719368915,0.9018558759126405,1.5598231336224186,0.5296130595916702,0.22469871101000383,0.2628398791540785,0.03927492447129909,1.0,0.029751476442244407,-0.1226922959207224,0.042881885778298434,0.0073648489241289194,-0.36430113765377925,0.022386627518115487
SPY,broad_index,95_100,193,2015-01-06 00:00:00,2026-04-01 00:00:00,0.41492227979274615,0.3532642487046631,0.40642487046632136,0.8895971676691826,0.8490321699773796,0.9723867094333415,0.9770082525541387,1.8782452235948288,0.6774837173965498,0.12361528162713628,0.16062176165803108,0.025906735751295335,1.0,0.391756921954588,-0.038061585454765456,0.409216881884336,1.0876414121225655,-0.09303496566247882,-0.6958844901679775
SPY,broad_index,raw_fallback,504,2013-01-02 00:00:00,2014-12-31 00:00:00,0.8158333333333333,0.804563492063492,0.8223412698412697,0.26978729756933356,0.26861934656113773,,,,0.14267221471858874,0.37681685314493774,0.06349206349206349,0.02976190476190476,0.0,0.1440299676667709,-0.06122481954222492,0.14792521394311398,0.19989550978702741,-0.07273461918338386,-0.05586554212025652
