period,strategy_net,strategy_gross,stock_buy_hold,bond,cash,avg_stock_weight,turnover_sum,max_drawdown_inside_period
2013-12-31,0.2425377502740207,0.24507277742014777,0.31120952423263537,-0.0485738597172366,-0.0006553212686438714,0.8453174603174605,2.04,-0.05342253915912232
2014-12-31,0.1565452361094315,0.16584077672179354,0.18864409818297623,0.09927183890325164,-0.000873852060879643,0.7672222222222224,7.999999999999999,-0.050023360875419254
2015-12-31,0.1162301049744805,0.12671989336824407,0.08860028012588317,0.007801106266922542,-0.0010932186802766752,0.6957142857142858,9.4,-0.09261248451696369
2016-12-31,0.10654646498120934,0.11530851943781184,0.11178074217044398,0.006685908609668889,0.0013136711637928844,0.7755555555555556,7.879999999999999,-0.07313923181486803
2017-12-31,0.2359157607779887,0.24255385058893153,0.3436119555094803,0.022514795801829912,0.006781190449210106,0.7717928286852589,5.359999999999999,-0.03723308435833372
2018-12-31,0.012940888298130782,0.02354785368428014,-0.055889980291971786,0.022378026043898158,0.017262058633829014,0.6112350597609563,10.4,-0.0927693345604903
2019-12-31,0.2581861792873119,0.26978601493881116,0.4413626242110025,0.08164688230270034,0.02043130785105074,0.7446825396825398,9.2,-0.06569462752718047
2020-12-31,0.29154483129950504,0.30186649444191405,0.4643551535224144,0.0854646423965979,0.0035468240181213417,0.5277470355731224,8.04,-0.11248248727594301
2021-12-31,0.21879868454724938,0.2275429311466901,0.2774324074365764,-0.04077825444865757,-0.0008746920077714604,0.7044444444444443,7.16,-0.06426628264470113
2022-12-31,-0.272385480145267,-0.26048636017696514,-0.32479566681657646,-0.129802505929988,0.014045739680833558,0.5047011952191235,16.16,-0.2679668232039808
2023-12-31,0.3835177633486173,0.3899474764831077,0.5093034779222168,0.019191722180203596,0.04990796972447442,0.8031200000000001,4.640000000000001,-0.10033903152228663
2024-12-31,0.22930854951833135,0.23517222736874732,0.3096222578625427,-0.0060769159099239856,0.051815569353499624,0.8342063492063491,4.76,-0.11525204008670797
2025-12-31,0.10094833889192945,0.10751774966861838,0.19774018325700138,0.08385140667660029,0.04158482846783995,0.6944,5.96,-0.13218697037899985
2026-12-31,0.13730504222364126,0.1426725796889241,0.15566497240960775,-0.005333563111081463,0.012215818867788553,0.819310344827586,4.72,-0.09447661266708318
