start_date,trough_date,recovery_date,depth,duration_days,days_to_trough,avg_stock_weight,avg_prob_high_vol,avg_prob_down_risk,trough_regime
2021-11-04,2023-10-25,2025-12-09,-0.34242845512562714,1027,495,0.7265175097276266,0.5269120763287176,0.505188249608894,NORMAL
2015-06-19,2016-02-09,2016-11-10,-0.23264973993130067,353,161,0.7873446327683616,0.5214323410541438,0.48763014024146095,CUSTOM
2020-01-14,2020-03-16,2020-08-03,-0.22362289158064752,139,42,0.7224285714285714,0.6817688484902305,0.4430914950605649,EXTREME_RISK
2018-08-29,2018-12-20,2019-12-19,-0.1512629091176455,329,78,0.7309696969696968,0.6242339421019597,0.4918218214583919,EXTREME_RISK
2014-07-01,2014-10-09,2014-12-18,-0.1153820919173354,119,70,0.9040000000000001,0.3652321591474409,0.4597400648706346,NORMAL
2026-01-20,2026-03-26,2026-04-10,-0.08699071473250708,56,46,0.7778947368421054,0.3754457598247234,0.5372768627328057,CUSTOM
2018-01-19,2018-03-28,2018-06-01,-0.08025376240246895,92,47,0.8460215053763437,0.526355781465828,0.44992879722393914,CUSTOM
2014-02-28,2014-05-13,2014-06-18,-0.07376864455716636,76,51,0.8675324675324675,0.4496330542691575,0.4172974881741673,WATCH
2021-02-05,2021-08-17,2021-08-31,-0.07134415641289238,143,133,0.5801388888888889,0.6745901270036717,0.3555358911699721,NORMAL
2020-08-31,2020-09-21,2020-11-03,-0.06152411796228385,45,14,0.5921739130434781,0.6146740761243344,0.590626423612761,WATCH
