from_regime,CUSTOM,EXTREME_RISK,NORMAL,RISK_OFF,WATCH
CUSTOM,0.9753610875106202,0.0,0.016142735768903994,0.0016992353440951572,0.006796941376380629
EXTREME_RISK,0.0,0.9553264604810997,0.0,0.041237113402061855,0.003436426116838488
NORMAL,0.02390998593530239,0.0,0.9648382559774965,0.008438818565400843,0.0028129395218002813
RISK_OFF,0.0,0.027896995708154508,0.004291845493562232,0.9184549356223176,0.04935622317596566
WATCH,0.016901408450704224,0.0,0.005633802816901409,0.02535211267605634,0.952112676056338
