feature,stage1_importance,downrisk_importance,mean_importance,max_importance,importance_gap_stage1_minus_downrisk,is_low_importance_candidate,used_more_by,stage1_rank,downrisk_rank,mean_rank
atr_pct_14,0.09433075198755851,0.005143406136093126,0.04973707906182582,0.09433075198755851,0.08918734585146539,False,stage1,1,58,1
ewma_vol_20,0.07887794609015535,0.005989493625616323,0.042433719857885834,0.07887794609015535,0.07288845246453902,False,stage1,2,55,2
atr_pct_20,0.07474513130543368,0.005270509989088323,0.040007820647261,0.07474513130543368,0.06947462131634537,False,stage1,3,57,3
semi_vol_20,0.06649878908761561,0.005067499161482751,0.03578314412454918,0.06649878908761561,0.06143128992613286,False,stage1,4,59,4
rogers_satchell_vol_20,0.03890082540783624,0.011038024192336147,0.024969424800086192,0.03890082540783624,0.02786280121550009,False,stage1,5,31,5
large_up_day_ratio_20,0.007899360135828223,0.03884044482033516,0.023369902478081694,0.03884044482033516,-0.030941084684506938,False,downrisk,48,1,6
price_ma_120_gap,0.00968136892485442,0.036767166647263455,0.023224267786058937,0.036767166647263455,-0.027085797722409037,False,downrisk,33,4,7
parkinson_vol_20,0.036587276411915406,0.009840876731086964,0.023214076571501187,0.036587276411915406,0.026746399680828443,False,stage1,6,37,8
ma_gap_60_120,0.009047096769098147,0.037373211907250174,0.02321015433817416,0.037373211907250174,-0.028326115138152027,False,downrisk,39,2,9
price_ma_200_gap,0.00984155748844228,0.0361384127747147,0.02298998513157849,0.0361384127747147,-0.026296855286272416,False,downrisk,30,6,10
ma_gap_50_200,0.009143576147459772,0.0364055002384985,0.022774538192979137,0.0364055002384985,-0.027261924091038725,False,downrisk,38,5,11
trend_slope_60,0.008391510691985281,0.03701737631979601,0.022704443505890643,0.03701737631979601,-0.028625865627810727,False,downrisk,43,3,12
ma200_slope_60,0.00983586922770233,0.03405284319574759,0.021944356211724962,0.03405284319574759,-0.02421697396804526,False,downrisk,31,8,13
positive_return_ratio_60,0.008942825768076184,0.033628222784290264,0.021285524276183222,0.033628222784290264,-0.02468539701621408,False,downrisk,40,10,14
trend_slope_20,0.008363114744699689,0.03410024300688423,0.02123167887579196,0.03410024300688423,-0.025737128262184543,False,downrisk,44,7,15
ma_gap_20_60,0.008347296652140184,0.033840664914448634,0.02109398078329441,0.033840664914448634,-0.025493368262308448,False,downrisk,45,9,16
garman_klass_vol_20,0.033046680172519126,0.007944653648903637,0.02049566691071138,0.033046680172519126,0.02510202652361549,False,stage1,7,42,17
drawdown_20,0.01837326246309131,0.021668405808973237,0.020020834136032273,0.021668405808973237,-0.0032951433458819276,False,downrisk,10,18,18
return_120d,0.011644688765666196,0.02703205799502017,0.019338373380343183,0.02703205799502017,-0.015387369229353973,False,downrisk,21,13,19
trend_consistency_60,0.007256218722590896,0.03055445298575509,0.018905335854172995,0.03055445298575509,-0.023298234263164196,False,downrisk,51,11,20
return_20d,0.01291062529818942,0.024404838045813046,0.018657731672001233,0.024404838045813046,-0.011494212747623626,False,downrisk,17,15,21
drawdown_60,0.016021309075089418,0.021285526643630016,0.018653417859359717,0.021285526643630016,-0.005264217568540598,False,downrisk,12,19,22
drawdown_120,0.010849545625317675,0.023800690407908942,0.01732511801661331,0.023800690407908942,-0.012951144782591267,False,downrisk,28,17,23
return_60d,0.006481982789597486,0.027945944345181592,0.01721396356738954,0.027945944345181592,-0.021463961555584107,False,downrisk,57,12,24
price_ma_60_gap,0.0075083106461072075,0.026747247413750078,0.017127779029928642,0.026747247413750078,-0.01923893676764287,False,downrisk,50,14,25
downside_vol_20,0.02348183317830955,0.007928186175093135,0.015705009676701343,0.02348183317830955,0.015553647003216417,False,stage1,8,43,26
price_position_60,0.009701666294108329,0.020850320728416673,0.015275993511262501,0.020850320728416673,-0.011148654434308344,False,downrisk,32,20,27
return_10d,0.012447033395079733,0.016178144213613074,0.014312588804346403,0.016178144213613074,-0.003731110818533341,False,downrisk,20,23,28
close_to_20d_high,0.020411222036186484,0.007683931398351235,0.01404757671726886,0.020411222036186484,0.012727290637835249,False,stage1,9,47,29
price_ma_20_gap,0.012493491805077018,0.014947494331294272,0.013720493068185645,0.014947494331294272,-0.002454002526217254,False,downrisk,19,24,30
price_position_20,0.013424751271457584,0.013880758729949757,0.01365275500070367,0.013880758729949757,-0.00045600745849217264,False,downrisk,15,26,31
large_down_day_ratio_20,0.0030963170752834734,0.023855513630995417,0.013475915353139446,0.023855513630995417,-0.020759196555711942,False,downrisk,63,16,32
ma_gap_5_20,0.008622269054473098,0.018284028951355964,0.01345314900291453,0.018284028951355964,-0.009661759896882866,False,downrisk,42,22,33
downside_vol_60,0.01635560844489004,0.010215920766337564,0.0132857646056138,0.01635560844489004,0.006139687678552474,False,stage1,11,33,34
parkinson_vol_60,0.015430293377629288,0.010119323675377817,0.012774808526503553,0.015430293377629288,0.005310969702251471,False,stage1,13,34,35
positive_return_ratio_20,0.004982420827372737,0.019939429931629227,0.012460925379500982,0.019939429931629227,-0.01495700910425649,False,downrisk,61,21,36
return_5d,0.008729245954024615,0.014222722596191143,0.011475984275107879,0.014222722596191143,-0.005493476642166529,False,downrisk,41,25,37
realized_vol_20,0.015274679989040975,0.006714834969936718,0.010994757479488847,0.015274679989040975,0.008559845019104256,False,stage1,14,52,38
yang_zhang_vol_60,0.013344165170796231,0.008579515973787684,0.010961840572291957,0.013344165170796231,0.004764649197008548,False,stage1,16,40,39
ewma_vol_60,0.011364753899605213,0.009999031637921747,0.01068189276876348,0.011364753899605213,0.0013657222616834663,False,stage1,25,36,40
yang_zhang_vol_20,0.01289656601996588,0.00790870677472868,0.01040263639734728,0.01289656601996588,0.004987859245237199,False,stage1,18,45,41
ulcer_index_60,0.009179932400233128,0.010930482482100712,0.010055207441166919,0.010930482482100712,-0.001750550081867584,False,downrisk,36,32,42
realized_vol_60,0.009424839132291724,0.010050626831971818,0.00973773298213177,0.010050626831971818,-0.0006257876996800943,False,downrisk,35,35,43
atr_rank_252,0.011187427517143078,0.007918550354688112,0.009552988935915595,0.011187427517143078,0.003268877162454966,False,stage1,26,44,44
close_to_60d_high,0.011525261459927794,0.007563714314551081,0.009544487887239437,0.011525261459927794,0.0039615471453767126,False,stage1,22,48,45
atr_pct_60,0.011503088139487238,0.00752228513175032,0.00951268663561878,0.011503088139487238,0.003980803007736918,False,stage1,23,49,46
keltner_width_20,0.011491743510698633,0.007181039804024057,0.009336391657361345,0.011491743510698633,0.004310703706674576,False,stage1,24,51,47
high_volume_down_ratio_20,0.0053011397429665,0.013029631691992222,0.00916538571747936,0.013029631691992222,-0.007728491949025722,False,downrisk,60,27,48
vol_of_vol_20,0.009157806136673094,0.009167271137329533,0.009162538637001314,0.009167271137329533,-9.465000656438613e-06,False,downrisk,37,39,49
down_volume_ratio_20,0.006692064564121542,0.01143947107398138,0.009065767819051461,0.01143947107398138,-0.0047474065098598375,False,downrisk,56,29,50
atr_ratio_14_60,0.009553052781109092,0.008469798800039043,0.009011425790574068,0.009553052781109092,0.0010832539810700492,False,stage1,34,41,51
ulcer_rank_252,0.006837533516700783,0.011074503903840613,0.008956018710270698,0.011074503903840613,-0.00423697038713983,False,downrisk,54,30,52
ulcer_index_20,0.007972381803454713,0.009270729263628484,0.0086215555335416,0.009270729263628484,-0.0012983474601737707,False,downrisk,47,38,53
trend_consistency_20,0.002558633467971493,0.012776140853511319,0.007667387160741406,0.012776140853511319,-0.010217507385539826,False,downrisk,65,28,54
bb_width_20,0.008251096631283872,0.006607647267594951,0.007429371949439411,0.008251096631283872,0.001643449363688921,False,stage1,46,53,55
bb_width_rank_252,0.006915061218579568,0.007776183537655138,0.007345622378117353,0.007776183537655138,-0.0008611223190755704,False,downrisk,53,46,56
atr_ratio_20_60,0.007775616917541132,0.005969166591344853,0.006872391754442993,0.007775616917541132,0.0018064503261962794,False,stage1,49,56,57
