base_lt25,tier1,tier2,tier3,full,score,annual_turnover,avg_stock_weight,trade_ratio,net_final_capital,net_total_return,net_cagr,net_mdd,net_sharpe,net_sortino,net_calmar
0.78,0.8,0.88,0.96,0.98,-0.08781219668143403,6.665951742627346,0.6915460232350312,0.0953232052427763,618221953.8681611,5.182219538681611,0.14653906730350097,-0.31080436050728544,1.152345190150781,1.5335947400087833,0.47148330565351254
0.76,0.8,0.86,0.96,1.0,-0.08807482141650719,6.689973190348526,0.6894667858206732,0.09174858504617217,621032474.0398402,5.210324740398402,0.1469295204828378,-0.3101981901292584,1.1549466610273793,1.5349690600439596,0.4736633712195833
0.78,0.84,0.86,0.92,0.98,-0.08816393509542464,6.695978552278819,0.6933631218349716,0.09174858504617217,625703120.6911879,5.257031206911878,0.14757479238141658,-0.3107058732950657,1.1543973305439665,1.5349131033208718,0.4749662142410495
0.78,0.82,0.88,0.94,0.98,-0.08823921300444981,6.659946380697051,0.6936490914507,0.09174858504617217,620521277.5184398,5.205212775184398,0.14685862396726157,-0.31173999721020385,1.1505999584125475,1.5303429501685972,0.47109329980597886
0.78,0.78,0.9,0.98,0.98,-0.08827724497982248,6.689973190348526,0.6915936848376527,0.08132260947274352,619926518.9190037,5.199265189190037,0.1467760704236567,-0.31079944746849586,1.1548817263227793,1.5387095559770858,0.4722533183992698
0.78,0.78,0.86,0.92,1.0,-0.08833665585730621,6.771045576407507,0.6887339886803694,0.09472743521000894,618622411.4286624,5.186224114286624,0.14659480128458457,-0.303196992908073,1.159533630384304,1.5480853673410222,0.4834968839187366
0.76,0.82,0.84,0.96,0.98,-0.08837983193600474,6.650938337801608,0.689907655644921,0.09174858504617217,618843204.3750478,5.188432043750478,0.14662551603845397,-0.31328701108650303,1.151950025673529,1.5306676447165335,0.46802296568231666
0.78,0.78,0.88,0.98,0.98,-0.08840715116030318,6.689973190348526,0.6912362228179921,0.08132260947274352,619384946.18817,5.193849461881699,0.14670083542463752,-0.31098252912761226,1.1550848714147661,1.53897917638426,0.47173336661764226
0.78,0.82,0.9,0.94,0.98,-0.08844136402081282,6.671957104557641,0.6937742031575812,0.09174858504617217,621495105.0931386,5.2149510509313854,0.14699363506678198,-0.31118801304891275,1.1511937162089245,1.5313785753409834,0.4723627803866514
0.78,0.78,0.86,0.98,0.98,-0.08854741895720097,6.689973190348526,0.6908787607983318,0.08132260947274352,618841638.7751852,5.188416387751852,0.14662529828178839,-0.311166343234893,1.1552689906911309,1.539201067725093,0.4712119465025303
0.76,0.78,0.86,0.94,1.0,-0.08858914318506456,6.74402144772118,0.6867858206732201,0.09472743521000894,616295052.7349665,5.162950527349665,0.14627042161456427,-0.3054522731045257,1.1582021304889973,1.5450185577416244,0.47886506172606075
0.76,0.8,0.88,0.92,1.0,-0.088608137361953,6.7079892761394095,0.688173964849568,0.09174858504617217,614440017.7026926,5.1444001770269265,0.14601106041149814,-0.30583494211692885,1.1527382536562407,1.5353302805034936,0.4774178496441202
0.78,0.84,0.88,0.92,0.98,-0.08876755151104676,6.677962466487936,0.6946440274054215,0.08966338993148644,623334564.2747706,5.2333456427477065,0.14724812401016152,-0.3112044224106353,1.1509121426069622,1.530415023894188,0.47315562828302976
0.76,0.8,0.9,0.92,1.0,-0.08880682236312665,6.72,0.6882990765564492,0.09174858504617217,615404291.9930573,5.154042919930572,0.1461459704004009,-0.30527822568130125,1.1533328216196455,1.5363714612022152,0.478730410838314
0.78,0.8,0.82,0.92,1.0,-0.08882500823262673,6.741018766756033,0.6898242478403336,0.0914507000297885,619138778.7375971,5.191387787375971,0.1466666178559497,-0.30583666095498097,1.156782507197484,1.54096259668739,0.4795586552572877
0.76,0.82,0.86,0.92,1.0,-0.08882770520318628,6.726005361930294,0.6893774203157582,0.09174858504617217,621839330.705029,5.21839330705029,0.14704131157696887,-0.3075978809543015,1.155744998464494,1.537214976576351,0.4780309640651073
0.76,0.82,0.86,0.98,0.98,-0.08895984987398853,6.6449329758713125,0.6915221924337206,0.07834375930890676,622059899.8360734,5.220598998360734,0.14707184838038923,-0.3155167444819955,1.1515595650869206,1.5286154071867757,0.4661300896148846
0.78,0.8,0.82,0.98,0.98,-0.08899107545671137,6.659946380697052,0.6919690199582961,0.07804587429252309,619358410.2213708,5.193584102213708,0.1466971474985994,-0.3137757352944639,1.1525606479194885,1.5322362244767977,0.46752228103594745
0.76,0.8,0.9,0.98,0.98,-0.08930196454408434,6.650938337801608,0.6902114983616324,0.08191837950551087,616050951.3670372,5.160509513670371,0.1462363339395074,-0.31285537933369456,1.1499242319564706,1.5289803796978367,0.4674247067477473
0.78,0.8,0.84,0.94,1.0,-0.0893512747019824,6.735013404825739,0.6916770926422401,0.0914507000297885,622480730.590169,5.22480730590169,0.14713008273245687,-0.3080857012952616,1.1564547136410008,1.5391843249878958,0.4775621916690353
0.76,0.8,0.88,0.98,0.98,-0.08943363504226198,6.650938337801608,0.6898540363419721,0.08191837950551087,615512721.3363026,5.155127213363026,0.1461611283358346,-0.31303791599686237,1.1501223124974103,1.5292413661904651,0.46691190065710636
0.78,0.82,0.82,0.94,0.98,-0.08968960538885984,6.695978552278819,0.6918796544533811,0.0914507000297885,620176212.8196602,5.201762128196602,0.1468107372956624,-0.31118596498408957,1.153473438566616,1.5347793965788432,0.4717781449531909
0.76,0.82,0.9,0.96,0.98,-0.08970724333976865,6.644932975871315,0.6923145665773012,0.09174858504617217,618345092.4236425,5.183450924236425,0.14655620875864694,-0.3137871302661782,1.1482154890152962,1.5258272924957832,0.4670561492892547
0.78,0.8,0.86,0.96,1.0,-0.08995309292082865,6.729008042895443,0.6925767053917187,0.09174858504617217,625398777.6184747,5.253987776184747,0.1475328818650985,-0.31033088126230424,1.1562325456101716,1.5371519644101839,0.4754050942819246
0.78,0.78,0.82,0.96,1.0,-0.09005026069123523,6.759034852546917,0.6910098302055406,0.09085492999702115,623110877.0000166,5.231108770000166,0.1472172140311392,-0.3084468311162769,1.1594414334649754,1.544978895755595,0.47728554544832363
0.78,0.82,0.84,0.96,0.98,-0.09022007170491719,6.689973190348525,0.6937324992552877,0.0914507000297885,623517158.6762127,5.235171586762127,0.14727334801124847,-0.31341910805011364,1.153117562183967,1.532945053924182,0.469892690740797
0.78,0.84,0.9,0.92,0.98,-0.09028705427432537,6.713994638069705,0.6949478701221329,0.09174858504617217,625522440.6772401,5.255224406772402,0.1475499135488183,-0.31065201226772177,1.1524566224234905,1.5329468091254774,0.4749684783038164
0.76,0.78,0.82,0.98,1.0,-0.09035513627814729,6.73201072386059,0.6890616621983914,0.09085492999702115,620753552.03016,5.207535520301599,0.1468908442088439,-0.31068805025952795,1.1579949092123545,1.5416172701183095,0.4727920629265952
0.76,0.8,0.82,0.94,1.0,-0.09039541216413716,6.726005361930294,0.6881322609472743,0.0914507000297885,616438641.776558,5.164386417765581,0.146290467355368,-0.30808336867710095,1.1546723203037528,1.5368935035863036,0.4748405211989666
0.78,0.8,0.88,0.92,1.0,-0.0905067589805238,6.747024128686326,0.6910455764075067,0.09174858504617217,618651955.6342707,5.186519556342707,0.14659891179964268,-0.30596847256978377,1.1540561128186668,1.537436413120504,0.47913077634561557
0.78,0.78,0.84,0.98,1.0,-0.09063596551926117,6.753029490616621,0.692862675007447,0.09085492999702115,626460958.9937313,5.264609589937312,0.14767907100489586,-0.3106903770921622,1.1589933019887695,1.5428950218180888,0.47532553916560094
0.78,0.8,0.9,0.92,1.0,-0.09070575701527572,6.759034852546916,0.6911706881143878,0.09174858504617217,619622839.9489588,5.196228399489588,0.14673389099121503,-0.30541186322482117,1.154649700119429,1.538476658049335,0.48044594418128617
0.78,0.82,0.86,0.92,1.0,-0.09070735124732687,6.765040214477212,0.6924873398868038,0.09174858504617217,626211298.0048962,5.262112980048961,0.1476447305224271,-0.30773107228605145,1.157028525715049,1.539392281745635,0.47978492852741217
0.78,0.78,0.88,0.94,1.0,-0.09071529623569086,6.759034852546917,0.6909681263032469,0.09115281501340483,619396308.8647773,5.193963088647774,0.14670241454649346,-0.3065169551479857,1.156099786325494,1.5417957956503896,0.4786110917605385
0.76,0.82,0.88,0.96,0.98,-0.09081586466402253,6.680965147453083,0.6912600536193028,0.0953232052427763,619099703.9761266,5.190997039761266,0.14666118526038985,-0.3128646534740327,1.150837964718723,1.5301110719845612,0.4687687906955028
0.78,0.82,0.86,0.98,0.98,-0.09082880140827548,6.683967828418229,0.6946321120047662,0.07834375930890676,626433426.4080397,5.2643342640803965,0.1476752845614262,-0.31564841253131926,1.1528631921134562,1.5308400442575614,0.46784738556787
0.76,0.78,0.9,0.96,1.0,-0.09088182049783944,6.73201072386059,0.6893774203157581,0.09115281501340483,617595327.3684657,5.175953273684657,0.14645178904891454,-0.30857967949735665,1.1544704319356305,1.5382191136192522,0.47459958895371485
0.78,0.78,0.9,0.94,1.0,-0.09091445865741593,6.7710455764075075,0.6910932380101281,0.09115281501340483,620368371.9963531,5.203683719963531,0.1468374074022325,-0.3059607821097011,1.1566930534215032,1.542837637427272,0.479922316807206
0.76,0.8,0.84,0.96,1.0,-0.09099440084502841,6.720000000000001,0.689031873696753,0.09174858504617217,619330226.2770009,5.193302262770009,0.14669323037924076,-0.3103265982050222,1.1544574939157102,1.5348598510604445,0.472705953107911
0.78,0.84,0.84,0.92,0.98,-0.09105282896985278,6.726005361930294,0.6936431337503722,0.0914507000297885,624311482.5654902,5.243114825654902,0.14738299825109058,-0.3108341898646294,1.1537746156502409,1.5348656226437043,0.47415311139124355
0.78,0.8,0.9,0.98,0.98,-0.09119180194494092,6.689973190348526,0.6930831099195711,0.08191837950551087,620273940.5544606,5.202739405544606,0.14682430205304442,-0.31298755932652467,1.1512573444834022,1.5311266008904767,0.46910587235152623
0.76,0.82,0.82,0.96,0.98,-0.0912767953840502,6.680965147453083,0.6901876675603217,0.0914507000297885,617465033.8527218,5.1746503385272185,0.14643363112577767,-0.3134167919201446,1.1513105991993664,1.5305912130093051,0.46721692934400105
0.78,0.8,0.88,0.98,0.98,-0.09132443885967578,6.689973190348526,0.6927256478999105,0.08191837950551087,619732020.9918859,5.197320209918859,0.14674905787225145,-0.3131700608767115,1.1514536520759242,1.5313826464132534,0.468592232161118
0.76,0.8,0.86,0.98,1.0,-0.09158929057360266,6.713994638069705,0.6906464104855525,0.09174858504617217,622549457.3773235,5.2254945737732355,0.14713958965212925,-0.312565971703363,1.1540500088891328,1.5327589472394034,0.47074730768124157
0.78,0.82,0.9,0.96,0.98,-0.09159092038654804,6.683967828418229,0.6951861781352398,0.09174858504617217,622583803.2946242,5.225838032946242,0.14714434033071222,-0.3139191310262416,1.1495597972366554,1.528003927635655,0.4687332685003257
0.78,0.84,0.86,0.94,0.98,-0.09160652070900577,6.720000000000001,0.694542746499851,0.09174858504617217,627244792.5173032,5.272447925173032,0.14778680389536936,-0.31306893545000414,1.1536329116390167,1.5330376758726254,0.4720583461369016
0.76,0.82,0.84,0.92,1.0,-0.09174697095955725,6.7560321715817695,0.6889425081918379,0.09174858504617217,620134824.0532981,5.201348240532981,0.14680499187632678,-0.3077267760967862,1.1552563131599292,1.5371110069584892,0.4770627819210431
0.76,0.8,0.88,0.94,1.0,-0.09175590622919905,6.720000000000001,0.6895859398272266,0.09174858504617217,615524071.3788873,5.155240713788873,0.14616271487803756,-0.30858571147608194,1.1511304483172409,1.5320137923569113,0.4736535407906157
0.78,0.78,0.86,0.94,1.0,-0.09182230724451357,6.795067024128686,0.6899136133452487,0.09472743521000894,620146570.7734356,5.201465707734356,0.14680662254403698,-0.3055858771680673,1.1587188663500927,1.546062550918504,0.4804103641978707
0.78,0.84,0.88,0.94,0.98,-0.09187579185692318,6.689973190348526,0.6960560023830801,0.08966338993148644,624434429.5270562,5.244344295270563,0.1473999585904373,-0.3139338585512663,1.1493560779426728,1.5272341284848194,0.4695255213013809
0.76,0.82,0.84,0.98,0.98,-0.09188307458544731,6.6749597855227885,0.6910872803098004,0.07834375930890676,620354859.5165093,5.203548595165093,0.14683553223141588,-0.31564416100871384,1.151063422408912,1.5284815735853536,0.46519324723818434
0.76,0.8,0.9,0.94,1.0,-0.09195608575017694,6.73201072386059,0.6897110515341077,0.09174858504617217,616490057.0110369,5.164900570110369,0.1462976441264674,-0.3080311975792861,1.151725114013672,1.5330527483841627,0.47494424355770304
0.76,0.78,0.88,0.96,1.0,-0.0919629106755433,6.76804289544236,0.6883229073577598,0.09472743521000894,618349372.7277436,5.183493727277436,0.14655680453994546,-0.3076501930578166,1.1571405344903845,1.5426165727001027,0.47637481739659787
0.76,0.78,0.86,0.96,1.0,-0.09210171193914007,6.76804289544236,0.6879654453380994,0.09472743521000894,617806954.1272584,5.178069541272584,0.1464812741595638,-0.3078348976641131,1.1573288303855327,1.5428479429090034,0.4758436267982633
0.78,0.84,0.88,0.96,0.98,-0.09215971273182522,6.713994638069705,0.6961572832886506,0.09174858504617217,630508262.8603109,5.305082628603109,0.14823401263193237,-0.31529983709584875,1.1532894749440588,1.5311317541373362,0.4701366610185414
0.76,0.82,0.86,0.94,1.0,-0.09228690923075378,6.750026809651475,0.6905570449806374,0.09174858504617217,623371482.3501399,5.233714823501399,0.14725322450724043,-0.30997162581811033,1.1549615147215344,1.5352864049243427,0.475053883137187
0.78,0.8,0.82,0.94,1.0,-0.0922953349627218,6.765040214477212,0.6910038725052129,0.0914507000297885,620664284.6082866,5.206642846082866,0.14687846268927185,-0.3082164666198294,1.155985069675472,1.5389949325243137,0.47654320452138454
0.78,0.82,0.88,0.96,0.98,-0.09270446768697083,6.72,0.6941316651772416,0.0953232052427763,623343587.6547023,5.2334358765470235,0.14724937068066102,-0.31299683168287684,1.1521721147100252,1.5322642076038957,0.47045003583247647
0.78,0.8,0.84,0.96,1.0,-0.09284071352040346,6.759034852546917,0.6928567173071195,0.0914507000297885,624007863.9810299,5.2400786398102985,0.14734110130821865,-0.3104592646373322,1.1556118689764083,1.5371123452096296,0.4745907695179831
0.8,0.78,0.84,0.92,0.98,-0.09289967377341346,6.8190884718498666,0.6937027107536492,0.10247244563598451,621326125.5102273,5.213261255102273,0.14697022183613306,-0.30550671274914376,1.1597529845142736,1.5493189710852087,0.48107035198539994
0.78,0.82,0.82,0.96,0.98,-0.09316785329969057,6.72,0.6930592791182604,0.0914507000297885,621697711.9858708,5.216977119858709,0.14702169982105096,-0.31354886391895176,1.1526399613247686,1.5327326495312197,0.4688956546787365
0.78,0.84,0.9,0.94,0.98,-0.09339742089147829,6.726005361930294,0.6963598450997915,0.09174858504617217,626626182.0473711,5.266261820473711,0.1477017902203106,-0.31338363386562074,1.1508991223359626,1.529760805119232,0.4713130306085011
0.78,0.8,0.86,0.98,1.0,-0.09346345165849579,6.753029490616623,0.6937563300565982,0.09174858504617217,626926430.9720426,5.269264309720426,0.1477430621680882,-0.3126982073670054,1.1553429461234839,1.5349611466165165,0.47247812327458016
0.76,0.82,0.88,0.92,1.0,-0.09352505382882348,6.762037533512065,0.6907596067917784,0.09174858504617217,619530329.7231842,5.195303297231843,0.14672103800153358,-0.3080432714741138,1.1525398902155781,1.5339158978072176,0.47630009024190995
0.78,0.78,0.82,0.98,1.0,-0.09357894629919994,6.783056300268097,0.6921894548704199,0.09085492999702115,624632945.9323403,5.246329459323403,0.1474273370965451,-0.31082064716247015,1.1585260054928939,1.5427090642099772,0.4743164215197159
0.78,0.82,0.84,0.92,1.0,-0.0935945316958331,6.795067024128687,0.6927673518022043,0.0914507000297885,624818529.6324357,5.2481852963243565,0.14745292470334181,-0.307859942634106,1.156407971143931,1.5393600091459823,0.478961060804818
0.78,0.8,0.88,0.94,1.0,-0.09364944372767847,6.759034852546916,0.6924575513851653,0.09174858504617217,619743444.8959048,5.197434448959048,0.14675064468067944,-0.3087187127875245,1.1524573295062184,1.5341440168715161,0.4753539017949991
0.78,0.82,0.84,0.98,0.98,-0.0937185818965589,6.713994638069705,0.6949121239201669,0.07804587429252309,625040235.4594404,5.250402354594404,0.14748348348443474,-0.3157758045480358,1.1522396949867804,1.5307801960137872,0.4670512476265406
0.76,0.82,0.9,0.92,1.0,-0.09372542699053144,6.774048257372655,0.6908847184986596,0.09174858504617217,620502591.9912745,5.205025919912745,0.14685603149684479,-0.3074883261060949,1.1531335025666125,1.5349521267538668,0.47759872173545215
0.78,0.8,0.9,0.94,1.0,-0.09384993546407805,6.771045576407507,0.6925826630920465,0.09174858504617217,620716052.2905183,5.207160522905183,0.14688564314173047,-0.3081643055577119,1.153051009343397,1.5351820556305087,0.47664716676351815
0.76,0.8,0.82,0.96,1.0,-0.09389015938170331,6.750026809651475,0.6893118856121536,0.0914507000297885,617950971.1516212,5.1795097115162125,0.14650133413473876,-0.3104569385225505,1.1538200490480346,1.5347940186677604,0.4718893861156123
0.76,0.84,0.86,0.92,0.98,-0.0939977582141226,6.723002680965147,0.6875424486148346,0.09442955019362526,615253998.3246647,5.152539983246647,0.1461249559347655,-0.3105732543098313,1.1498947417935685,1.527502806854006,0.470500772062586
0.78,0.78,0.9,0.96,1.0,-0.09410157126684299,6.783056300268097,0.6925052129877867,0.09115281501340483,621454977.7040421,5.21454977704042,0.14698807568670635,-0.3087126819691195,1.1550136770647499,1.539326242771707,0.47613228827900744
0.78,0.82,0.86,0.94,1.0,-0.09416266377557725,6.7890616621983915,0.6936669645516832,0.09174858504617217,627754226.2931222,5.277542262931222,0.14785675555607125,-0.3101043605333481,1.156251595737942,1.5374820436292485,0.4767967638435416
0.76,0.82,0.9,0.98,0.98,-0.09418354848911131,6.704986595174263,0.6927971403038428,0.08191837950551087,621154682.7770549,5.211546827770549,0.14694646130006372,-0.3150412989956076,1.1497656204007018,1.52768353731936,0.46643554914402663
0.76,0.82,0.88,0.98,0.98,-0.09431731196852244,6.704986595174263,0.6924396782841824,0.08191837950551087,620611950.3910092,5.2061195039100925,0.1468712030923034,-0.3152232561250049,1.1499582182623702,1.527934507348346,0.46592756162020027
0.78,0.84,0.84,0.94,0.98,-0.09449608553325928,6.750026809651475,0.6948227584152518,0.0914507000297885,625849749.4116285,5.258497494116285,0.14759497761878393,-0.31319681062506965,1.1530095155400832,1.532982958244606,0.47125313097607185
0.76,0.8,0.84,0.98,1.0,-0.09451037786073918,6.74402144772118,0.6902114983616324,0.09174858504617217,620843075.2009027,5.208430752009027,0.14690325954731254,-0.31269393751630026,1.153558199230064,1.5326391324771311,0.46979887334609644
0.76,0.82,0.82,0.92,1.0,-0.09464252290228237,6.786058981233245,0.6892225201072387,0.0914507000297885,618753729.9405079,5.187537299405079,0.14661307037140237,-0.3078576107595141,1.1546189820056802,1.5370502506784252,0.47623662773739434
0.76,0.84,0.88,0.92,0.98,-0.09464326577579901,6.704986595174263,0.6881084301459637,0.09264224009532321,612607436.2983662,5.126074362983662,0.14575412642501884,-0.3110718993453788,1.1465163482083631,1.5228935004075401,0.46855446194832934
0.76,0.82,0.82,0.98,0.98,-0.0947806665861427,6.704986595174263,0.6913672922252011,0.07804587429252309,618973346.0564185,5.189733460564185,0.14664361544580506,-0.3157734948817623,1.1504232841052158,1.5283983685100517,0.46439494708292106
0.78,0.84,0.86,0.96,0.98,-0.0950685506595047,6.74402144772118,0.6957223711647305,0.09174858504617217,628783629.660749,5.287836296607489,0.14799794547953438,-0.31542535243950776,1.152820751605267,1.5310585959718295,0.46920117338354217
0.76,0.8,0.9,0.96,1.0,-0.0951272887068414,6.74402144772118,0.6911230265117663,0.09174858504617217,617569947.7028277,5.175699477028277,0.14644825237398051,-0.31077486117489694,1.1500650631035698,1.5296034995372414,0.47123583876870534
0.78,0.78,0.88,0.96,1.0,-0.09518938221013229,6.8190884718498666,0.6914507000297885,0.09472743521000894,622213735.4555578,5.222137354555578,0.14709314030183118,-0.30778337432674485,1.1576698016400848,1.543691873315022,0.47791126022835834
0.76,0.82,0.84,0.94,1.0,-0.09520755395001845,6.780053619302948,0.6901221328567172,0.09174858504617217,621662799.6814384,5.216627996814385,0.1470168644327028,-0.3101000775706988,1.1544703909242193,1.5351726064306828,0.4740948973132225
0.78,0.78,0.86,0.96,1.0,-0.09532947965782312,6.8190884718498666,0.6910932380101281,0.09472743521000894,621667927.0202725,5.216679270202725,0.1470175745898865,-0.3079680434030335,1.1578553800904083,1.5439173214253172,0.4773793182089566
0.76,0.78,0.9,0.98,1.0,-0.09536715944900936,6.7920643431635375,0.6898599940422997,0.09472743521000894,620401741.580588,5.20401741580588,0.14684203804623075,-0.3098434125125694,1.156017246328885,1.5400507446929412,0.4739233823158135
0.78,0.82,0.88,0.92,1.0,-0.09541744798920304,6.801072386058981,0.693631218349717,0.09174858504617217,623777161.3427829,5.237771613427829,0.14730925357579006,-0.30817637712998913,1.1538672730260828,1.5360532126846107,0.4780030674241292
0.76,0.78,0.88,0.98,1.0,-0.09549643617255721,6.7920643431635375,0.6895025320226392,0.09472743521000894,619859753.6914624,5.198597536914624,0.14676679871936216,-0.3100267481361745,1.1562218641749096,1.5403245578333231,0.4734004391611304
0.78,0.82,0.9,0.92,1.0,-0.09561812996480579,6.813083109919571,0.693756330056598,0.09174858504617217,624756088.3921487,5.247560883921487,0.14744431631660504,-0.3076215385119506,1.1544599033569556,1.5370885488510475,0.47930426793206177
0.76,0.78,0.86,0.98,1.0,-0.09563617050657236,6.792064343163539,0.6891450700029789,0.09472743521000894,619316029.790414,5.193160297904139,0.14669125723128285,-0.3102108172239707,1.1564074148461838,1.540549791686796,0.4728760220033606
0.78,0.84,0.88,0.98,0.98,-0.09564194190747416,6.738016085790885,0.69733690795353,0.07834375930890676,632048413.3647372,5.320484133647372,0.14844432357329196,-0.31765005539414315,1.1524329503703987,1.529035199544033,0.46732031382491296
0.76,0.82,0.86,0.96,1.0,-0.09576533814784621,6.774048257372654,0.6917366696455168,0.09174858504617217,624900816.7365149,5.249008167365149,0.14746426790113998,-0.3123386953889574,1.15412990228039,1.533257158337611,0.4721293585397793
0.78,0.8,0.82,0.96,1.0,-0.0957862862731807,6.7890616621983915,0.6921834971700923,0.0914507000297885,622186985.3940179,5.22186985394018,0.1470894382567025,-0.31058957988243385,1.15513921985338,1.5369131993509255,0.4735813684167371
0.8,0.78,0.82,0.92,0.98,-0.09583949758210941,6.849115281501342,0.693029490616622,0.10247244563598451,619513025.1403733,5.195130251403733,0.146718633576999,-0.3056379669878858,1.1592914449211957,1.5491542025033174,0.4800406017057897
0.78,0.82,0.9,0.98,0.98,-0.09606741528759649,6.74402144772118,0.6956687518617812,0.08191837950551087,625412657.7112156,5.254126577112157,0.1475347936772633,-0.3151730585022162,1.1511078277371491,1.529859469166981,0.46810724996097935
0.76,0.84,0.9,0.92,0.98,-0.09616070670068433,6.7410187667560315,0.688412272862675,0.09472743521000894,614757660.9620893,5.147576609620893,0.1460555229599021,-0.3105193829197187,1.1480685192699582,1.5254311472626727,0.4703587955978359
0.78,0.82,0.88,0.98,0.98,-0.09620211753937524,6.744021447721179,0.6953112898421209,0.08191837950551087,624866204.9299715,5.248662049299715,0.1474594968653984,-0.3153549806301129,1.151298713072178,1.5301056246332456,0.46759843960846464
0.76,0.8,0.88,0.96,1.0,-0.0962252544781182,6.78005361930295,0.6900685135537682,0.0953232052427763,618323787.6010231,5.183237876010231,0.14655324325491748,-0.3098483303681533,1.1527047075100032,1.5339264017811627,0.4729838081773329
0.78,0.8,0.84,0.98,1.0,-0.09635187241326704,6.783056300268097,0.6940363419719987,0.0914507000297885,625532143.5789267,5.255321435789267,0.1475512497640099,-0.31282614856427726,1.1547214677695075,1.5349132911115726,0.4716717270637373
0.8,0.78,0.84,0.94,0.98,-0.09637617387468178,6.843109919571047,0.6948823354185285,0.10247244563598451,622856899.7285017,5.2285689972850165,0.14718210601791126,-0.30788767497106606,1.1589451806391127,1.547321916905788,0.4780383171614219
0.78,0.84,0.9,0.96,0.98,-0.09652877556271011,6.738016085790885,0.6977718200774501,0.09174858504617217,627723953.0781522,5.277239530781522,0.1478526001307714,-0.3161060195517337,1.1492899614132979,1.5264525250827357,0.4677310490336105
0.78,0.82,0.82,0.92,1.0,-0.0965400230793293,6.825093833780161,0.6920941316651772,0.0914507000297885,622995238.0297587,5.229952380297587,0.1472012305631909,-0.3079907521293149,1.1559358973942657,1.53916360819958,0.4779404236831957
0.76,0.82,0.88,0.94,1.0,-0.09665544759042377,6.774048257372654,0.6921715817694369,0.09174858504617217,620623447.7910308,5.206234477910308,0.1468727980149862,-0.3107852629605059,1.1509561686387269,1.5306589119652836,0.4725861085428963
0.78,0.82,0.82,0.98,0.98,-0.09666788333303761,6.74402144772118,0.6942389037831398,0.07804587429252309,623216368.0692871,5.232163680692871,0.14723179247658869,-0.31590511354226036,1.1517590774743498,1.5305580102186036,0.4660633404305204
0.76,0.82,0.9,0.94,1.0,-0.09685724308561561,6.786058981233243,0.6922966934763182,0.09174858504617217,621597435.7087063,5.215974357087062,0.14700781078311143,-0.31023251310284716,1.1515498622378686,1.531693636972402,0.4738633269375474
0.76,0.84,0.84,0.92,0.98,-0.09691973721953978,6.753029490616623,0.6871075364909145,0.09442955019362526,613567542.546037,5.135675425460369,0.14588882502670608,-0.31070159556727883,1.1493999492637668,1.5273811951949774,0.469546430105524
0.78,0.8,0.9,0.96,1.0,-0.09701608370116838,6.783056300268098,0.6939946380697051,0.09174858504617217,621803350.0539387,5.218033500539388,0.14703632926736487,-0.31090744137878557,1.151400096246495,1.531756330383527,0.4729263751787375
0.78,0.82,0.84,0.94,1.0,-0.09705054016503001,6.8190884718498666,0.6939469764670837,0.0914507000297885,626358050.1655611,5.2635805016556105,0.1476649175886675,-0.31023278757679884,1.155630333220911,1.5374423395854324,0.47598101652009533
0.76,0.8,0.82,0.98,1.0,-0.09740678608483744,6.774048257372655,0.690491510277033,0.0914507000297885,619460474.4977094,5.194604744977094,0.14671133142789738,-0.31282382894115,1.152920016061736,1.5325663699796446,0.46899026817901857
0.76,0.84,0.86,0.94,0.98,-0.0974451337951523,6.747024128686326,0.688722073279714,0.09442955019362526,616769920.0649893,5.167699200649893,0.14633669897268597,-0.31293677111379814,1.149122325861363,1.525605690382002,0.4676238540196072
0.78,0.82,0.86,0.96,1.0,-0.09763732136209496,6.813083109919571,0.6948465892165623,0.09174858504617217,629294317.5379432,5.292943175379432,0.14806791059618885,-0.3124709747717531,1.1554266877993298,1.535469565696446,0.47386132649391266
0.76,0.84,0.88,0.94,0.98,-0.09775950088365282,6.716997319034852,0.6895204051236222,0.09264224009532321,613688369.2420467,5.136883692420467,0.1459057626573288,-0.31380186062475357,1.1449452967307248,1.5196758537677884,0.46496143256398315
0.78,0.84,0.84,0.96,0.98,-0.09795921631270577,6.774048257372654,0.696002383080131,0.0914507000297885,627385187.9675524,5.273851879675524,0.14780608719925303,-0.3155527874678765,1.1521966463241289,1.5309924181777135,0.46840368099838064
0.76,0.84,0.88,0.96,0.98,-0.09800332275452828,6.7410187667560315,0.6903366100685135,0.09442955019362526,619978886.0868658,5.199788860868658,0.14678334201942245,-0.315168101981221,1.1487712370533154,1.523678858861088,0.46573032326782987
0.76,0.82,0.82,0.94,1.0,-0.0981036700155512,6.810080428954423,0.690402144772118,0.0914507000297885,620278326.2765477,5.202783262765477,0.14682491075155513,-0.31023046219700845,1.1538324121357484,1.5351055460804908,0.47327689779966087
0.78,0.8,0.88,0.96,1.0,-0.09811906122997915,6.8190884718498666,0.6929401251117068,0.0953232052427763,622562357.4762511,5.225623574762511,0.147141374003948,-0.3099810888006579,1.1540294270653182,1.5360552682694293,0.4746785507891787
0.78,0.84,0.86,0.92,1.0,-0.09846975178024037,6.849115281501342,0.6947572237116473,0.09174858504617217,630095953.1129415,5.300959531129415,0.14817763020032282,-0.30988247994440343,1.1560814937962975,1.5373766599701502,0.47817362965117494
