base_lt25,tier1,tier2,tier3,full,score,annual_turnover,avg_stock_weight,trade_ratio,net_final_capital,net_total_return,net_cagr,net_mdd,net_sharpe,net_sortino,net_calmar
0.76,0.8,0.82,0.92,0.98,-0.07660912099485584,6.548847184986594,0.6855585344057195,0.0914507000297885,610636478.8220302,5.106364788220302,0.14547699698540795,-0.30653148499015925,1.1538063011255033,1.5364587343576108,0.4745907161545845
0.78,0.78,0.84,0.96,0.98,-0.07679576861777926,6.5758713136729225,0.6902889484658922,0.09085492999702115,620577519.1681089,5.20577519168109,0.14686642661955074,-0.30914136905613643,1.158239633818323,1.5427249484973966,0.4750785282085023
0.76,0.78,0.84,0.92,1.0,-0.07692624066871456,6.629919571045576,0.6852427762883526,0.09115281501340483,617582677.0047618,5.175826770047618,0.14645002622830128,-0.3034134667943781,1.1612578733879066,1.5481590264779008,0.4826747730599242
0.76,0.78,0.84,0.98,0.98,-0.0771465556137545,6.548847184986596,0.6873875484063151,0.0777479892761394,617801545.0716332,5.178015450716332,0.1464805206537998,-0.3113803368090782,1.1569613560298586,1.5392440541321577,0.4704231556651371
0.76,0.78,0.88,0.94,0.98,-0.07717644868469198,6.554852546916889,0.6864462317545427,0.09115281501340483,611257993.1106974,5.112579931106974,0.14556447513847148,-0.30721109623508813,1.153898665416834,1.5382992877549058,0.47382557766429345
0.76,0.8,0.84,0.94,0.98,-0.07718929730010016,6.542841823056301,0.6864581471551979,0.09174858504617217,613507294.6770116,5.135072946770116,0.1458803782557292,-0.30877827214764364,1.1536350175816594,1.5345176570512722,0.4724437935386071
0.78,0.78,0.88,0.92,0.98,-0.07724054922553092,6.593887399463807,0.6881620494489127,0.09115281501340483,613994884.117971,5.139948841179709,0.14594871644561636,-0.30458862877560744,1.1560611871001412,1.5427499184260158,0.47916666171125444
0.76,0.78,0.9,0.94,0.98,-0.07737538466662297,6.566863270777479,0.6865713434614238,0.09115281501340483,612217284.1986237,5.122172841986236,0.14569933403296043,-0.30665547989758923,1.1544937752229636,1.539343868855394,0.4751238558711497
0.78,0.78,0.9,0.92,0.98,-0.07743826088263256,6.605898123324397,0.6882871611557938,0.09115281501340483,614958460.3535106,5.149584603535106,0.14608361916771884,-0.30403091280375616,1.1566553802119626,1.5437958669454777,0.48048936149467114
0.76,0.8,0.86,0.96,0.98,-0.07776534337391439,6.536836461126007,0.6880726839439976,0.09174858504617217,616702741.530273,5.16702741530273,0.14632732571374474,-0.3110212028090995,1.1532673634103565,1.5325193092116858,0.470473795330148
0.78,0.78,0.86,0.92,0.98,-0.07802213683311038,6.617908847184986,0.6873398868036938,0.09472743521000894,614309572.6956503,5.143095726956504,0.14599279503538432,-0.30402836285027446,1.1578743542645407,1.5456836653971835,0.4801946557442791
0.76,0.78,0.86,0.94,0.98,-0.0782737285967316,6.5908847184986605,0.6853917187965445,0.09472743521000894,611998397.2461954,5.119983972461954,0.1456685797243671,-0.30628095021664425,1.1565403396289988,1.542613804642208,0.47560443971892513
0.76,0.8,0.88,0.92,0.98,-0.07829970826965688,6.554852546916889,0.6867798629728925,0.09174858504617217,610156340.9986056,5.101563409986056,0.145409361171434,-0.30666316466788923,1.151059179283738,1.5328942994062909,0.4741663751135868
0.76,0.8,0.9,0.92,0.98,-0.07849843365932696,6.56686327077748,0.6869049746797735,0.09174858504617217,611113892.6810733,5.1111389268107335,0.14554420032747917,-0.3061071124620468,1.1516548003891076,1.5339373495709976,0.47546820835639586
0.78,0.8,0.82,0.92,0.98,-0.07851379567454864,6.587882037533513,0.688430145963658,0.0914507000297885,614822338.8096164,5.148223388096165,0.1460645737259021,-0.3066648814551609,1.1551126461127177,1.5385358882937683,0.47630029572609855
0.76,0.82,0.86,0.92,0.98,-0.07851843757020316,6.572868632707775,0.6879833184390827,0.09174858504617217,617504067.1367137,5.175040671367137,0.1464390712415644,-0.3084240001068209,1.1540684580040264,1.5347754599547103,0.47479791193566667
0.78,0.8,0.84,0.94,0.98,-0.07904176284216435,6.581876675603218,0.6902829907655644,0.0914507000297885,618140943.8328037,5.181409438328037,0.1465277886105103,-0.3089112364178762,1.1547795581454692,1.5367409832678813,0.4743362213354275
0.78,0.8,0.86,0.96,0.98,-0.07964467550319643,6.575871313672923,0.6911826035150432,0.09174858504617217,621038598.9499905,5.210385989499905,0.14693036960340744,-0.3111537356264048,1.154553046679369,1.5346952881220832,0.47221149155613346
0.78,0.78,0.82,0.96,0.98,-0.07973647384903426,6.605898123324397,0.6896157283288651,0.09085492999702115,618766650.4572165,5.187666504572165,0.1466148676853547,-0.3092719333683016,1.1577758786376904,1.5425523838751471,0.4740645751089089
0.76,0.78,0.82,0.92,1.0,-0.07981823796422571,6.659946380697052,0.6855227882037532,0.09085492999702115,616207266.7451038,5.162072667451039,0.14625816412801962,-0.30354511664155737,1.160625968814241,1.548124369064871,0.48183336219086415
0.76,0.78,0.82,0.98,0.98,-0.08004063543817586,6.578873994638069,0.6876675603217158,0.07745010425975574,616425717.7736099,5.164257177736099,0.14628866327747492,-0.311510476486457,1.1563264323900129,1.5391869966652323,0.4696107332487575
0.76,0.8,0.82,0.94,0.98,-0.0800842848161929,6.572868632707775,0.6867381590705987,0.0914507000297885,612140983.979922,5.12140983979922,0.1456886147659482,-0.3089089065828021,1.1529975432003114,1.534459647542998,0.47162322503931037
0.78,0.78,0.84,0.92,1.0,-0.08011998339682497,6.680965147453083,0.6893238010128089,0.09085492999702115,621872925.9093959,5.218729259093959,0.1470459633284935,-0.30354746304523406,1.1615854926447857,1.5492958073832406,0.4844249457837867
0.78,0.8,0.88,0.92,0.98,-0.08019929285969218,6.593887399463807,0.6896514745308311,0.09174858504617217,614338909.6831422,5.143389096831422,0.14599690321788228,-0.3067965358028254,1.1523770186619806,1.5349939173036555,0.475875331629275
0.78,0.78,0.84,0.98,0.98,-0.08032405304884505,6.5998927613941,0.6914685731307715,0.07745010425975574,622093328.1995049,5.220933281995048,0.14707647551290148,-0.31151280054292074,1.1573220432091929,1.540451192193653,0.4721362180191919
0.78,0.8,0.9,0.92,0.98,-0.08039833518714767,6.605898123324397,0.6897765862377122,0.09174858504617217,615303025.2991655,5.1530302529916545,0.1461318115401804,-0.30624059055987507,1.1529716550523883,1.5360360024939759,0.47717976011285557
0.78,0.82,0.86,0.92,0.98,-0.08039916199728836,6.6119034852546905,0.6910932380101281,0.09174858504617217,621845549.4469777,5.218455494469778,0.14704217267104047,-0.3085570325252637,1.155351763055794,1.5369457110194398,0.4765477923728772
0.78,0.78,0.88,0.94,0.98,-0.0804049958201064,6.605898123324397,0.6895740244265712,0.09115281501340483,615078027.2046999,5.150780272046998,0.14610034514369197,-0.30734436196922643,1.1544267872689784,1.5393632572333702,0.4753636741783492
0.76,0.78,0.84,0.94,1.0,-0.08041608328117439,6.653941018766755,0.6864224009532319,0.09115281501340483,619104276.0761844,5.191042760761844,0.1466618209395265,-0.3058016073949672,1.1604303161092688,1.5461221640844467,0.47959793994837
0.76,0.78,0.9,0.96,0.98,-0.08057155745009481,6.578873994638069,0.6879833184390823,0.09115281501340483,613289559.302564,5.132895593025641,0.14584984528683065,-0.3094046232460259,1.1527932396471905,1.5357802728388878,0.4713887069840479
0.78,0.78,0.9,0.94,0.98,-0.08060420203410606,6.617908847184986,0.6896991361334524,0.09115281501340483,616043313.3466028,5.160433133466028,0.1462352671222218,-0.3067888525107777,1.15502109916819,1.5404069519622363,0.47666421359649774
0.76,0.8,0.84,0.96,0.98,-0.08068441859923725,6.56686327077748,0.6876377718200773,0.09174858504617217,615012361.548566,5.15012361548566,0.1460911596741481,-0.3111494576793009,1.152778319292714,1.5324123027097067,0.4695208558734594
0.76,0.8,0.86,0.92,1.0,-0.08111054090015318,6.641930294906167,0.6871075364909145,0.09174858504617217,617990026.699572,5.17990026699572,0.14650677339433615,-0.30544256684785454,1.156596152438722,1.5390157927873538,0.47965408000029464
0.76,0.8,0.86,0.98,0.98,-0.08128095744952968,6.560857908847185,0.6892523086088769,0.07834375930890676,618209100.9877014,5.1820910098770145,0.14653727794122284,-0.3133861573600416,1.1523654992775885,1.5302953353128321,0.46759333333561953
0.76,0.82,0.84,0.92,0.98,-0.08143719111085618,6.60289544235925,0.6875484063151623,0.09174858504617217,615811443.7564757,5.158114437564757,0.14620287561775802,-0.30855274146187006,1.1535799024795277,1.534673752320384,0.4738343108704004
0.76,0.8,0.88,0.94,0.98,-0.08144928705074927,6.56686327077748,0.688191837950551,0.09174858504617217,611232789.7409377,5.1123278974093775,0.14556092936425125,-0.30941065002775203,1.1494440120031937,1.5295595345377528,0.47044576310219255
0.78,0.78,0.86,0.94,0.98,-0.08150893244897217,6.641930294906166,0.688519511468573,0.09472743521000894,615823058.4683032,5.158230584683032,0.14620449842743533,-0.3064143948748268,1.1570544636330047,1.543646642045001,0.4771463118994826
0.76,0.78,0.88,0.96,0.98,-0.08164949987213199,6.614906166219839,0.6869288054810843,0.09472743521000894,614038347.5876986,5.140383475876986,0.145954805639547,-0.30847624579042,1.1554721058010171,1.5401946711804164,0.4731476333471371
0.76,0.8,0.9,0.94,0.98,-0.08164950687034556,6.578873994638069,0.6883169496574322,0.09174858504617217,612192040.7600982,5.1219204076009825,0.1456957877689291,-0.3088567977312414,1.1500397344068496,1.5306003363812457,0.4717260194341247
0.76,0.78,0.86,0.96,0.98,-0.0817875334616115,6.614906166219839,0.6865713434614238,0.09472743521000894,613499710.6361098,5.134997106361098,0.1458793149163422,-0.3086607300229357,1.1556617017585986,1.5404286301884247,0.4726202614291177
0.76,0.82,0.86,0.94,0.98,-0.08197863409136913,6.596890080428954,0.6891629431039619,0.09174858504617217,619025489.2484821,5.1902548924848215,0.14665086625377866,-0.3107949108109954,1.1532801357478153,1.5328335876267836,0.4718573604410204
0.78,0.8,0.82,0.94,0.98,-0.08198517961445873,6.611903485254691,0.6896097706285373,0.0914507000297885,616337161.6778178,5.1633716167781785,0.14627630067899733,-0.30904184572403315,1.1543102365736004,1.5365545661423987,0.4733219876301752
0.78,0.8,0.84,0.96,0.98,-0.08253227779134598,6.605898123324397,0.6914626154304437,0.0914507000297885,619657382.5364443,5.196573825364443,0.14673868974092952,-0.3112819658253383,1.1539316665695147,1.5346553826422173,0.47140119200887226
0.78,0.8,0.86,0.92,1.0,-0.08299669990867775,6.680965147453083,0.69021745606196,0.09174858504617217,622334930.6883738,5.223349306883738,0.1471099111376586,-0.30557617277850446,1.157868375433162,1.5411623721742485,0.4814181347977369
0.78,0.78,0.82,0.92,1.0,-0.08305824112140803,6.710991957104558,0.688650580875782,0.09085492999702115,620058229.913724,5.200582299137239,0.14679435845544053,-0.3036790875680855,1.1611275063834934,1.549140253998619,0.4833864578262372
0.78,0.8,0.86,0.98,0.98,-0.08315614098588475,6.599892761394102,0.6923622281799227,0.07834375930890676,622555553.6860934,5.225555536860934,0.1471404329026098,-0.3135182352517528,1.1536583109078116,1.5324908057634945,0.4693201745807772
0.76,0.82,0.88,0.92,0.98,-0.08321886571472836,6.608900804289544,0.6893655049151027,0.09174858504617217,615211163.7661693,5.152111637661693,0.14611896582194328,-0.3088688592220793,1.1508544863279375,1.5314623701117207,0.4730776880193109
0.78,0.78,0.82,0.98,0.98,-0.08326639101779876,6.629919571045576,0.6907953529937444,0.07745010425975574,620278059.8846506,5.2027805988465055,0.14682487377888576,-0.31164291518646847,1.1568550776434305,1.5402681845431927,0.4711317556859412
0.78,0.82,0.84,0.92,0.98,-0.08328631920818058,6.641930294906166,0.6913732499255286,0.0914507000297885,620462491.0183244,5.204624910183243,0.1468504675574256,-0.30868574911546665,1.1547305083071686,1.536913189521472,0.4757280437409985
0.76,0.78,0.82,0.94,1.0,-0.08330870945684371,6.683967828418229,0.6867024128686327,0.09085492999702115,617725500.6282712,5.177255006282712,0.146469926675034,-0.30593280439189696,1.1597976753266166,1.546080759425544,0.47876502477781835
0.78,0.8,0.88,0.94,0.98,-0.08334374061571292,6.605898123324397,0.6910634495084896,0.09174858504617217,615422741.839646,5.15422741839646,0.1461485497805226,-0.3095434926529893,1.150770966407916,1.5316834852537393,0.47214221345095764
0.76,0.82,0.9,0.92,0.98,-0.08341928272676968,6.620911528150134,0.6894906166219839,0.09174858504617217,616176647.7348167,5.161766477348166,0.1462538884405329,-0.3083145759707472,1.1514491507216604,1.5325004245458136,0.47436579337854407
0.78,0.8,0.9,0.94,0.98,-0.0835442765597374,6.617908847184986,0.6911885612153709,0.09174858504617217,616388568.4481548,5.163885684481548,0.14628347736140057,-0.3089897468961965,1.1513656987939493,1.532723340844713,0.47342502083262894
0.76,0.8,0.82,0.96,0.98,-0.0835801649931433,6.596890080428955,0.6879177837354782,0.0914507000297885,613642722.3547305,5.1364272235473045,0.14589936418467353,-0.31127964248587836,1.152140120751497,1.5323462330475028,0.4687083389698138
0.78,0.78,0.84,0.94,1.0,-0.08360368830738962,6.704986595174263,0.6905034256776884,0.09085492999702115,623405101.5758396,5.234051015758396,0.14725786900150717,-0.3059351442601308,1.160769884076136,1.5472862514163648,0.4813368838602492
0.78,0.78,0.9,0.96,0.98,-0.08379322694341007,6.629919571045576,0.6911111111111111,0.09115281501340483,617122295.8187618,5.171222958187618,0.1463858496499988,-0.30953746703058393,1.15333412635296,1.5368768282534808,0.47291803171451
0.78,0.82,0.86,0.94,0.98,-0.08385543106893378,6.635924932975872,0.6922728626750074,0.09174858504617217,623377672.721622,5.23377672721622,0.14725407972413795,-0.3109274871581108,1.1545700657853806,1.5350223577627795,0.473596210711526
0.76,0.78,0.84,0.96,1.0,-0.08392747551255964,6.677962466487936,0.6876020256181113,0.09115281501340483,620623076.7415946,5.206230767415946,0.14687274654332683,-0.30818303206847464,1.1595537907417863,1.5439632285578866,0.47657635645136176
0.76,0.8,0.84,0.92,1.0,-0.08402705552021855,6.671957104557641,0.6866726243669943,0.09174858504617217,616296071.268969,5.16296071268969,0.1462705638221633,-0.305571863216031,1.1561120842111783,1.5389287675240446,0.4786781161155338
0.76,0.8,0.84,0.98,0.98,-0.08420155868806534,6.5908847184986605,0.6888173964849569,0.07834375930890676,616514615.5476654,5.165146155476654,0.14630107192277753,-0.31351397049545526,1.1518737826852286,1.5301776191818262,0.46664929059325067
0.76,0.78,0.88,0.92,1.0,-0.08431929070780064,6.695978552278821,0.6864283586535598,0.09115281501340483,614465435.8748293,5.144654358748293,0.14601461913727198,-0.3036239723389238,1.1572093248574473,1.5441204078504391,0.48090609582790605
0.76,0.82,0.82,0.92,0.98,-0.08433272599017727,6.632922252010724,0.687828418230563,0.0914507000297885,614439978.1870948,5.144399781870948,0.14601105487892618,-0.30868342002308136,1.152941820894656,1.5346127961826135,0.4730123013021186
0.76,0.78,0.9,0.92,1.0,-0.08451676116599072,6.7079892761394095,0.6865534703604409,0.09115281501340483,615429750.5733469,5.154297505733468,0.14614952961753347,-0.3030654827180871,1.1578032636696525,1.5451646613580767,0.48223746335864465
0.76,0.8,0.86,0.94,1.0,-0.08458237462491214,6.665951742627347,0.6882871611557938,0.09174858504617217,619512650.407899,5.19512650407899,0.14671858150825767,-0.30782372660023893,1.1557956385657069,1.5370493514325732,0.4766318149958483
0.76,0.8,0.9,0.96,0.98,-0.08482254064632155,6.59088471849866,0.6897289246350908,0.09174858504617217,613264355.3364471,5.132643553364471,0.1458463102944667,-0.31159718582003637,1.1483722392774744,1.527132851234177,0.46806042201774106
0.78,0.78,0.88,0.96,0.98,-0.0848779458033393,6.665951742627346,0.6900565981531127,0.09472743521000894,617875763.6360383,5.178757636360383,0.1464908591009524,-0.3086092681588182,1.1559988902316316,1.5412591511299327,0.47468068595258284
0.76,0.82,0.84,0.94,0.98,-0.08489878374437915,6.626916890080429,0.6887280309800417,0.09174858504617217,617328719.0963153,5.173287190963153,0.1464146302786451,-0.31092320930553874,1.1527891136390265,1.5327219527338314,0.47090286571294854
0.78,0.78,0.86,0.96,0.98,-0.08501728796311675,6.665951742627347,0.6896991361334524,0.09472743521000894,617333760.487387,5.173337604873869,0.14641533306478127,-0.3087937169037176,1.1561857407754317,1.5414871341122807,0.4741525654501378
0.76,0.78,0.9,0.98,0.98,-0.08505579225098192,6.63892761394102,0.6884658921656241,0.08132260947274352,616076360.1127653,5.160763601127653,0.14623988274078825,-0.3106668464867687,1.1543420692589705,1.5376115987859353,0.4707289638227187
0.76,0.78,0.86,0.92,1.0,-0.08509843276996842,6.72,0.6856061960083407,0.09472743521000894,614780365.6226976,5.1478036562269756,0.146058700261968,-0.30306292922737565,1.1590265071725765,1.5470638763275444,0.4819418218992602
0.78,0.82,0.88,0.92,0.98,-0.0851121639232083,6.647935656836461,0.6922371164730414,0.09174858504617217,619428382.8214289,5.194283828214289,0.14670687186277043,-0.3090018060668702,1.152181966883512,1.5335934712135102,0.4747767455799983
0.76,0.78,0.88,0.98,0.98,-0.08518428646794862,6.63892761394102,0.6881084301459636,0.08132260947274352,615538150.9112456,5.1553815091124555,0.14616468291871487,-0.31084996337047677,1.1545480206729277,1.5378880770705778,0.4702097479243164
0.78,0.82,0.9,0.92,0.98,-0.08531289363286043,6.659946380697051,0.6923622281799224,0.09174858504617217,620400485.0987622,5.204004850987621,0.14684186369042496,-0.3084476294381535,1.152775645108116,1.5346306041121438,0.4760674087782803
0.76,0.78,0.86,0.98,0.98,-0.08532326680657965,6.638927613941019,0.6877509681263032,0.08132260947274352,614998217.8011129,5.149982178011129,0.1460891810940823,-0.31103381284326903,1.1547348439703091,1.5381158359977898,0.4696890661456706
0.76,0.82,0.86,0.96,0.98,-0.0854580811709989,6.620911528150134,0.6903425677688411,0.09174858504617217,620544113.5435401,5.205441135435401,0.14686179218868722,-0.3131591542005059,1.1524435778264681,1.5307910929940485,0.4689685427322884
0.78,0.8,0.82,0.96,0.98,-0.08547722627183296,6.635924932975872,0.6907893952934168,0.0914507000297885,617849198.8191003,5.178491988191003,0.1464871588251253,-0.31141212558940734,1.1534593063048546,1.5344591067100462,0.470396451480077
0.78,0.8,0.84,0.92,1.0,-0.08588242580426819,6.710991957104557,0.6904974679773608,0.0914507000297885,620950783.817659,5.20950783817659,0.14691819470291634,-0.3057054442750694,1.1572492188199062,1.541142395103702,0.4805874329497431
0.76,0.8,0.88,0.96,0.98,-0.08591747706246089,6.626916890080429,0.6886744116770926,0.0953232052427763,614012939.5914187,5.140129395914188,0.14595124604999432,-0.31067176047081746,1.151020401419144,1.531472102066852,0.4697924453410501
0.78,0.8,0.84,0.98,0.98,-0.08604455463274152,6.629919571045576,0.6926422400953232,0.07804587429252309,621170987.1450528,5.211709871450528,0.14694872121076608,-0.3136460238008709,1.153036116657265,1.5324425859311503,0.46851772399340724
0.78,0.82,0.82,0.92,0.98,-0.08623117764788746,6.671957104557641,0.6907000297885018,0.0914507000297885,618651910.8322419,5.186519108322419,0.14659890556642874,-0.30881640253918674,1.154258731057899,1.5367197223940379,0.47471217319108017
0.76,0.82,0.88,0.94,0.98,-0.08635096622271937,6.620911528150134,0.6907774798927613,0.09174858504617217,616296613.3123997,5.162966133123997,0.14627063950211538,-0.311607577188603,1.149263625967154,1.5281876449791447,0.4694065555844424
0.78,0.8,0.86,0.94,1.0,-0.08646461789416404,6.704986595174263,0.6913970807268395,0.09174858504617217,623868264.0236247,5.238682640236247,0.14732183129952303,-0.3079568744880393,1.157074615845389,1.5392139976187336,0.4783846164968298
0.78,0.78,0.82,0.94,1.0,-0.08654348301508763,6.735013404825738,0.6898302055406612,0.09085492999702115,621585958.2093166,5.215859582093166,0.14700622092873172,-0.3060663160198427,1.160308867231224,1.5471207496771981,0.4803083947310331
0.76,0.82,0.9,0.94,0.98,-0.08655280581422542,6.632922252010722,0.6909025915996424,0.09174858504617217,617263810.825174,5.17263810825174,0.14640558138261728,-0.3110554868265245,1.1498583748947877,1.5292241692144775,0.4706735215516954
0.78,0.8,0.9,0.96,0.98,-0.08671220732489793,6.629919571045576,0.6926005361930295,0.09174858504617217,617468238.1222856,5.174682381222856,0.14643407772066874,-0.31172960784053405,1.149707434617477,1.5292796337182997,0.46974709503877926
0.78,0.82,0.84,0.94,0.98,-0.08674329485485588,6.665951742627346,0.692552874590408,0.0914507000297885,621991230.40287,5.219912304028701,0.14706234248019667,-0.31105576097299625,1.153948091563299,1.534982330240491,0.472784500181508
0.76,0.78,0.82,0.96,1.0,-0.0868208917218537,6.707989276139411,0.687882037533512,0.09085492999702115,619240942.4242203,5.192409424242204,0.14668082025724383,-0.30831377749527455,1.1589203855042227,1.5439135415599128,0.47575175345348286
0.76,0.8,0.82,0.92,1.0,-0.0869213429047998,6.701983914209115,0.6869526362823951,0.0914507000297885,614923526.3920262,5.149235263920262,0.14607873175549257,-0.3057031051418029,1.1554760362119136,1.5388787298189228,0.47784510297248295
0.76,0.8,0.82,0.98,0.98,-0.08709796473819353,6.620911528150135,0.6890974084003575,0.07804587429252309,615141654.2068167,5.151416542068167,0.14610924457623709,-0.31364370694531296,1.15123483378248,1.5301045528627675,0.465844655386989
0.78,0.78,0.84,0.96,1.0,-0.08710889316862092,6.729008042895443,0.6916830503425676,0.09085492999702115,624934459.4276453,5.249344594276454,0.14746890511572763,-0.3083161108398288,1.1599055548771768,1.545154513971716,0.4783042466189456
0.78,0.82,0.86,0.96,0.98,-0.08733106767530929,6.659946380697051,0.6934524873398868,0.09174858504617217,624906978.5314491,5.249069785314491,0.14746511724301792,-0.31329127575882565,1.153740284372481,1.5329968472670656,0.47069653275802625
0.76,0.78,0.84,0.98,1.0,-0.08746103024584462,6.701983914209115,0.6887816502829907,0.09115281501340483,622139038.8091909,5.221390388091908,0.14708280237379,-0.31055775512548556,1.158629105574329,1.5416741648666668,0.4736085315736488
0.76,0.78,0.88,0.94,1.0,-0.08748873154390224,6.707989276139411,0.6878403336312183,0.09115281501340483,615549450.4461626,5.155494504461625,0.146166262340514,-0.3063835302222201,1.1555691769665413,1.5407209339627919,0.4770695808436555
0.76,0.8,0.84,0.94,1.0,-0.08750040240565249,6.695978552278821,0.6878522490318737,0.09174858504617217,617814544.9302444,5.178145449302445,0.14648233158225277,-0.3079525781935152,1.1553090529400476,1.5369513440082174,0.4756652223583734
0.78,0.78,0.88,0.92,1.0,-0.08755273980229594,6.747024128686326,0.6895561513255882,0.09115281501340483,618305513.5396748,5.183055135396748,0.146550699539709,-0.30375792809667035,1.1577266727604174,1.5451636975888636,0.4824588462858804
0.76,0.78,0.9,0.94,1.0,-0.0876876274208433,6.720000000000001,0.6879654453380994,0.09115281501340483,616515476.4264281,5.1651547642642806,0.1463011920789914,-0.30582725017721535,1.156163239862023,1.5417636301729138,0.478378535575935
0.78,0.78,0.9,0.92,1.0,-0.08775040752796437,6.759034852546916,0.6896812630324696,0.09115281501340483,619275854.685116,5.19275854685116,0.14668567312812253,-0.3031995459075908,1.1583198248671287,1.5462077693700198,0.4837925224757078
0.76,0.82,0.82,0.94,0.98,-0.08779489215879932,6.656943699731904,0.6890080428954424,0.0914507000297885,615953897.9004788,5.159538979004789,0.14622277738159783,-0.31105343836765764,1.1521503732374538,1.5326546293490695,0.47008892796345186
