Date,tier_opt_stock_weight,tier_opt_bond_weight,tier_opt_cash_weight,tier_opt_signal_stock_weight,tier_opt_turnover,tier_opt_transaction_cost,tier_opt_return_gross,tier_opt_return_net,tier_opt_hold_reason,tier1_signal,tier2_signal,tier3_signal,full_stock_signal,prob_high_vol,prob_up_strengthening_score,prob_down_strengthening_score,stock_next_return,bond_next_return,cash_next_return,base_lt25_weight,tier1_weight,tier2_weight,tier3_weight,full_weight,tier_opt_equity_net,tier_opt_equity_gross,tier_opt_fold
2017-06-29,0.52,0.312,0.16799999999999998,0.42,0.0,0.0,-0.0066059124241649465,-0.0066059124241649465,hold,False,False,False,False,0.762524590610183,0.0900202903166352,0.5976066434848744,-0.010534761977644691,-0.0036739023455563125,0.00010965080966585106,0.78,0.78,0.84,0.92,0.98,120904613.30648936,121904240.03401703,5
2017-06-30,0.42,0.37700000000000006,0.203,0.42,0.20000000000000012,0.00020000000000000012,0.00437244170216742,0.0041724417021674195,scheduled,False,False,False,False,0.786109964339969,0.10495068635959788,0.5920487210721834,0.009838961790092693,0.0007547167802866017,-0.00021896786127861834,0.78,0.78,0.84,0.92,0.98,121409080.75703378,122437259.21681279,5
2017-07-03,0.42,0.37700000000000006,0.203,0.42,0.0,0.0,-0.004452596891074247,-0.004452596891074247,hold,False,False,False,False,0.7995282667048556,0.1602971970674615,0.556642710241165,-0.009016129132750073,-0.0018840394337298338,0.0002190158187040936,0.78,0.78,0.84,0.92,0.98,120868495.06150684,121892095.45707236,5
2017-07-05,0.42,0.37700000000000006,0.203,0.42,0.0,0.0,0.003924952678349168,0.003924952678349168,hold,False,False,False,False,0.8079582584774332,0.17766444039966445,0.5446711883390128,0.010785973678969052,-0.0016051890366520771,0.0,0.76,0.78,0.84,0.98,0.98,121342898.18492652,122370516.1636062,6
2017-07-06,0.42,0.37700000000000006,0.203,0.42,0.0,0.0,0.0032432416078694974,0.0032432416078694974,hold,False,False,False,False,0.8104862371739623,0.22300079617328145,0.5136393553040455,0.006533219274663438,0.0013243753647502743,0.0,0.76,0.78,0.84,0.98,0.98,121736442.52113935,122767393.31320448,6
2017-07-07,0.42,0.37700000000000006,0.203,0.42,0.0,0.0,0.001679634596331328,0.001679634596331328,hold,False,False,False,False,0.8078252874059139,0.21843637577284872,0.5152621730617959,0.0028124759150924827,0.0013220018885742313,0.0,0.76,0.78,0.84,0.98,0.98,121940915.26163216,122973597.67431475,6
2017-07-10,0.42,0.37700000000000006,0.203,0.42,0.0,0.0,0.0060411605087705884,0.0060411605087705884,hold,False,False,False,False,0.7891727940918996,0.19493586046665662,0.5444294660539603,0.01186598531489258,0.0029228041176532216,-0.00021896786127861834,0.76,0.78,0.84,0.98,0.98,122677579.90331407,123716500.91620627,6
2017-07-11,0.42,0.37700000000000006,0.203,0.42,0.0,0.0,0.0005355104165797761,0.0005355104165797761,hold,False,False,False,False,0.758096291622668,0.18104790218960687,0.5555090571548381,0.002203133682745939,-0.0010339674540411625,0.0,0.76,0.78,0.84,0.98,0.98,122743275.0252331,123782752.39114971,6
2017-07-12,0.42,0.37700000000000006,0.203,0.52,0.0,0.0,0.00392715063416614,0.00392715063416614,hold,False,False,False,False,0.6987455219038945,0.17913219330858157,0.5483937358134907,0.00787190500284507,0.0014117208694104377,0.0004371022916427325,0.76,0.78,0.84,0.98,0.98,123225306.35558806,124268865.90570143,6
2017-07-13,0.6,0.26,0.13999999999999999,0.6,0.3600000000000001,0.00036000000000000013,0.0005826815451887479,0.0002226815451887478,scheduled,False,False,False,False,0.6302194975322948,0.16924963240957952,0.5346827342882459,0.0004928084324391513,0.0012212125081305647,-0.00021799118849064048,0.76,0.78,0.84,0.98,0.98,123252746.35721366,124341275.08050624,6
2017-07-14,0.6,0.26,0.13999999999999999,0.6,0.0,0.0,0.004960569449537408,0.004960569449537408,hold,False,False,False,False,0.5470086982478548,0.16033023860250295,0.50382230075695,0.006681019142521727,0.003661376784709125,0.0,0.76,0.78,0.84,0.98,0.98,123864150.16536483,124958078.61098711,6
2017-07-17,0.6,0.26,0.13999999999999999,0.68,0.0,0.0,0.0035211063978592082,0.0035211063978592082,hold,False,False,False,False,0.4691525260455794,0.1530821136566125,0.4741918487619592,0.0058685106630986805,0.0,0.0,0.76,0.78,0.84,0.98,0.98,124300289.01697749,125398069.30104846,6
2017-07-18,0.6,0.26,0.13999999999999999,0.68,0.0,0.0,0.0008647394296259847,0.0008647394296259847,hold,False,False,False,False,0.3783053683003326,0.1396646399542844,0.40755236677001017,0.0013197490399452505,0.0002803461756109016,0.0,0.76,0.78,0.84,0.98,0.98,124407776.37800437,125506505.95597206,6
2017-07-19,0.6,0.26,0.13999999999999999,0.74,0.0,0.0,0.00021190786553448865,0.00021190786553448865,hold,False,False,False,False,0.30995789835308046,0.12928602863370206,0.35680831081274955,-0.0004166090067839745,0.0017764356523264357,0.0,0.76,0.78,0.84,0.98,0.98,124434139.36435252,125533101.77175987,6
2017-07-20,0.74,0.169,0.091,0.74,0.28,0.00028000000000000003,0.0032787652896182342,0.0029987652896182344,scheduled,False,False,False,False,0.25939351316134673,0.12085362377438129,0.31692248755475316,0.004580009309454569,-0.0006535005880363709,0.0,0.76,0.78,0.84,0.98,0.98,124807288.14232185,125944695.34854722,6
2017-07-21,0.74,0.169,0.091,0.76,0.0,0.0,-0.002837987471936323,-0.002837987471936323,hold,False,False,False,False,0.22317061104506658,0.1120942546690906,0.27757358734305027,-0.0025554080293774817,-0.005603464675721814,0.0,0.76,0.78,0.84,0.98,0.98,124453086.62216759,125587265.8809912,6
2017-07-24,0.74,0.169,0.091,0.76,0.0,0.0,0.0029678008254605415,0.0029678008254605415,hold,False,False,False,False,0.1949129190529168,0.10520666240734279,0.24671470818854832,0.0032543387918280153,0.0031937786750171338,0.00021803871901004968,0.76,0.78,0.84,0.98,0.98,124822438.59537596,125959983.87234016,6
2017-07-25,0.74,0.169,0.091,0.76,0.0,0.0,-0.004897214035948344,-0.004897214035948344,hold,False,False,False,False,0.17951091436555833,0.09546436645093065,0.22029844133362497,-0.006281103778829067,-0.0015926422587774214,0.00021933299031373643,0.76,0.78,0.84,0.98,0.98,124211156.39708537,125343130.87135269,6
2017-07-26,0.74,0.169,0.091,0.76,0.0,0.0,-0.00035164467723602423,-0.00035164467723602423,hold,False,False,False,False,0.1670834022239659,0.08545211187899138,0.1943287664376895,-0.00083387193411677,0.0016886123038786227,-0.00021928489390221628,0.76,0.78,0.84,0.98,0.98,124167478.20508501,125299054.62655368,6
2017-07-27,0.74,0.169,0.091,0.76,0.0,0.0,-0.0030906866142616715,-0.0030906866142616715,hold,False,False,False,False,0.1734976818767051,0.08625936852592202,0.22661398245023404,-0.004240728709808628,0.00028078479879711793,0.0,0.76,0.78,0.84,0.98,0.98,123783715.44226992,124911794.51563974,6
2017-07-28,0.74,0.169,0.091,0.76,0.0,0.0,0.0021486597385753994,0.0021486597385753994,hold,False,False,False,False,0.18526348029128165,0.07965908941206314,0.24430973171197967,0.002303960982001474,0.0024840013880329526,0.0002629931573268074,0.76,0.78,0.84,0.98,0.98,124049684.52793199,125180187.4593887,6
2017-07-31,0.74,0.169,0.091,0.76,0.0,0.0,0.0018719236316907457,0.0018719236316907457,hold,False,False,False,False,0.21495414342397046,0.07643978636081511,0.27721028687878174,0.0027162559341729064,-0.0009351540452636753,0.00021906894563028523,0.76,0.78,0.84,0.98,0.98,124281896.06390361,125414515.21051338,6
2017-08-01,0.74,0.169,0.091,0.76,0.0,0.0,-0.0022933962262248926,-0.0022933962262248926,hold,False,False,False,False,0.2289830482819199,0.07169698804099368,0.2840148514588485,-0.0038899903758257137,0.00346270208216648,0.0,0.76,0.78,0.84,0.98,0.98,123996868.43248257,125126890.03461577,6
2017-08-02,0.74,0.169,0.091,0.76,0.0,0.0,0.0008848871244025189,0.0008848871244025189,hold,False,False,False,False,0.24302874556321793,0.06845055042816844,0.2954827275832587,0.0018133978337546708,-0.002704303388023299,0.0,0.76,0.78,0.84,0.98,0.98,124106591.6648247,125237613.20852393,6
2017-08-03,0.74,0.169,0.091,0.74,0.0,0.0,0.00478285966767881,0.00478285966767881,hold,False,False,False,False,0.26171085500075586,0.06646511256185957,0.30549558721637926,0.006335122439679486,0.0005613553983194741,0.0,0.76,0.78,0.84,0.98,0.98,124700176.07659148,125836607.13761535,6
2017-08-04,0.74,0.169,0.091,0.74,0.0,0.0,-0.0014218225128254682,-0.0014218225128254682,hold,False,False,False,False,0.2659552590053839,0.0644224444154354,0.3121672985118563,-0.0017292677162985548,-0.0008412094838138318,0.0,0.76,0.78,0.84,0.98,0.98,124522874.55889246,125657689.81664951,6
2017-08-07,0.74,0.169,0.091,0.74,0.0,0.0,-0.0007691026150916224,-0.0007691026150916224,hold,False,False,False,False,0.25044408708822447,0.05988793152072521,0.27891587921196137,-0.0013169547703619777,0.0012156444673150357,0.0,0.76,0.78,0.84,0.98,0.98,124427103.69043049,125561046.15880515,6
2017-08-08,0.74,0.169,0.091,0.76,0.0,0.0,-0.015234286331923577,-0.015234286331923577,hold,False,False,False,False,0.24616294704386382,0.05595180281212765,0.25769927295782374,-0.021440430596782245,0.0037374692881377847,0.0,0.76,0.78,0.84,0.98,0.98,122531545.56535852,123648213.22948603,6
2017-08-09,0.74,0.169,0.091,0.74,0.0,0.0,0.005823103779444452,0.005823103779444452,hold,False,False,False,False,0.25402768107137674,0.05619956664493364,0.29292952191981736,0.007587053882848194,0.001117048299332124,0.00021871146757868054,0.76,0.78,0.84,0.98,0.98,123245059.47144133,124368229.60726422,6
2017-08-10,0.74,0.169,0.091,0.74,0.0,0.0,0.009101664684457781,0.009101664684457781,hold,False,False,False,False,0.3440681520989656,0.06362601680389056,0.3398907919691351,0.012878534210000181,-0.002417468872184081,-0.00021866364333233967,0.76,0.78,0.84,0.98,0.98,124366794.67676644,125500187.53054918,6
2017-08-11,0.74,0.169,0.091,0.68,0.0,0.0,2.956793197115303e-05,2.956793197115303e-05,hold,False,False,False,False,0.4163716602244317,0.06639574140388811,0.372417967716485,0.0006943078550469828,-0.0029829741083625683,0.00021871146757868054,0.76,0.78,0.84,0.98,0.98,124370471.94569089,125503898.31155644,6
2017-08-14,0.74,0.169,0.091,0.68,0.0,0.0,0.0015804624153584637,0.0015804624153584637,hold,False,False,False,False,0.449903202274318,0.0687324478284704,0.4000686184866783,0.0017356317039363134,0.0018697831123599684,-0.00021866364333233967,0.76,0.78,0.84,0.98,0.98,124567034.80218144,125702252.50581881,6
2017-08-15,0.74,0.169,0.091,0.68,0.0,0.0,-0.014510952198120607,-0.014510952198120607,hold,False,False,False,False,0.47249207997238296,0.06903278360574265,0.41276292838397693,-0.020446134562015383,0.003546062924385307,0.00021871146757868054,0.76,0.78,0.84,0.98,0.98,122759448.51470535,123878193.12851079,6
2017-08-16,0.74,0.169,0.091,0.68,0.0,0.0,-0.0005123787916852066,-0.0005123787916852066,hold,False,False,False,False,0.4666206904047404,0.06751278326977476,0.39545990935555486,-0.0007078818317803881,0.00018551571228120345,-0.00021866364333233967,0.76,0.78,0.84,0.98,0.98,122696549.17680743,123814720.56959945,6
2017-08-17,0.6,0.26,0.13999999999999999,0.6,0.28,0.00028000000000000003,-0.0005644779218628937,-0.0008444779218628937,scheduled,False,False,False,False,0.5467650069142636,0.0778079777565803,0.43192276696043264,-0.0012738993500457374,0.0006509310873212826,0.00021871146757868054,0.76,0.78,0.84,0.98,0.98,122592934.64993885,123744829.8934363,6
2017-08-18,0.6,0.26,0.13999999999999999,0.6,0.0,0.0,0.008668957459696201,0.008668957459696201,hold,False,False,False,False,0.6093834179151993,0.0855792325531961,0.46310148619887487,0.015242560511750325,-0.0019507375285404693,0.00021866364333233967,0.76,0.78,0.84,0.98,0.98,123655687.58527847,124817568.55963981,6
2017-08-21,0.6,0.26,0.13999999999999999,0.52,0.0,0.0,-0.0012413647513083604,-0.0012413647513083604,hold,False,False,False,False,0.6523857099942074,0.09257646601585179,0.4896409483229398,-0.0035613819028871285,0.003444093809322757,0.0,0.76,0.78,0.84,0.98,0.98,123502185.77341132,124662624.42968588,6
2017-08-22,0.6,0.26,0.13999999999999999,0.52,0.0,0.0,-0.002176129620459504,-0.002176129620459504,hold,False,False,False,False,0.6864916468509813,0.09821927481709905,0.5083177810366093,-0.0029434519128924697,-0.001577147972015469,0.0,0.76,0.78,0.84,0.98,0.98,123233429.0087583,124391342.40010022,6
2017-08-23,0.6,0.26,0.13999999999999999,0.52,0.0,0.0,-0.0008610239240986917,-0.0008610239240986917,hold,False,False,False,False,0.7086673263347729,0.10344696137851128,0.5283897213413822,-0.002108818536602386,0.0016725900594700693,-0.00021861583999627232,0.76,0.78,0.84,0.98,0.98,123127322.07813306,124284238.47834298,6
2017-08-24,0.52,0.312,0.16799999999999998,0.52,0.15999999999999995,0.00015999999999999996,0.0019377316442103078,0.0017777316442103078,scheduled,False,False,False,False,0.7101033109155733,0.1055912730875677,0.5377495704326474,0.003099249905223145,0.000927519876328331,0.00021866364333233967,0.76,0.78,0.84,0.98,0.98,123346209.41485824,124525067.98011906,6
2017-08-25,0.52,0.312,0.16799999999999998,0.52,0.0,0.0,0.002767636463700379,0.002767636463700379,hold,False,False,False,False,0.7158441698348104,0.1079852658562544,0.5461845659773323,0.003932622282528442,0.002316259220466632,0.0,0.76,0.78,0.84,0.98,0.98,123687586.88169402,124869708.09890561,6
2017-08-28,0.52,0.312,0.16799999999999998,0.52,0.0,0.0,0.00585078804027246,0.00585078804027246,hold,False,False,False,False,0.6945490167137667,0.1103349319481036,0.550876750902409,0.011750521202504416,-0.000831676234069989,0.0,0.76,0.78,0.84,0.98,0.98,124411256.7357516,125600294.29364301,6
2017-08-29,0.52,0.312,0.16799999999999998,0.52,0.0,0.0,0.0060995755505781875,0.0060995755505781875,hold,False,False,False,False,0.6999250252244387,0.112483451084958,0.5554684809951845,0.010715640529782133,0.0015728600584814512,0.0002185127193170544,0.76,0.78,0.84,0.98,0.98,125170112.59555368,126366402.77786192,6
2017-08-30,0.52,0.312,0.16799999999999998,0.52,0.0,0.0,-0.0016183543918746636,-0.0016183543918746636,hold,False,False,False,False,0.6592761892227466,0.10771759774313053,0.5031786743745201,-0.0013681612121209108,-0.002942127286210683,6.567352217823341e-05,0.76,0.78,0.84,0.98,0.98,124967542.99410322,126161897.15494098,6
2017-08-31,0.6,0.26,0.13999999999999999,0.6,0.15999999999999995,0.00015999999999999996,-0.003635519410846197,-0.003795519410846197,scheduled,False,False,False,False,0.5746078202983838,0.10521604220813412,0.44796786863481997,-0.008972891853780474,0.006959438628205028,-0.0004374167279372898,0.76,0.78,0.84,0.98,0.98,124493226.25894335,125703233.128925,6
2017-09-01,0.6,0.26,0.13999999999999999,0.68,0.0,0.0,0.0012631119830680947,0.0012631119830680947,hold,False,False,False,False,0.49845744482138016,0.10639902870989494,0.40883673738759807,0.0030411001058954223,-0.0023954354645292497,0.00043760814506033086,0.76,0.78,0.84,0.98,0.98,124650475.14484185,125862010.38900055,6
2017-09-05,0.6,0.26,0.13999999999999999,0.68,0.0,0.0,0.002534374992330033,0.002534374992330033,hold,False,False,False,False,0.4691100780774523,0.11006850325681444,0.4229738998154027,0.0023426440875391474,0.004341494383871325,0.0,0.76,0.78,0.84,0.98,0.98,124966386.19183101,126180991.92061482,6
2017-09-06,0.6,0.26,0.13999999999999999,0.68,0.0,0.0,-0.00541878662779772,-0.00541878662779772,hold,False,False,False,False,0.4202589844993777,0.11040421861746387,0.43371469493573234,-0.008661273103007683,-0.0007360844071060413,-0.0002188630010395709,0.76,0.78,0.84,0.98,0.98,124289220.0094105,125497244.04891317,6
2017-09-07,0.6,0.26,0.13999999999999999,0.68,0.0,0.0,0.005422920432705667,0.005422920432705667,hold,False,False,False,False,0.3691871466362497,0.10806216530940647,0.41963491337960945,0.011511028333105466,-0.0057065252582985115,0.0,0.76,0.78,0.84,0.98,0.98,124963230.56016459,126177805.61791424,6
2017-09-08,0.74,0.169,0.091,0.74,0.28,0.00028000000000000003,0.001408262662276278,0.001128262662276278,scheduled,False,False,False,False,0.3397582979592696,0.11147446378364595,0.43396751598818606,0.0023989230338508083,-0.0024069950819846087,0.0004378218250777888,0.76,0.78,0.84,0.98,0.98,125104221.90736303,126355497.1103739,6
2017-09-11,0.74,0.169,0.091,0.74,0.0,0.0,0.0006672615434521043,0.0006672615434521043,hold,False,False,False,False,0.2943181165749591,0.10587910122854094,0.3985234808019573,0.0013679748377548595,-0.0020416558371981752,0.0,0.76,0.78,0.84,0.98,0.98,125187699.14356533,126439809.27439944,6
2017-09-12,0.74,0.169,0.091,0.74,0.0,0.0,-0.004334799783785116,-0.004334799783785116,hold,False,False,False,False,0.2562532097991378,0.10061397219755336,0.36885998616268234,-0.005873416782257168,0.00018604029669466726,-0.00021881511050780844,0.76,0.78,0.84,0.98,0.98,124645035.53238524,125891718.01649494,6
2017-09-13,0.74,0.169,0.091,0.76,0.0,0.0,0.0027460249868738124,0.0027460249868738124,hold,False,False,False,False,0.22191051754326158,0.0969403619092627,0.34552560167449353,0.003434776456297861,0.001208818989428373,0.0,0.76,0.78,0.84,0.98,0.98,124987313.91444695,126237419.81980872,6
2017-09-14,0.74,0.169,0.091,0.76,0.0,0.0,-0.0016284057332780315,-0.0016284057332780315,hold,False,False,False,False,0.21271504918463924,0.0965281151119726,0.37668275888473246,-0.0013098106845927937,-0.00390027116378322,0.0,0.76,0.78,0.84,0.98,0.98,124783783.85588165,126031854.08161992,6
2017-09-15,0.74,0.169,0.091,0.76,0.0,0.0,0.0011216237522619268,0.0011216237522619268,hold,False,False,False,False,0.2088967515880458,0.09281205548189139,0.3560739624511391,0.0017174118741603017,-0.001118788983281771,0.0004375198193178331,0.76,0.78,0.84,0.98,0.98,124923744.31175153,126173214.40269949,6
2017-09-18,0.74,0.169,0.091,0.76,0.0,0.0,-0.0026151649935017914,-0.0026151649935017914,hold,False,False,False,False,0.2123756342645431,0.09155273128223257,0.3393344503906708,-0.0030863733088789536,-0.0019600517451560107,0.0,0.76,0.78,0.84,0.98,0.98,124597048.10877025,125843250.62927595,6
2017-09-19,0.74,0.169,0.091,0.76,0.0,0.0,-0.004752612535456154,-0.004752612535456154,hold,False,False,False,False,0.20535168841600004,0.08739078074827467,0.3123375133937625,-0.006123487746476197,-0.0013090627400222932,0.0,0.76,0.78,0.84,0.98,0.98,124004886.6160477,125245166.4188327,6
2017-09-20,0.74,0.169,0.091,0.76,0.0,0.0,-0.0004164330001928145,-0.0004164330001928145,hold,False,False,False,False,0.22163833655506063,0.08766059695487889,0.3312851258591309,-0.0009689855390326851,0.0017787946668128551,0.0,0.76,0.78,0.84,0.98,0.98,123953246.8890756,125193010.19842125,6
2017-09-21,0.74,0.169,0.091,0.74,0.0,0.0,-0.007288162058913491,-0.007288162058913491,hold,False,False,False,False,0.2543850271224207,0.08945877546458691,0.35534551733461484,-0.01053202369001105,0.0029913341520395598,0.0,0.76,0.78,0.84,0.98,0.98,123049855.53801951,124280583.25145197,6
2017-09-22,0.74,0.169,0.091,0.74,0.0,0.0,0.0017756121494398602,0.0017756121494398602,hold,False,False,False,False,0.2827924127369543,0.08945937124195111,0.3735892757065579,0.002590989952471867,-0.0008385823395817837,0.0,0.76,0.78,0.84,0.98,0.98,123268344.35649963,124501257.36501272,6
2017-09-25,0.74,0.169,0.091,0.68,0.0,0.0,0.005800546591751157,0.005800546591751157,hold,False,False,False,False,0.3519954886279568,0.09019664582894915,0.3877756580116991,0.009010042407888275,-0.005129495799326422,0.0,0.76,0.78,0.84,0.98,0.98,123983368.13122754,125223432.70909008,6
2017-09-26,0.74,0.169,0.091,0.68,0.0,0.0,-0.0003074779066755879,-0.0003074779066755879,hold,False,False,False,False,0.4016992677928556,0.08944486360696262,0.40176410192788925,-0.00034573922194824913,-0.00018782138362283263,-0.00021856119342444913,0.76,0.78,0.84,0.98,0.98,123945245.98473196,125184929.27013396,6
2017-09-27,0.74,0.169,0.091,0.68,0.0,0.0,0.005162806202146606,0.005162806202146606,hold,False,False,False,False,0.42993017954241847,0.09057494104323278,0.43246208045608486,0.00720137002981569,-0.0012189575872239011,0.0004373210145476314,0.76,0.78,0.84,0.98,0.98,124585151.26942854,125831234.7993851,6
2017-09-28,0.74,0.169,0.091,0.68,0.0,0.0,0.00047320286094206166,0.00047320286094206166,hold,False,False,False,False,0.44802930334666086,0.08881938264255286,0.44542210422145273,0.0008938460490761635,-0.0011374972471739353,4.388812525379926e-05,0.76,0.78,0.84,0.98,0.98,124644105.31944013,125890778.49968801,6
2017-09-29,0.74,0.169,0.091,0.68,0.0,0.0,0.0018143493445799332,0.0018143493445799332,hold,False,False,False,False,0.4653575802554094,0.08499273995557398,0.4434622362699827,0.0021293965206485854,0.001411810173372663,0.0,0.76,0.78,0.84,0.98,0.98,124870253.2702322,126119188.35114758,6
2017-10-02,0.74,0.169,0.091,0.68,0.0,0.0,0.0006425199877023879,0.0006425199877023879,hold,False,False,False,False,0.47444497605483255,0.08104592808771427,0.42071303065502635,0.0009595981320678071,-0.00028196395509427763,-0.00021901891886655367,0.76,0.78,0.84,0.98,0.98,124950484.9038278,126200222.450496,6
2017-10-03,0.74,0.169,0.091,0.68,0.0,0.0,0.0070916402918374845,0.0070916402918374845,hold,False,False,False,False,0.48432655006885916,0.07646829211835986,0.389470895920354,0.00979259166462576,-0.0010343942471231493,0.00021906689866191265,0.78,0.78,0.84,0.98,0.98,125836588.79705644,127095189.03286478,7
2017-10-04,0.74,0.169,0.091,0.68,0.0,0.0,0.0007769867314632826,0.0007769867314632826,hold,False,False,False,False,0.47462889734834723,0.07225118849469261,0.3563309729207789,0.0013563527479873994,-0.0012235714818374932,-0.00021901891886655367,0.78,0.78,0.84,0.98,0.98,125934362.15688436,127193940.30837615,7
2017-10-05,0.74,0.169,0.091,0.68,0.0,0.0,-0.0006607328854290034,-0.0006607328854290034,hold,False,False,False,False,0.4302457869718246,0.06854064323330121,0.32073872534400716,-0.001151196186467307,0.0011310786541822715,0.0,0.78,0.78,0.84,0.98,0.98,125851153.18240179,127109899.0891871,7
2017-10-06,0.74,0.169,0.091,0.68,0.0,0.0,0.0006151635859170301,0.0006151635859170301,hold,False,False,False,False,0.401266948183609,0.06535040644824881,0.28905257816542007,0.0007454155847750332,0.00037607132061245885,0.0,0.78,0.78,0.84,0.98,0.98,125928572.22908527,127188092.47051637,7
2017-10-09,0.74,0.169,0.091,0.68,0.0,0.0,0.0023973496768155823,0.0023973496768155823,hold,False,False,False,False,0.35294480588304467,0.0635301451669444,0.2640542306059196,0.0029817366580373594,0.0011293760347215187,0.0,0.78,0.78,0.84,0.98,0.98,126230467.0510205,127493006.80289535,7
2017-10-10,0.74,0.169,0.091,0.74,0.0,0.0,-0.001151150777192826,-0.001151150777192826,hold,False,False,False,False,0.31368244693627556,0.062188637230623685,0.24389958874053247,-0.0018240867279737394,0.000939996963208678,0.00043751554643378654,0.78,0.78,0.84,0.98,0.98,126085156.7507693,127346243.12902753,7
2017-10-11,0.74,0.169,0.091,0.74,0.0,0.0,0.0034255927844620976,0.0034255927844620976,hold,False,False,False,False,0.28097222638093383,0.0616371956620564,0.22777117457332524,0.003857243981053138,0.0033800724170578444,0.0,0.78,0.78,0.84,0.98,0.98,126517073.15396252,127782479.5006187,7
2017-10-12,0.74,0.169,0.091,0.74,0.0,0.0,0.002239642641293006,0.002239642641293006,hold,False,False,False,False,0.264376638956092,0.06359530439477454,0.21712398744053152,0.0034380831821680946,-0.0016844306512214802,-0.0002183531148896023,0.78,0.78,0.84,0.98,0.98,126800426.18584973,128068666.59051843,7
2017-10-13,0.74,0.169,0.091,0.78,0.0,0.0,0.0009009644483583448,0.0009009644483583448,hold,False,False,False,False,0.24588846350254281,0.0634090811105974,0.20586962311219564,0.001276274665232613,-0.0003748714616677029,0.00021840080338519918,0.78,0.78,0.84,0.98,0.98,126914668.86187987,128184051.90606517,7
2017-10-16,0.74,0.169,0.091,0.78,0.0,0.0,-0.0013212354315937083,-0.0013212354315937083,hold,False,False,False,False,0.22725749209181714,0.06309348513566972,0.19446865253741302,-0.0012073218648219752,-0.002531463027369507,0.0,0.78,0.78,0.84,0.98,0.98,126746984.70459059,128014690.59492163,7
2017-10-17,0.74,0.169,0.091,0.78,0.0,0.0,-0.0025598066107037866,-0.0025598066107037866,hold,False,False,False,False,0.21402814458799546,0.06278330684657908,0.185651834052975,-0.0036952683485711457,0.0010336802795198885,0.0,0.78,0.78,0.84,0.98,0.98,126422536.935257,127686997.74366955,7
2017-10-18,0.74,0.169,0.091,0.78,0.0,0.0,0.0013176186046166124,0.0013176186046166124,hold,False,False,False,False,0.20639767904573816,0.06288981617312167,0.18384983576629704,0.0026973763071636014,-0.004132122731055232,0.0002185591083943006,0.78,0.78,0.84,0.98,0.98,126589113.62196574,127855240.50746426,7
2017-10-19,0.74,0.169,0.091,0.78,0.0,0.0,-0.004687376964379872,-0.004687376964379872,hold,False,False,False,False,0.20986955675850913,0.06773358042946444,0.21348577007315025,-0.006522765458155666,0.0009429231217361611,-0.00021851135074824057,0.78,0.78,0.84,0.98,0.98,125995742.72683287,127255934.79833433,7
2017-10-20,0.74,0.169,0.091,0.78,0.0,0.0,0.0007827391149355462,0.0007827391149355462,hold,False,False,False,False,0.20812159861155305,0.06564808935313504,0.21022283119801724,0.00169239121699305,-0.003014582127774057,0.000437736197302252,0.78,0.78,0.84,0.98,0.98,126094364.52298053,127355542.99610867,7
2017-10-23,0.74,0.169,0.091,0.78,0.0,0.0,-0.003072169019710997,-0.003072169019710997,hold,False,False,False,False,0.2308276193963584,0.07410558198215787,0.22916466953978018,-0.003784577546722123,-0.0016069919238853592,0.0,0.78,0.78,0.84,0.98,0.98,125706981.32273288,126964285.24242756,7
2017-10-24,0.74,0.169,0.091,0.78,0.0,0.0,-0.0025828897547485164,-0.0025828897547485164,hold,False,False,False,False,0.24555947949194137,0.07467340955576497,0.24465871550490706,-0.00318782636156123,-0.0013248416993680845,0.0,0.78,0.78,0.84,0.98,0.98,125382294.04857405,126636350.4908559,7
2017-10-25,0.74,0.169,0.091,0.74,0.0,0.0,0.022096209133776242,0.022096209133776242,hold,False,False,False,False,0.3063183175005259,0.08042813462560659,0.25762240854220436,0.029123803911788038,0.0032224511186573768,0.0,0.78,0.78,0.84,0.98,0.98,128152767.43954396,129434533.77524003,7
2017-10-26,0.74,0.169,0.091,0.68,0.0,0.0,0.0022503375229308968,0.0022503375229308968,hold,False,False,False,False,0.358138615748118,0.08226389925028076,0.27086328208962973,0.002247998801067297,0.003590265079011612,-0.00021908118914137908,0.78,0.78,0.84,0.98,0.98,128441154.42078058,129725805.16335753,7
2017-10-27,0.74,0.169,0.091,0.74,0.0,0.0,0.0026910430477885055,0.0026910430477885055,hold,False,False,False,False,0.34018645574214357,0.07068609060772658,0.25574873342348364,0.0037601850984665397,-0.0006593768161735625,0.00021912919622635307,0.78,0.78,0.84,0.98,0.98,128786795.09643456,130074902.88946113,7
2017-10-30,0.74,0.169,0.091,0.74,0.0,0.0,-0.00013115010718550254,-0.00013115010718550254,hold,False,False,False,False,0.31878241292806186,0.06107109515278583,0.24697996173445452,-0.00032858285997716674,0.0006039673935243073,0.00010912878782409763,0.78,0.78,0.84,0.98,0.98,128769904.6944536,130057843.55200505,7
2017-10-31,0.74,0.169,0.091,0.74,0.0,0.0,-0.0012077185910201605,-0.0012077185910201605,hold,False,False,False,False,0.2970453991902748,0.05332787879416832,0.233343473015004,-0.0019065979148759071,0.0013198852572695596,-0.0002186455218741168,0.78,0.78,0.84,0.98,0.98,128614386.88659021,129900770.2764393,7
