start_date,trough_date,recovery_date,depth,duration_days,days_to_trough,avg_stock_weight,avg_prob_high_vol,avg_prob_down_risk,trough_regime
2021-12-22,2022-10-12,2023-12-14,-0.1820784753742677,497,202,0.6387951807228915,0.5811173619146098,0.4869239169717275,EXTREME_RISK
2020-02-14,2020-03-19,2020-06-03,-0.1338882515116946,75,23,0.42552631578947375,0.8109027844088847,0.43023229903889804,EXTREME_RISK
2015-07-16,2015-08-21,2016-08-11,-0.10657170578417752,271,26,0.6672058823529412,0.5691449268772826,0.4889945044950937,NORMAL
2018-01-24,2018-12-20,2019-02-01,-0.10460309253105193,257,229,0.6668217054263565,0.6084234158754417,0.4547600789794129,EXTREME_RISK
2025-02-14,2025-04-04,2025-07-23,-0.10335542082311011,108,34,0.5552293577981652,0.6513379519843355,0.4615979225443688,EXTREME_RISK
2026-02-23,2026-03-26,2026-04-15,-0.06817532667885462,36,23,0.6935135135135135,0.6799146142089498,0.6164638976906166,CUSTOM
2020-06-04,2020-06-09,2020-07-20,-0.06721282150717611,31,3,0.721875,0.7124720282987491,0.27389784816769436,CUSTOM
2024-07-12,2024-08-05,2024-10-09,-0.06603062795721393,62,16,0.8158730158730161,0.39996281710557535,0.42598272959698635,NORMAL
2014-09-16,2014-10-14,2014-10-29,-0.06122465946577982,31,20,0.83375,0.523817679552982,0.29624615594398895,WATCH
2020-08-31,2020-09-21,2020-12-04,-0.05268240719164741,67,14,0.4461764705882353,0.7773666549201875,0.7036401287389745,RISK_OFF
