score_bin,count,avg_score,actual_up_rate,ann_return_strat,avg_stock_weight
"(-0.001, 0.1]",1395,0.06193120839044493,0.03512544802867384,0.08810340374039649,0.7619068100358424
"(0.1, 0.2]",602,0.1422051725023898,0.132890365448505,0.06968845176122862,0.7300996677740863
"(0.2, 0.3]",278,0.2452053795809245,0.3345323741007194,0.11452325257921592,0.6931654676258994
"(0.3, 0.4]",217,0.3467528356762503,0.3686635944700461,0.21167312598524202,0.6849769585253456
"(0.4, 0.5]",177,0.4487544980355524,0.2768361581920904,-0.18491888994173833,0.8027118644067796
"(0.5, 0.6]",164,0.5487691651944042,0.36585365853658536,-0.06197569741698661,0.7380487804878048
"(0.6, 0.7]",209,0.6457226024809942,0.5885167464114832,0.520038732324221,0.6163636363636363
"(0.7, 0.8]",216,0.7449411979267502,0.5324074074074074,0.2182561902859974,0.5333333333333333
"(0.8, 0.9]",99,0.8258449567952698,0.6565656565656566,0.06270584727885153,0.4450505050505049
