candidate,select_score,score_profile,split_date,no_trade_band,use_continuous_adjustment,risk_off_stock_weight,risk_off_bond_weight,risk_off_cash_weight,gate_high_vol_threshold,gate_riskoff_downrisk_threshold,gate_watch_downrisk_threshold,select_cagr,select_mdd,select_sharpe,select_sortino,select_calmar,select_gross_cagr,select_cost_cagr_drag,select_annual_turnover,select_total_turnover,select_avg_daily_turnover,select_trade_day_ratio,select_avg_trade_size_on_trade,select_max_trade_size,select_total_transaction_cost_rate_sum,select_avg_stock_weight,select_min_stock_weight,select_max_stock_weight,select_std_stock_weight,select_avg_bond_weight,select_avg_cash_weight,select_rebalance_ratio,select_emergency_rebalance_ratio,select_regime_switch_ratio,select_normal_pct,select_watch_pct,select_high_vol_pct,select_risk_off_pct,select_extreme_risk_pct,select_actual_high_vol_rate,select_actual_down_high_vol_rate,select_avg_prob_high_vol,select_avg_prob_down_risk,holdout_cagr,holdout_mdd,holdout_sharpe,holdout_sortino,holdout_calmar,holdout_gross_cagr,holdout_cost_cagr_drag,holdout_annual_turnover,holdout_total_turnover,holdout_avg_daily_turnover,holdout_trade_day_ratio,holdout_avg_trade_size_on_trade,holdout_max_trade_size,holdout_total_transaction_cost_rate_sum,holdout_avg_stock_weight,holdout_min_stock_weight,holdout_max_stock_weight,holdout_std_stock_weight,holdout_avg_bond_weight,holdout_avg_cash_weight,holdout_rebalance_ratio,holdout_emergency_rebalance_ratio,holdout_regime_switch_ratio,holdout_normal_pct,holdout_watch_pct,holdout_high_vol_pct,holdout_risk_off_pct,holdout_extreme_risk_pct,holdout_actual_high_vol_rate,holdout_actual_down_high_vol_rate,holdout_avg_prob_high_vol,holdout_avg_prob_down_risk,full_cagr,full_mdd,full_sharpe,full_sortino,full_calmar,full_gross_cagr,full_cost_cagr_drag,full_annual_turnover,full_total_turnover,full_avg_daily_turnover,full_trade_day_ratio,full_avg_trade_size_on_trade,full_max_trade_size,full_total_transaction_cost_rate_sum,full_avg_stock_weight,full_min_stock_weight,full_max_stock_weight,full_std_stock_weight,full_avg_bond_weight,full_avg_cash_weight,full_rebalance_ratio,full_emergency_rebalance_ratio,full_regime_switch_ratio,full_normal_pct,full_watch_pct,full_high_vol_pct,full_risk_off_pct,full_extreme_risk_pct,full_actual_high_vol_rate,full_actual_down_high_vol_rate,full_avg_prob_high_vol,full_avg_prob_down_risk
c033_ntb0.13_cont0_ro0.58_hv0.62_dn0.52,0.12964146034147644,balanced,2021-12-31,0.13,False,0.58,0.273,0.147,0.62,0.52,0.64,0.1647812786291778,-0.17995281131249008,1.198467441167862,1.4683726684562923,0.9156916050788073,0.16724931028908485,0.002468031659907055,2.118711954124393,19.06,0.008407587119541243,0.018967798853109837,0.44325581395348834,0.82,0.01906,0.7949801499779445,0.45,0.92,0.1487348115212049,0.13942787825319808,0.06559197176885752,0.1164534627260697,0.021614468460520512,0.06043228936921041,0.5487428319364799,0.2368769298632554,0.0,0.11468901632112924,0.09969122187913543,0.35597706219673575,0.1658579620644023,0.38752146167208656,0.3974839810350854,0.11815467531387602,-0.22280762827264988,0.8202891468603059,1.2374039893416569,0.530299057666419,0.1211303506910879,0.002975675377211884,2.6523870967741936,11.42,0.010525345622119816,0.025806451612903226,0.4078571428571429,0.6800000000000002,0.01142,0.7193824884792627,0.45,0.92,0.1677118613846588,0.18633179723502305,0.09428571428571429,0.1382488479262673,0.04055299539170507,0.060829493087557605,0.27004608294930876,0.3244239631336406,0.0,0.24700460829493087,0.1585253456221198,0.5428571428571428,0.25990783410138246,0.5532658707669561,0.5044924379474718,0.14947984200867048,-0.2471911399116815,1.0660213023389238,1.3949690600492508,0.6047135915230533,0.1521172110325244,0.0026373690238539194,2.29145584725537,30.479999999999997,0.00909307875894988,0.021181384248210023,0.4292957746478872,0.82,0.03048,0.7705101431980907,0.45,0.92,0.15911302070457986,0.15461008353221958,0.07487977326968974,0.12350835322195704,0.027744630071599045,0.060560859188544154,0.45853221957040574,0.2652147971360382,0.0,0.1575178997613365,0.11873508353221957,0.41646778042959426,0.19630071599045346,0.44117083036777077,0.4321212649700315
c030_ntb0.13_cont0_ro0.56_hv0.62_dn0.52,0.12883775725822477,balanced,2021-12-31,0.13,False,0.56,0.286,0.15399999999999997,0.62,0.52,0.64,0.16386094005237806,-0.17847227893795303,1.199060251735051,1.469047559584204,0.9181310454905174,0.16635770857077414,0.0024967685183960864,2.145390383767093,19.299999999999997,0.00851345390383767,0.018967798853109837,0.4488372093023257,0.82,0.019299999999999998,0.7925893250992502,0.45,0.92,0.1522895413158995,0.14098191442434935,0.06642876047640053,0.1164534627260697,0.021614468460520512,0.06043228936921041,0.5487428319364799,0.2368769298632554,0.0,0.11468901632112924,0.09969122187913543,0.35597706219673575,0.1658579620644023,0.38752146167208656,0.3974839810350854,0.11805849800872248,-0.21941246411537085,0.8257235225891981,1.24742152737946,0.5380665063159096,0.12101261168150601,0.0029541136727835315,2.633806451612903,11.34,0.010451612903225806,0.025806451612903226,0.40499999999999997,0.72,0.01134,0.7138525345622122,0.45,0.92,0.1724785337756315,0.18992626728110598,0.09622119815668202,0.1382488479262673,0.04055299539170507,0.060829493087557605,0.27004608294930876,0.3244239631336406,0.0,0.24700460829493087,0.1585253456221198,0.5428571428571428,0.25990783410138246,0.5532658707669561,0.5044924379474718,0.1488335162510397,-0.2442700029785918,1.0686042134889424,1.3987918288633376,0.6092991953010444,0.15148280803659397,0.0026492917855542863,2.3034844868735083,30.639999999999997,0.009140811455847254,0.021181384248210023,0.431549295774648,0.82,0.03064,0.7671032219570405,0.45,0.92,0.1633143924374349,0.15682458233890217,0.07607219570405727,0.12350835322195704,0.027744630071599045,0.060560859188544154,0.45853221957040574,0.2652147971360382,0.0,0.1575178997613365,0.11873508353221957,0.41646778042959426,0.19630071599045346,0.44117083036777077,0.4321212649700315
c035_ntb0.13_cont0_ro0.58_hv0.58_dn0.48,0.1280043388182891,balanced,2021-12-31,0.13,False,0.58,0.273,0.147,0.58,0.48,0.6,0.16699346426147144,-0.17995281131248997,1.2263974922957896,1.5056463747873345,0.9279847480208882,0.1696386428767298,0.00264517861525837,2.269889722099691,20.419999999999998,0.009007498897220996,0.020291133656815175,0.44391304347826077,0.6800000000000002,0.02042,0.7868725187472431,0.45,0.92,0.15328763877753784,0.14440494044993385,0.06872254080282313,0.1164534627260697,0.021614468460520512,0.05955006616674018,0.5487428319364799,0.20335244816938686,0.0,0.1482134980149978,0.09969122187913543,0.35597706219673575,0.1658579620644023,0.38752146167208656,0.3974839810350854,0.11897619258896097,-0.22280762827264988,0.8325110949909414,1.2568976054801708,0.5339861723377339,0.12195346656873429,0.0029772739797733205,2.6523870967741936,11.42,0.010525345622119816,0.025806451612903226,0.4078571428571429,0.6800000000000002,0.01142,0.7102396313364056,0.45,0.92,0.1673164106909422,0.1919861751152074,0.09777419354838711,0.1382488479262673,0.04055299539170507,0.059907834101382486,0.27004608294930876,0.2995391705069124,0.0,0.271889400921659,0.1585253456221198,0.5428571428571428,0.25990783410138246,0.5532658707669561,0.5044924379474718,0.15122951082130265,-0.2486403972878699,1.0882395639926281,1.4265266686420013,0.6082258252113905,0.15398577711088124,0.0027562662895785905,2.3936992840095463,31.839999999999996,0.009498806682577564,0.0220763723150358,0.4302702702702702,0.6800000000000002,0.03184000000000001,0.7620674224343675,0.45,0.92,0.1619831350079622,0.15980638424821003,0.07812619331742245,0.12350835322195704,0.027744630071599045,0.05936754176610978,0.45853221957040574,0.23448687350835323,0.0,0.1882458233890215,0.11873508353221957,0.41646778042959426,0.19630071599045346,0.44117083036777077,0.4321212649700315
c032_ntb0.13_cont0_ro0.56_hv0.58_dn0.48,0.12721431876811828,balanced,2021-12-31,0.13,False,0.56,0.286,0.15399999999999997,0.58,0.48,0.6,0.16623436076605969,-0.17847227893795325,1.229195813071945,1.5090264513303766,0.9314295853411042,0.16891879118794195,0.0026844304218822668,2.3054609616232904,20.74,0.009148654609616232,0.020291133656815175,0.45086956521739135,0.72,0.020739999999999998,0.783855315394795,0.45,0.92,0.1574696595130599,0.14636612262902515,0.06977856197617997,0.1164534627260697,0.021614468460520512,0.05955006616674018,0.5487428319364799,0.20335244816938686,0.0,0.1482134980149978,0.09969122187913543,0.35597706219673575,0.1658579620644023,0.38752146167208656,0.3974839810350854,0.11891292184723512,-0.21941246411537085,0.8388055547518681,1.268128463151595,0.5419606508074613,0.12186864294794852,0.0029557211007134043,2.633806451612903,11.34,0.010451612903225806,0.025806451612903226,0.40499999999999997,0.72,0.01134,0.7040645161290323,0.45,0.92,0.17230392043990006,0.196,0.09993548387096773,0.1382488479262673,0.04055299539170507,0.059907834101382486,0.27004608294930876,0.2995391705069124,0.0,0.271889400921659,0.1585253456221198,0.5428571428571428,0.25990783410138246,0.5532658707669561,0.5044924379474718,0.15070193978863022,-0.24572490608928532,1.0925550361067744,1.4326104611775416,0.6132953398459005,0.1534771705348812,0.0027752307462509673,2.4117422434367537,32.08,0.009570405727923626,0.0220763723150358,0.43351351351351347,0.72,0.03208,0.7580280429594272,0.45,0.92,0.1666549904696445,0.16243198090692126,0.07953997613365153,0.12350835322195704,0.027744630071599045,0.05936754176610978,0.45853221957040574,0.23448687350835323,0.0,0.1882458233890215,0.11873508353221957,0.41646778042959426,0.19630071599045346,0.44117083036777077,0.4321212649700315
c027_ntb0.13_cont0_ro0.52_hv0.62_dn0.52,0.1263156730370298,balanced,2021-12-31,0.13,False,0.52,0.312,0.16799999999999998,0.62,0.52,0.64,0.16200758416646366,-0.17612862782999883,1.199535935437964,1.4693186072852344,0.9198253921721065,0.16456171921214513,0.0025541350456814715,2.1987472430524924,19.78,0.008725187472430526,0.018967798853109837,0.46,0.82,0.01978,0.7878076753418615,0.45,0.92,0.15995257919134748,0.14408998676665197,0.06810233789148655,0.1164534627260697,0.021614468460520512,0.06043228936921041,0.5487428319364799,0.2368769298632554,0.0,0.11468901632112924,0.09969122187913543,0.35597706219673575,0.1658579620644023,0.38752146167208656,0.3974839810350854,0.1178422992723902,-0.21261230269884535,0.8362617292786473,1.2652481527853774,0.5542590799146176,0.12075318113263767,0.0029108818602474607,2.5966451612903225,11.18,0.010304147465437789,0.025806451612903226,0.3992857142857143,0.8,0.011179999999999999,0.7027926267281107,0.45,0.92,0.18295384409751772,0.1971152073732719,0.10009216589861751,0.1382488479262673,0.04055299539170507,0.060829493087557605,0.27004608294930876,0.3244239631336406,0.0,0.24700460829493087,0.1585253456221198,0.5428571428571428,0.25990783410138246,0.5532658707669561,0.5044924379474718,0.14752409898993002,-0.23843003553269393,1.0731660549140276,1.4048589040709982,0.6187311873704824,0.1501971756738436,0.002673076683913589,2.327541766109785,30.96,0.009236276849642004,0.021181384248210023,0.436056338028169,0.82,0.030959999999999998,0.7602893794749402,0.45,0.92,0.17239505065698105,0.16125357995226733,0.07845704057279235,0.12350835322195704,0.027744630071599045,0.060560859188544154,0.45853221957040574,0.2652147971360382,0.0,0.1575178997613365,0.11873508353221957,0.41646778042959426,0.19630071599045346,0.44117083036777077,0.4321212649700315
c034_ntb0.13_cont0_ro0.58_hv0.60_dn0.50,0.12597109863183958,balanced,2021-12-31,0.13,False,0.58,0.273,0.147,0.6,0.5,0.62,0.16620079346438188,-0.1799528113124903,1.217497697075986,1.4948422944577628,0.9235798665894257,0.16884510705765154,0.002644313593269665,2.269889722099691,20.419999999999998,0.009007498897220996,0.019850022055580063,0.4537777777777777,0.82,0.02042,0.7889722099691223,0.45,0.92,0.15235441646886586,0.14310763123070136,0.06792015880017646,0.1164534627260697,0.021614468460520512,0.05955006616674018,0.5487428319364799,0.21835024261138067,0.0,0.13321570357300397,0.09969122187913543,0.35597706219673575,0.1658579620644023,0.38752146167208656,0.3974839810350854,0.11896266094943564,-0.22280762827264988,0.8280876995486917,1.2500972054263761,0.5339254399488554,0.12193931898276111,0.0029766580333254744,2.6523870967741936,11.42,0.010525345622119816,0.025806451612903226,0.4078571428571429,0.6800000000000002,0.01142,0.7161751152073733,0.45,0.92,0.1675572031852777,0.18831889400921661,0.09550599078341014,0.1382488479262673,0.04055299539170507,0.059907834101382486,0.27004608294930876,0.3096774193548387,0.0,0.26175115207373273,0.1585253456221198,0.5428571428571428,0.25990783410138246,0.5532658707669561,0.5044924379474718,0.15069609680444795,-0.24864039728786957,1.0805749529929478,1.416739308205291,0.6060805019949185,0.15345151482306685,0.0027554180186188937,2.3936992840095463,31.839999999999996,0.009498806682577564,0.02177804295942721,0.4361643835616437,0.82,0.03184000000000001,0.7654087112171838,0.45,0.92,0.1610784063829589,0.15774194510739858,0.07684934367541765,0.12350835322195704,0.027744630071599045,0.05936754176610978,0.45853221957040574,0.24791169451073986,0.0,0.17482100238663484,0.11873508353221957,0.41646778042959426,0.19630071599045346,0.44117083036777077,0.4321212649700315
c031_ntb0.13_cont0_ro0.56_hv0.60_dn0.50,0.12502682647056468,balanced,2021-12-31,0.13,False,0.56,0.286,0.15399999999999997,0.6,0.5,0.62,0.16538501796202865,-0.17847227893795337,1.2196073874912634,1.4974575881213656,0.9266706232822042,0.16806846959996968,0.0026834516379410367,2.3054609616232904,20.74,0.009148654609616232,0.019850022055580063,0.46088888888888885,0.82,0.020739999999999998,0.786104984561094,0.45,0.92,0.15639479724140215,0.14497132774591973,0.06892368769298633,0.1164534627260697,0.021614468460520512,0.05955006616674018,0.5487428319364799,0.21835024261138067,0.0,0.13321570357300397,0.09969122187913543,0.35597706219673575,0.1658579620644023,0.38752146167208656,0.3974839810350854,0.11890344765226302,-0.21941246411537085,0.8340232313887284,1.2613551685578925,0.5419174709680191,0.12185861728646996,0.0029551696342069445,2.633806451612903,11.34,0.010451612903225806,0.025806451612903226,0.40499999999999997,0.72,0.01134,0.7104239631336408,0.45,0.92,0.17240560090380833,0.19205714285714287,0.09751889400921658,0.1382488479262673,0.04055299539170507,0.059907834101382486,0.27004608294930876,0.3096774193548387,0.0,0.26175115207373273,0.1585253456221198,0.5428571428571428,0.25990783410138246,0.5532658707669561,0.5044924379474718,0.1501319498175706,-0.24572490608928688,1.0842910771999381,1.4221138678931096,0.6109757134794407,0.15290628242533577,0.002774332607765162,2.4117422434367537,32.08,0.009570405727923626,0.02177804295942721,0.43945205479452054,0.82,0.03208,0.7616079952267303,0.45,0.92,0.16558138055840596,0.16021241050119334,0.07817959427207637,0.12350835322195704,0.027744630071599045,0.05936754176610978,0.45853221957040574,0.24791169451073986,0.0,0.17482100238663484,0.11873508353221957,0.41646778042959426,0.19630071599045346,0.44117083036777077,0.4321212649700315
c029_ntb0.13_cont0_ro0.52_hv0.58_dn0.48,0.12471267935751593,balanced,2021-12-31,0.13,False,0.52,0.312,0.16799999999999998,0.58,0.48,0.6,0.1647007622061354,-0.17612862782999927,1.234057453410807,1.5145186230217724,0.9351163648711659,0.167463612460655,0.002762850254519611,2.3766034406704892,21.38,0.009430966034406704,0.020291133656815175,0.46478260869565224,0.8,0.02138,0.7778209086898986,0.45,0.92,0.16644315517126212,0.15028848698720776,0.0718906043228937,0.1164534627260697,0.021614468460520512,0.05955006616674018,0.5487428319364799,0.20335244816938686,0.0,0.1482134980149978,0.09969122187913543,0.35597706219673575,0.1658579620644023,0.38752146167208656,0.3974839810350854,0.1187608530407287,-0.21261230269884535,0.8510878436551961,1.2891262070702976,0.5585794026648941,0.1216733348646053,0.0029124818238766004,2.5966451612903225,11.18,0.010304147465437789,0.025806451612903226,0.3992857142857143,0.8,0.011179999999999999,0.6917142857142858,0.45,0.92,0.18327187989928234,0.20402764976958526,0.10425806451612903,0.1382488479262673,0.04055299539170507,0.059907834101382486,0.27004608294930876,0.2995391705069124,0.0,0.271889400921659,0.1585253456221198,0.5428571428571428,0.25990783410138246,0.5532658707669561,0.5044924379474718,0.14962776504372743,-0.23989622621888795,1.100585648472067,1.4431260582282963,0.6237187112197543,0.1524408708254552,0.002813105781727776,2.4478281622911697,32.56,0.009713603818615753,0.0220763723150358,0.44000000000000006,0.8,0.03256,0.7499492840095465,0.45,0.92,0.17672411128375748,0.1676831742243437,0.08236754176610978,0.12350835322195704,0.027744630071599045,0.05936754176610978,0.45853221957040574,0.23448687350835323,0.0,0.1882458233890215,0.11873508353221957,0.41646778042959426,0.19630071599045346,0.44117083036777077,0.4321212649700315
c028_ntb0.13_cont0_ro0.52_hv0.60_dn0.50,0.12221774743167177,balanced,2021-12-31,0.13,False,0.52,0.312,0.16799999999999998,0.6,0.5,0.62,0.16373875857853348,-0.17612862782999905,1.2230887565326243,1.5014506193623078,0.929654426971268,0.16650038353641072,0.00276162495787724,2.3766034406704892,21.38,0.009430966034406704,0.019850022055580063,0.47511111111111115,0.82,0.02138,0.7803705337450376,0.45,0.92,0.1650727189365989,0.14869872077635643,0.07093074547860609,0.1164534627260697,0.021614468460520512,0.05955006616674018,0.5487428319364799,0.21835024261138067,0.0,0.13321570357300397,0.09969122187913543,0.35597706219673575,0.1658579620644023,0.38752146167208656,0.3974839810350854,0.11876045988174555,-0.21261230269884535,0.8455765878379324,1.2813319492421182,0.5585775534822356,0.12167255893363627,0.0029120990518907153,2.5966451612903225,11.18,0.010304147465437789,0.025806451612903226,0.3992857142857143,0.8,0.011179999999999999,0.6989216589861753,0.45,0.92,0.1830626251812794,0.19953364055299538,0.10154470046082949,0.1382488479262673,0.04055299539170507,0.059907834101382486,0.27004608294930876,0.3096774193548387,0.0,0.26175115207373273,0.1585253456221198,0.5428571428571428,0.25990783410138246,0.5532658707669561,0.5044924379474718,0.1489853531941474,-0.23989622621888818,1.0911175477228157,1.4312423308387348,0.6210408372919085,0.15179746579537823,0.0028121126012308206,2.4478281622911697,32.56,0.009713603818615753,0.02177804295942721,0.446027397260274,0.82,0.03256,0.7540065632458235,0.45,0.92,0.17529543069843428,0.16515334128878284,0.0808400954653938,0.12350835322195704,0.027744630071599045,0.05936754176610978,0.45853221957040574,0.24791169451073986,0.0,0.17482100238663484,0.11873508353221957,0.41646778042959426,0.19630071599045346,0.44117083036777077,0.4321212649700315
c006_ntb0.07_cont0_ro0.58_hv0.62_dn0.52,0.0904326207225791,balanced,2021-12-31,0.07,False,0.58,0.273,0.147,0.62,0.52,0.64,0.16574492424834308,-0.18816310872872832,1.1756881521284428,1.4371432965693745,0.8808577056796761,0.1688683629301948,0.00312343868185172,2.6789589766210855,24.100000000000005,0.010630789589766213,0.03617115130127922,0.2939024390243903,0.82,0.024100000000000003,0.8203881782090869,0.45,0.92,0.16218819415547003,0.12248919276576974,0.05712262902514337,0.1164534627260697,0.021614468460520512,0.06043228936921041,0.5487428319364799,0.2368769298632554,0.0,0.11468901632112924,0.09969122187913543,0.35597706219673575,0.1658579620644023,0.38752146167208656,0.3974839810350854,0.1230988392320147,-0.22280762827264988,0.839029849102872,1.2634148115994939,0.5524893388361845,0.12668536185822976,0.0035865226262150607,3.181935483870968,13.700000000000001,0.012626728110599079,0.0423963133640553,0.29782608695652174,0.6800000000000002,0.013700000000000004,0.7359723502304147,0.45,0.92,0.18306579908080575,0.1752718894009217,0.08875576036866359,0.1382488479262673,0.04055299539170507,0.060829493087557605,0.27004608294930876,0.3244239631336406,0.0,0.24700460829493087,0.1585253456221198,0.5428571428571428,0.25990783410138246,0.5532658707669561,0.5044924379474718,0.15176658282222455,-0.24864039728787002,1.0588699061301818,1.38231504670209,0.6103858603737379,0.15504418579943335,0.0032776029772088044,2.841766109785203,37.800000000000004,0.011276849642004774,0.03818615751789976,0.29531250000000003,0.82,0.03780000000000001,0.7930638424821002,0.45,0.92,0.1737761796160273,0.13957428400954655,0.06736187350835322,0.12350835322195704,0.027744630071599045,0.060560859188544154,0.45853221957040574,0.2652147971360382,0.0,0.1575178997613365,0.11873508353221957,0.41646778042959426,0.19630071599045346,0.44117083036777077,0.4321212649700315
