ticker,returncode,result_dir,final_capital,cagr,mdd,sharpe,sortino,calmar,avg_stock_weight,turnover,offensive_activation_rate,tier3_rate,stale_hold_rate
QQQ,0,results_v8_6_41_adaptive_trend_compare\qqq,700137088.1897959,0.15729846998850072,-0.27676770783163496,1.1514213416547652,1.5229219225775266,0.5683411233950367,0.7675841525171284,7.3565683646112605,0.37742031575811735,0.2606493893357164,0.0
SPY,0,results_v8_6_41_adaptive_trend_compare\spy,384604823.93529844,0.10640801862474003,-0.20644168035813826,1.018059809579943,1.2874633107605042,0.5154386383609246,0.75974381888591,5.801179624664879,0.3488233541852845,0.24039320822162646,0.0
AAPL,0,results_v8_6_41_adaptive_trend_compare\aapl,948985298.3868413,0.18402251615637932,-0.3052125643156802,0.9105495295638709,1.2565867220524514,0.6029323090580423,0.789288054810843,5.996353887399463,0.43967828418230565,0.2892463509085493,0.0
SOXX,0,results_v8_6_41_adaptive_trend_compare\soxx,1437331667.5620728,0.22150249619204732,-0.35608796612785576,1.0349937554042836,1.3715364209467795,0.6220443184325847,0.7550372356270479,6.846112600536193,0.32082216264521896,0.1915400655347036,0.0
NVDA,0,results_v8_6_41_adaptive_trend_compare\nvda,11551805125.45946,0.4283577198149271,-0.5743399966277445,1.1974448475423394,1.6943414593154482,0.7458260304524202,0.7608698242478402,6.335656836461126,0.32797140303842715,0.2174560619600834,0.0
