prob_col,actual_col,positive_value,prob_bin,count,actual_rate,avg_prob,avg_strategy_return_net,ann_return_est,avg_stock_weight,avg_turnover
prob_high_vol,actual_risk,고변동,"(-0.001, 0.1]",21,0.14285714285714285,0.09542706284950675,-0.0009295134264792655,-0.2127958240677451,0.8000000000000002,0.0
prob_high_vol,actual_risk,고변동,"(0.1, 0.2]",543,0.18047882136279927,0.15145373402283838,0.0006161361462261088,0.16185202566315593,0.7937384898710866,0.0039779005524861865
prob_high_vol,actual_risk,고변동,"(0.2, 0.3]",566,0.2137809187279152,0.24690838339050408,0.0007142042156613196,0.19086736347983546,0.7757950530035336,0.008975265017667844
prob_high_vol,actual_risk,고변동,"(0.3, 0.4]",380,0.28421052631578947,0.34525402831182156,-2.2201465897562947e-05,-0.01231756225050662,0.7727894736842106,0.015789473684210527
prob_high_vol,actual_risk,고변동,"(0.4, 0.5]",366,0.3633879781420765,0.444909210499281,0.0009579810335368903,0.26206816281932,0.7707103825136613,0.02087431693989071
prob_high_vol,actual_risk,고변동,"(0.5, 0.6]",300,0.49,0.5514568260919291,0.0005365665178657517,0.13372619420451715,0.7273333333333333,0.034266666666666674
prob_high_vol,actual_risk,고변동,"(0.6, 0.7]",339,0.551622418879056,0.6475564388294208,0.00029632709666225484,0.06581491725100075,0.711740412979351,0.05474926253687314
prob_high_vol,actual_risk,고변동,"(0.7, 0.8]",302,0.6821192052980133,0.7480256459203877,0.0016340854025533203,0.49307032858814304,0.6150993377483444,0.07112582781456954
prob_high_vol,actual_risk,고변동,"(0.8, 0.9]",327,0.8379204892966361,0.8525456825949355,4.4059446832440934e-05,0.004848144122329812,0.4059938837920489,0.076697247706422
prob_high_vol,actual_risk,고변동,"(0.9, 1.0]",213,0.9295774647887324,0.9192732832231777,0.000626074377792278,0.16047215773534274,0.3005633802816903,0.0022535211267605613
prob_overall_risk,actual_risk,고변동,"(-0.001, 0.1]",21,0.14285714285714285,0.09542706284950675,-0.0009295134264792655,-0.2127958240677451,0.8000000000000002,0.0
prob_overall_risk,actual_risk,고변동,"(0.1, 0.2]",543,0.18047882136279927,0.15145373402283838,0.0006161361462261088,0.16185202566315593,0.7937384898710866,0.0039779005524861865
prob_overall_risk,actual_risk,고변동,"(0.2, 0.3]",566,0.2137809187279152,0.24690838339050408,0.0007142042156613196,0.19086736347983546,0.7757950530035336,0.008975265017667844
prob_overall_risk,actual_risk,고변동,"(0.3, 0.4]",380,0.28421052631578947,0.34525402831182156,-2.2201465897562947e-05,-0.01231756225050662,0.7727894736842106,0.015789473684210527
prob_overall_risk,actual_risk,고변동,"(0.4, 0.5]",366,0.3633879781420765,0.444909210499281,0.0009579810335368903,0.26206816281932,0.7707103825136613,0.02087431693989071
prob_overall_risk,actual_risk,고변동,"(0.5, 0.6]",300,0.49,0.5514568260919291,0.0005365665178657517,0.13372619420451715,0.7273333333333333,0.034266666666666674
prob_overall_risk,actual_risk,고변동,"(0.6, 0.7]",339,0.551622418879056,0.6475564388294208,0.00029632709666225484,0.06581491725100075,0.711740412979351,0.05474926253687314
prob_overall_risk,actual_risk,고변동,"(0.7, 0.8]",302,0.6821192052980133,0.7480256459203877,0.0016340854025533203,0.49307032858814304,0.6150993377483444,0.07112582781456954
prob_overall_risk,actual_risk,고변동,"(0.8, 0.9]",327,0.8379204892966361,0.8525456825949355,4.4059446832440934e-05,0.004848144122329812,0.4059938837920489,0.076697247706422
prob_overall_risk,actual_risk,고변동,"(0.9, 1.0]",213,0.9295774647887324,0.9192732832231777,0.000626074377792278,0.16047215773534274,0.3005633802816903,0.0022535211267605613
prob_down,actual_direction,하락,"(0.2, 0.3]",65,0.38461538461538464,0.27192033046171427,0.0007253467487642735,0.19291045421082842,0.4806153846153847,0.02584615384615384
