start_date,trough_date,recovery_date,depth,duration_days,days_to_trough,avg_stock_weight,avg_prob_high_vol,avg_prob_down_risk,trough_regime
2021-12-22,2022-12-23,2025-08-05,-0.25762342043293074,906,253,0.36714443219404624,0.5085632433386593,0.4571824672118873,CUSTOM
2018-08-29,2018-12-20,2019-10-24,-0.13422132520082541,290,78,0.33608247422680404,0.5874548925779046,0.4494889790956327,EXTREME_RISK
2015-07-16,2015-08-21,2015-10-21,-0.09184071493716461,68,26,0.5486956521739128,0.6950666005358495,0.39486165922881195,WATCH
2020-02-14,2020-03-16,2020-04-09,-0.06769701492487823,38,20,0.3000000000000001,0.8570175463151134,0.5119344164657945,EXTREME_RISK
2015-12-02,2016-02-05,2016-07-12,-0.061335441215526365,152,44,0.3899346405228758,0.6136706819897492,0.38233003081925265,EXTREME_RISK
2013-05-15,2013-06-20,2013-07-10,-0.05215468096031883,38,25,0.7548717948717949,0.2553995356404439,0.47521989563708417,CUSTOM
2014-03-03,2014-04-09,2014-05-22,-0.04821888113475725,57,27,0.7358620689655173,0.5462025374675937,0.5454952417049512,WATCH
2021-02-10,2021-03-04,2021-06-08,-0.0473839097046862,81,15,0.34268292682926826,0.568941975365405,0.44020233112321955,EXTREME_RISK
2014-11-25,2014-12-12,2015-02-10,-0.04435187654988049,51,12,0.7192307692307691,0.5090582456641042,0.44301774521172743,CUSTOM
2021-12-08,2021-12-16,2021-12-22,-0.042294915022548896,10,6,1.0,0.55554579017643,0.44663588897951195,CUSTOM
