feature,importance
drawdown,0.07581150089768987
downside_volatility_20d,0.07203608439784574
trend_slope_60,0.05661821314061118
volatility_ratio_20_60,0.047980327847565514
ma_gap_20_60,0.04602616433091076
return_60d,0.045618467811803995
close_to_60d_high,0.03865530032887618
macd_signal_pct,0.03556009752212568
return_20d_zscore,0.03357105554180042
trend_slope_20,0.030658106045278837
price_ma_60_gap,0.02989465198297963
macd_pct,0.029506126621877637
volatility_ratio_5_20,0.028837574839456308
return_20d,0.028572423136792334
macd_hist_pct,0.0271798855058665
price_position_60,0.02593554159386762
ma_gap_5_20,0.025812322841392517
close_to_20d_high,0.025653201862460798
return_10d,0.023679971756156278
rsi_14_scaled,0.022770362688069787
price_ma_20_gap,0.021813664907021395
return_5d_zscore,0.021790516340829916
volume_ratio_20,0.02161933812228209
bollinger_position_20,0.021087219841450438
return_5d,0.020849001840491228
price_position_20,0.019846273931993397
positive_return_ratio_20,0.019833578141865028
volume_zscore_20,0.019353435755080448
return_3d,0.018633792656652715
price_ma_5_gap,0.018472012595195375
volume_change,0.015619664710803895
log_return,0.01548013114185247
daily_return,0.015223989321054062
