feature,importance
downside_volatility_20d,0.1896243630508156
volatility_60d,0.14068655029122554
volatility_20d,0.1323182617132353
drawdown,0.08661575128783283
close_to_60d_high,0.07653706699757575
volatility_5d,0.04486619173269409
trend_slope_60,0.04451063404782224
return_60d,0.04295570068558576
volatility_ratio_20_60,0.031006158017744107
close_to_20d_high,0.028657377229852468
price_position_60,0.021383634610593744
return_10d,0.0198956201664879
return_20d,0.01867319780413233
trend_slope_20,0.01823612056003795
return_20d_zscore,0.015974889035493708
price_position_20,0.011347560103810337
volatility_ratio_5_20,0.010503062605983477
return_5d,0.0099635827218921
volume_ratio_20,0.009525726623854836
return_3d,0.008575281179526271
return_5d_zscore,0.008167316792640598
positive_return_ratio_20,0.007742748474137735
volume_zscore_20,0.007596223801496325
log_return,0.005178101774039059
daily_return,0.005036656442321628
volume_change,0.004422222249168392
