feature,importance
volatility_60d,0.2309019809995265
volatility_20d,0.17959514882606495
volatility_5d,0.0937770711956792
ma_gap_20_60,0.07360038037954734
ma_20,0.07189305873394698
ma_60,0.07095496014043585
ma_5,0.06151281295360027
drawdown,0.05464481340601502
volume_ma_20,0.0543390264258327
return_20d,0.035785282936906186
ma_gap_5_20,0.034301883390982044
return_5d,0.018779136864055947
volume_ratio,0.007110692412626541
daily_return,0.0050064838251084156
log_return,0.004808805020853478
volume_change,0.0029884624888186053
