Date,Close,direction_pred_label,final_direction,risk_pred_label,final_risk,prob_상승,prob_하락,prob_횡보,prob_고변동,prob_정상,stock_weight,bond_weight,cash_weight,allocation_reason,qqq_next_month_return,bond_monthly_return,cash_monthly_return,strategy_return,benchmark_return,strategy_capital,benchmark_capital,strategy_cumulative_return,benchmark_cumulative_return
2015-02-27,99.6861572265625,상승,상승,정상,정상,44.8265,31.1723,24.0012,7.1314,92.8686,0.85,0.1,0.05,상승 우세 및 정상 변동성: 주식 비중 확대,-0.023589889043862056,0.0,0.0,-0.020051405687282746,-0.023589889043862056,130873604.79003665,153381954.19858715,0.30873604790036646,0.5338195419858716
2015-03-31,97.3345718383789,하락,하락,정상,정상,31.1424,41.5037,27.3539,6.0896,93.9104,0.45,0.35,0.2,하락 가능성 우세이나 변동성 정상: 부분 방어 배분,0.019223713236028894,0.0,0.0,0.008650670956213002,0.019223713236028894,132005749.28192873,156330524.9016825,0.3200574928192874,0.5633052490168249
2015-04-30,99.20570373535156,하락,하락,정상,정상,30.883,45.7714,23.3456,17.5846,82.4154,0.45,0.35,0.2,하락 가능성 우세이나 변동성 정상: 부분 방어 배분,0.022484347951140737,0.0,0.0,0.010117956578013333,0.022484347951140737,133341377.72121142,159845514.8189564,0.3334137772121142,0.5984551481895641
2015-05-29,101.436279296875,횡보,횡보,정상,정상,27.2332,30.8314,41.9355,7.6709,92.3291,0.6,0.25,0.15,횡보 및 정상 변동성: 균형 성장 배분,-0.024840742581525577,0.0,0.0,-0.014904445548915346,-0.024840742581525577,131353998.41754827,155874833.53252727,0.3135399841754827,0.5587483353252727
2015-06-30,98.9165267944336,하락,하락,정상,정상,32.0468,41.0972,26.856,6.7098,93.2902,0.45,0.35,0.2,하락 가능성 우세이나 변동성 정상: 부분 방어 배분,0.04557751461664217,0.0,0.0,0.020509881577488977,0.04557751461664217,134048053.36982185,162979221.0362227,0.3404805336982184,0.6297922103622269
2015-07-31,103.42489624023438,상승,불확실,정상,정상,42.8495,38.3805,18.77,10.4719,89.5281,0.65,0.25,0.1,방향성은 불확실하지만 변동성 정상: 중립 성장 배분,-0.06824480890827955,0.0,0.0,-0.04435912579038171,-0.06824480890827955,128101798.90843412,151856735.24058542,0.28101798908434117,0.5185673524058543
2015-08-31,96.36668395996094,횡보,불확실,정상,정상,31.9868,33.8588,34.1544,44.5473,55.4527,0.65,0.25,0.1,방향성은 불확실하지만 변동성 정상: 중립 성장 배분,-0.022072723766195734,0.0,0.0,-0.014347270448027227,-0.022072723766195734,126263887.75461602,148504843.47158366,0.26263887754616033,0.4850484347158366
2015-09-30,94.23960876464844,상승,상승,정상,정상,48.3037,33.1606,18.5357,18.0819,81.9181,0.85,0.1,0.05,상승 우세 및 정상 변동성: 주식 비중 확대,0.11369885171630512,0.0,0.0,0.09664402395885935,0.11369885171630512,138466537.94791186,165389673.64861235,0.3846653794791186,0.6538967364861235
2015-10-30,104.9545440673828,상승,불확실,정상,정상,42.7712,37.5758,19.653,10.5721,89.4279,0.65,0.25,0.1,방향성은 불확실하지만 변동성 정상: 중립 성장 배분,0.00608820404922672,0.0,0.0,0.003957332631997368,0.00608820404922672,139014496.09697282,166396599.72942013,0.3901449609697283,0.6639659972942014
2015-11-30,105.5935287475586,하락,불확실,정상,정상,32.958,37.1898,29.8522,7.1447,92.8553,0.65,0.25,0.1,방향성은 불확실하지만 변동성 정상: 중립 성장 배분,-0.015947712323852836,0.0,0.0,-0.010366013010504344,-0.015947712323852836,137573470.0217829,163742954.62526804,0.37573470021782907,0.6374295462526804
2015-12-31,103.90955352783205,하락,불확실,정상,정상,31.6623,39.6653,28.6724,9.5831,90.4169,0.65,0.25,0.1,방향성은 불확실하지만 변동성 정상: 중립 성장 배분,-0.06910443181545345,0.0,0.0,-0.04491788068004474,-0.06910443181545345,131393961.31060475,152427590.78210533,0.31393961310604745,0.5242759078210533
2016-01-29,96.72894287109376,하락,하락,정상,정상,32.4132,43.103,24.4837,19.0522,80.9478,0.45,0.35,0.2,하락 가능성 우세이나 변동성 정상: 부분 방어 배분,-0.015653246736038073,0.0,0.0,-0.0070439610312171335,-0.015653246736038073,130468427.3673956,150041604.0942132,0.3046842736739559,0.5004160409421319
2016-02-29,95.2148208618164,상승,불확실,정상,정상,35.7581,34.5516,29.6904,14.0793,85.9207,0.65,0.25,0.1,방향성은 불확실하지만 변동성 정상: 중립 성장 배분,0.06852597801105231,0.0,0.0,0.044541885707184,0.06852597801105231,136279737.14759016,160323351.75711626,0.36279737147590163,0.6032335175711625
2016-03-31,101.73950958251952,상승,불확실,정상,정상,37.3079,36.0844,26.6077,9.0766,90.9234,0.65,0.25,0.1,방향성은 불확실하지만 변동성 정상: 중립 성장 배분,-0.03186821106033544,0.0,0.0,-0.020714337189218036,-0.03186821106033544,133456792.72025698,155214133.34542006,0.3345679272025699,0.5521413334542007
2016-04-29,98.49725341796876,하락,하락,정상,정상,24.6021,55.922,19.4759,14.2782,85.7218,0.45,0.35,0.2,하락 가능성 우세이나 변동성 정상: 부분 방어 배분,0.043700531485413974,0.0,0.0,0.01966523916843629,0.043700531485413974,136081252.46775326,161997073.46666282,0.36081252467753266,0.6199707346666283
2016-05-31,102.8016357421875,하락,불확실,정상,정상,32.172,34.0388,33.7892,6.1253,93.8747,0.65,0.25,0.1,방향성은 불확실하지만 변동성 정상: 중립 성장 배분,-0.02278043070660729,0.0,0.0,-0.014807279959294739,-0.02278043070660729,134066259.26525177,158306710.35988235,0.34066259265251775,0.5830671035988235
2016-06-30,100.45977020263672,상승,상승,정상,정상,46.2247,29.7182,24.0572,24.2473,75.7527,0.85,0.1,0.05,상승 우세 및 정상 변동성: 주식 비중 확대,0.07150845990605803,0.0,0.0,0.060782190920149325,0.07150845990605803,142215100.23186255,169626979.41051194,0.42215100231862546,0.6962697941051195
2016-07-29,107.64349365234376,상승,상승,정상,정상,63.2124,23.9441,12.8434,10.518,89.482,0.85,0.1,0.05,상승 우세 및 정상 변동성: 주식 비중 확대,0.01050077935804028,0.0,0.0,0.008925662454334238,0.01050077935804028,143484464.21244144,171408194.89447257,0.43484464212441454,0.7140819489447257
2016-08-31,108.77383422851562,횡보,불확실,정상,정상,31.7954,32.0271,36.1775,17.9971,82.0029,0.65,0.25,0.1,방향성은 불확실하지만 변동성 정상: 중립 성장 배분,0.02213519565266786,0.0,0.0,0.01438787717423411,0.02213519565266786,145548901.05994084,175202348.82493234,0.4554890105994085,0.7520234882493233
2016-09-30,111.18156433105467,횡보,횡보,정상,정상,30.1569,27.1789,42.6642,10.1688,89.8312,0.6,0.25,0.15,횡보 및 정상 변동성: 균형 성장 배분,-0.014571540521753246,0.0,0.0,-0.008742924313051946,-0.014571540521753246,144276378.0341259,172649380.69952348,0.44276378034125896,0.7264938069952347
2016-10-31,109.5614776611328,하락,하락,정상,정상,32.6108,41.8029,25.5863,6.1246,93.8754,0.45,0.35,0.2,하락 가능성 우세이나 변동성 정상: 부분 방어 배분,0.004359058028994056,0.0,0.0,0.0019615761130473254,0.004359058028994056,144559387.13095462,173401969.3686626,0.4455938713095462,0.7340196936866259
2016-11-30,110.0390625,상승,상승,정상,정상,57.9242,25.3614,16.7144,7.7324,92.2676,0.85,0.1,0.05,상승 우세 및 정상 변동성: 주식 비중 확대,0.011322439652112104,0.0,0.0,0.009624073704295287,0.011322439652112104,145950637.32735068,175365302.70239666,0.45950637327350674,0.7536530270239665
2016-12-30,111.28497314453124,하락,하락,정상,정상,31.629,46.9268,21.4442,13.4045,86.5955,0.45,0.35,0.2,하락 가능성 우세이나 변동성 정상: 부분 방어 배분,0.05140081709302913,0.0,0.0,0.023130367691863107,0.05140081709302913,149326529.23359406,184379222.55106625,0.49326529233594063,0.8437922255106625
2017-01-31,117.00511169433594,횡보,불확실,정상,정상,38.2835,22.407,39.3095,20.0789,79.9211,0.65,0.25,0.1,방향성은 불확실하지만 변동성 정상: 중립 성장 배분,0.04375084033783305,0.0,0.0,0.028438046219591485,0.04375084033783305,153573083.97375017,192445968.47851175,0.5357308397375018,0.9244596847851174
2017-02-28,122.12418365478516,상승,불확실,정상,정상,38.0285,27.1992,34.7724,17.9523,82.0477,0.65,0.25,0.1,방향성은 불확실하지만 변동성 정상: 중립 성장 배분,0.020268555233218688,0.0,0.0,0.013174560901592148,0.020268555233218688,155596341.92140767,196346570.22002873,0.5559634192140768,0.9634657022002873
2017-03-31,124.5994644165039,횡보,횡보,정상,정상,21.7253,27.6122,50.6624,9.652,90.348,0.6,0.25,0.15,횡보 및 정상 변동성: 균형 성장 배분,0.027269998024064046,0.0,0.0,0.016361998814438426,0.027269998024064046,158142209.0834567,201700940.80196068,0.5814220908345669,1.0170094080196068
2017-04-28,127.9972915649414,횡보,불확실,정상,정상,30.8666,31.9016,37.2319,9.4846,90.5154,0.65,0.25,0.1,방향성은 불확실하지만 변동성 정상: 중립 성장 배분,0.03897314283047337,0.0,0.0,0.02533254283980769,0.03897314283047337,162148353.36984518,209561860.37687635,0.6214835336984519,1.0956186037687634
2017-05-31,132.98574829101562,하락,하락,정상,정상,28.1644,41.3848,30.4508,6.5635,93.4365,0.45,0.35,0.2,하락 가능성 우세이나 변동성 정상: 부분 방어 배분,-0.023179322377496092,0.0,0.0,-0.010430695069873241,-0.023179322377496092,160457033.33976227,204704358.4571729,0.6045703333976227,1.0470435845717292
2017-06-30,129.90322875976562,하락,하락,정상,정상,15.1692,51.3638,33.467,7.5495,92.4505,0.45,0.35,0.2,하락 가능성 우세이나 변동성 정상: 부분 방어 배분,0.04061309441725447,0.0,0.0,0.01827589248776451,0.04061309441725447,163389528.82998544,213018035.89481756,0.6338952882998543,1.1301803589481758
2017-07-31,135.1790008544922,하락,하락,정상,정상,24.7308,45.6731,29.5961,6.699,93.301,0.45,0.35,0.2,하락 가능성 우세이나 변동성 정상: 부분 방어 배분,0.02073564883801282,0.0,0.0,0.00933104197710577,0.02073564883801282,164914123.38211757,217435103.0832957,0.6491412338211757,1.1743510308329572
2017-08-31,137.98202514648438,횡보,불확실,정상,정상,33.2778,31.329,35.3932,7.6163,92.3837,0.65,0.25,0.1,방향성은 불확실하지만 변동성 정상: 중립 성장 배분,-0.00295185446084667,0.0,0.0,-0.0019187053995503357,-0.00295185446084667,164597701.7631222,216793266.3043146,0.6459770176312221,1.1679326630431461
2017-09-29,137.57472229003906,횡보,불확실,정상,정상,33.8544,30.8191,35.3265,5.4405,94.5595,0.65,0.25,0.1,방향성은 불확실하지만 변동성 정상: 중립 성장 배분,0.046063723582388194,0.0,0.0,0.029941420328552328,0.046063723582388194,169525990.73672557,226779571.39787963,0.6952599073672556,1.267795713978796
2017-10-31,143.91192626953125,횡보,불확실,정상,정상,33.2965,32.6257,34.0778,17.6685,82.3315,0.65,0.25,0.1,방향성은 불확실하지만 변동성 정상: 중립 성장 배분,0.019717408167515105,0.0,0.0,0.012816315308884819,0.019717408167515105,171698689.2870585,231251076.77118576,0.7169868928705849,1.3125107677118577
2017-11-30,146.74949645996094,횡보,불확실,정상,정상,23.2093,36.1488,40.6418,14.4734,85.5266,0.65,0.25,0.1,방향성은 불확실하지만 변동성 정상: 중립 성장 배분,0.00603075163441158,0.0,0.0,0.003919988562367527,0.00603075163441158,172371746.18523726,232645694.58038303,0.7237174618523725,1.3264569458038302
2017-12-29,147.63450622558594,하락,불확실,정상,정상,28.4538,38.0771,33.4692,6.7308,93.2692,0.65,0.25,0.1,방향성은 불확실하지만 변동성 정상: 중립 성장 배분,0.08757097270131653,0.0,0.0,0.056921132255855746,0.08757097270131653,182183341.14701995,253018704.3495606,0.8218334114701995,1.530187043495606
2018-01-31,160.56300354003906,하락,불확실,정상,정상,36.2671,37.8407,25.8922,9.3763,90.6237,0.65,0.25,0.1,방향성은 불확실하지만 변동성 정상: 중립 성장 배분,-0.012928103614894937,0.0,0.0,-0.00840326734968171,-0.012928103614894937,180652405.82470328,249747652.323223,0.8065240582470328,1.4974765232322298
2018-02-28,158.4872283935547,하락,하락,정상,정상,22.1983,47.8849,29.9168,19.4032,80.5968,0.45,0.35,0.2,하락 가능성 우세이나 변동성 정상: 부분 방어 배분,-0.04078805624814008,0.0,0.0,-0.01835462531166304,-0.04078805624814008,177336598.60414037,239560931.03242245,0.7733659860414037,1.3956093103242244
2018-03-29,152.02284240722656,상승,불확실,정상,정상,38.9595,36.9292,24.1114,25.3775,74.6225,0.65,0.25,0.1,방향성은 불확실하지만 변동성 정상: 중립 성장 배분,0.005058331507405089,0.0,0.0,0.003287915479813308,0.005058331507405089,177919666.35182837,240772709.63780704,0.7791966635182836,1.4077270963780704
2018-04-30,152.7918243408203,상승,상승,정상,정상,46.4009,32.701,20.8981,22.204,77.796,0.85,0.1,0.05,상승 우세 및 정상 변동성: 주식 비중 확대,0.056728981715936655,0.0,0.0,0.04821963445854616,0.056728981715936655,186498887.62630004,254431500.28054672,0.8649888762630005,1.544315002805467
2018-05-31,161.4595489501953,하락,불확실,정상,정상,26.7616,40.5935,32.6449,9.1275,90.8725,0.65,0.25,0.1,방향성은 불확실하지만 변동성 정상: 중립 성장 배분,0.011450833645752168,0.0,0.0,0.007443041869738909,0.011450833645752168,187887006.6555623,257344953.06449842,0.878870066555623,1.573449530644984
2018-06-29,163.3083953857422,하락,하락,정상,정상,22.2671,48.4634,29.2695,7.5187,92.4813,0.45,0.35,0.2,하락 가능성 우세이나 변동성 정상: 부분 방어 배분,0.027963914118269928,0.0,0.0,0.012583761353221468,0.027963914118269928,190251331.90868703,264541325.23076427,0.9025133190868702,1.6454132523076428
2018-07-31,167.87513732910156,하락,불확실,정상,정상,23.189,39.167,37.644,11.5213,88.4787,0.65,0.25,0.1,방향성은 불확실하지만 변동성 정상: 중립 성장 배분,0.05780656279639862,0.0,0.0,0.0375742658176591,0.05780656279639862,197399886.02598774,279833549.959959,0.9739988602598775,1.7983354995995895
2018-08-31,177.5794219970703,하락,불확실,정상,정상,26.468,38.6955,34.8365,7.2868,92.7132,0.65,0.25,0.1,방향성은 불확실하지만 변동성 정상: 중립 성장 배분,-0.0028164148946819845,0.0,0.0,-0.00183066968154329,-0.0028164148946819845,197038512.03949985,279045422.58182,0.9703851203949985,1.7904542258182001
2018-09-28,177.07928466796875,횡보,횡보,정상,정상,22.4163,26.3134,51.2703,5.4473,94.5527,0.6,0.25,0.15,횡보 및 정상 변동성: 균형 성장 배분,-0.0859570146422236,0.0,0.0,-0.05157420878533416,-0.0859570146422236,186876406.68082312,255059511.10710904,0.8687640668082313,1.5505951110710905
2018-10-31,161.8580780029297,하락,불확실,정상,정상,28.7235,36.6009,34.6757,41.4582,58.5418,0.65,0.25,0.1,방향성은 불확실하지만 변동성 정상: 중립 성장 배분,-0.0026500983122274002,0.0,0.0,-0.0017225639029478101,-0.0026500983122274002,186554500.12836215,254383578.32720655,0.8655450012836214,1.5438357832720655
2018-11-30,161.42913818359375,상승,불확실,정상,정상,38.6189,26.2805,35.1006,10.3836,89.6164,0.65,0.25,0.1,방향성은 불확실하지만 변동성 정상: 중립 성장 배분,-0.08660720530993193,0.0,0.0,-0.05629468345145576,-0.08660720530993193,176052473.59719145,232352127.531547,0.7605247359719145,1.32352127531547
2018-12-31,147.44821166992188,하락,하락,고변동,고변동,20.9256,62.8808,16.1936,81.0884,18.9116,0.2,0.45,0.35,하락 및 고변동 동시 발생: 강한 방어 배분,0.09010773487695434,0.0,0.0,0.018021546975390868,0.09010773487695434,179225211.520257,253288851.43725592,0.7922521152025699,1.532888514372559
2019-01-31,160.73443603515625,하락,하락,정상,정상,27.8455,48.1786,23.9758,19.847,80.153,0.45,0.35,0.2,하락 가능성 우세이나 변동성 정상: 부분 방어 배분,0.02991202112191771,0.0,0.0,0.013460409504862969,0.02991202112191771,181637656.26091534,260865232.9113934,0.8163765626091535,1.608652329113934
2019-02-28,165.54232788085938,횡보,불확실,정상,정상,33.1874,30.8295,35.9831,11.4291,88.5709,0.65,0.25,0.1,방향성은 불확실하지만 변동성 정상: 중립 성장 배분,0.03924570987397713,0.0,0.0,0.025509711418085137,0.03924570987397713,186271180.45478863,271103074.1584414,0.8627118045478863,1.7110307415844144
2019-03-29,172.03915405273438,하락,하락,정상,정상,26.2926,49.5007,24.2067,8.4918,91.5082,0.45,0.35,0.2,하락 가능성 우세이나 변동성 정상: 부분 방어 배분,0.0549927546116733,0.0,0.0,0.024746739575252984,0.0549927546116733,190880784.84787822,286011778.9901069,0.9088078484787823,1.8601177899010688
2019-04-30,181.50006103515625,하락,불확실,정상,정상,33.0408,35.5459,31.4133,31.6316,68.3684,0.65,0.25,0.1,방향성은 불확실하지만 변동성 정상: 중립 성장 배분,-0.08225190730595622,0.0,0.0,-0.053463739748871544,-0.08225190730595622,180675584.2437109,262486764.65620098,0.8067558424371091,1.6248676465620098
2019-05-31,166.5713348388672,상승,상승,정상,정상,45.4924,18.3883,36.1193,7.2887,92.7113,0.85,0.1,0.05,상승 우세 및 정상 변동성: 주식 비중 확대,0.07590089753791962,0.0,0.0,0.06451576290723167,0.07590089753791962,192332007.3999037,282409745.6854313,0.923320073999037,1.8240974568543131
2019-06-28,179.21424865722656,하락,하락,정상,정상,35.7954,46.4509,17.7536,23.9061,76.0939,0.45,0.35,0.2,하락 가능성 우세이나 변동성 정상: 부분 방어 배분,0.02334749682524051,0.0,0.0,0.01050637357135823,0.02334749682524051,194352719.31937632,289003306.3262389,0.9435271931937632,1.8900330632623885
2019-07-31,183.39845275878903,하락,불확실,정상,정상,34.5741,39.8445,25.5813,14.8877,85.1123,0.65,0.25,0.1,방향성은 불확실하지만 변동성 정상: 중립 성장 배분,-0.018994856646460834,0.0,0.0,-0.012346656820199543,-0.018994856646460834,191953112.99186742,283513729.9522188,0.9195311299186741,1.8351372995221875
2019-08-30,179.91482543945312,상승,상승,정상,정상,43.5873,30.4662,25.9465,12.3602,87.6398,0.85,0.1,0.05,상승 우세 및 정상 변동성: 주식 비중 확대,0.009178520584267824,0.0,0.0,0.00780174249662765,0.009178520584267824,193450681.75085604,286115966.55850774,0.9345068175085605,1.8611596655850775
2019-09-30,181.5661773681641,상승,불확실,정상,정상,43.2145,39.4688,17.3167,10.2446,89.7554,0.65,0.25,0.1,방향성은 불확실하지만 변동성 정상: 중립 성장 배분,0.04380063031546588,0.0,0.0,0.028470409705052824,0.04380063031546588,198958301.9180247,298648026.23708916,0.9895830191802468,1.9864802623708915
2019-10-31,189.51889038085935,상승,불확실,정상,정상,35.876,35.7243,28.3996,7.1002,92.8998,0.65,0.25,0.1,방향성은 불확실하지만 변동성 정상: 중립 성장 배분,0.040694153366542585,0.0,0.0,0.026451199688252682,0.040694153366542585,204220987.69169402,310801254.8193965,1.0422098769169401,2.108012548193965
2019-11-29,197.231201171875,상승,불확실,정상,정상,39.8617,24.121,36.0173,16.2773,83.7227,0.65,0.25,0.1,방향성은 불확실하지만 변동성 정상: 중립 성장 배분,0.03886368165731868,0.0,0.0,0.025261393077257145,0.03886368165731868,209379894.3363996,322880135.8453927,1.0937989433639963,2.2288013584539272
2019-12-31,204.89633178710935,하락,불확실,정상,정상,26.2666,39.3412,34.3922,21.4232,78.5768,0.65,0.25,0.1,방향성은 불확실하지만 변동성 정상: 중립 성장 배분,0.03038422601702151,0.0,0.0,0.019749746911063983,0.03038422601702151,213515094.2578088,332690598.8693257,1.135150942578088,2.326905988693257
2020-01-31,211.1219482421875,하락,하락,정상,정상,19.5668,57.1139,23.3192,26.4212,73.5788,0.45,0.35,0.2,하락 가능성 우세이나 변동성 정상: 부분 방어 배분,-0.060574130491219735,0.0,0.0,-0.02725835872104888,-0.060574130491219735,207695023.2261709,312538155.12021315,1.076950232261709,2.1253815512021315
2020-02-28,198.3334197998047,상승,상승,정상,고변동,46.3906,31.5673,22.0421,47.8373,52.1627,0.6,0.25,0.15,상승 우세이나 고변동 위험 존재: 중립적 주식 비중,-0.07285824973251609,0.0,0.0,-0.04371494983950965,-0.07285824973251609,198615645.70392305,289767172.1635248,0.9861564570392305,1.8976717216352479
2020-03-31,183.88319396972656,하락,하락,고변동,고변동,29.6364,52.4884,17.8752,92.6788,7.3212,0.2,0.45,0.35,하락 및 고변동 동시 발생: 강한 방어 배분,0.14973725349388922,0.0,0.0,0.029947450698777845,0.14973725349388922,204563677.9616472,333156112.67598194,1.0456367796164723,2.3315611267598193
