Date,Close,direction_pred_label,final_direction,risk_pred_label,final_risk,prob_상승,prob_하락,prob_횡보,prob_고변동,prob_정상,stock_weight,bond_weight,cash_weight,allocation_reason,qqq_next_month_return,bond_monthly_return,cash_monthly_return,strategy_return,benchmark_return,strategy_capital,benchmark_capital,strategy_cumulative_return,benchmark_cumulative_return
2020-04-30,211.4173583984375,하락,하락,고변동,고변동,31.292,42.2984,26.4096,66.5559,33.4441,0.2,0.45,0.35,하락 및 고변동 동시 발생: 강한 방어 배분,0.0660088363797402,0.0,0.0,0.01320176727594804,0.0660088363797402,207264280.03120887,355147360.0065211,1.0726428003120887,2.551473600065211
2020-05-29,225.37277221679688,하락,하락,정상,고변동,28.2747,41.5159,30.2094,47.0958,52.9042,0.2,0.45,0.35,하락 및 고변동 동시 발생: 강한 방어 배분,0.06286676465789176,0.0,0.0,0.012573352931578352,0.06286676465789176,209870286.97415075,377474325.5069226,1.0987028697415075,2.774743255069226
2020-06-30,239.54122924804688,하락,하락,정상,정상,18.7168,50.6845,30.5987,24.7045,75.2955,0.45,0.35,0.2,하락 가능성 우세이나 변동성 정상: 부분 방어 배분,0.07346527143165993,0.0,0.0,0.03305937214424697,0.07346527143165993,216808466.8932491,405205579.28877145,1.168084668932491,3.052055792887715
2020-07-31,257.1391906738281,하락,하락,정상,정상,24.9101,47.0026,28.0874,29.0479,70.9521,0.45,0.35,0.2,하락 가능성 우세이나 변동성 정상: 부분 방어 배분,0.10944741219878562,0.0,0.0,0.049251335489453534,0.10944741219878562,227486573.43316257,449554281.35043734,1.2748657343316259,3.4955428135043736
2020-08-31,285.28240966796875,횡보,불확실,정상,정상,20.8981,39.0524,40.0495,14.4514,85.5486,0.65,0.25,0.1,방향성은 불확실하지만 변동성 정상: 중립 성장 배분,-0.05778639886848003,0.0,0.0,-0.03756115926451202,-0.05778639886848003,218941914.01790145,423576158.3352881,1.1894191401790146,3.2357615833528808
2020-09-30,268.7969665527344,하락,하락,정상,정상,15.9667,46.2879,37.7454,22.856,77.144,0.45,0.35,0.2,하락 가능성 우세이나 변동성 정상: 부분 방어 배분,-0.030449120957808606,0.0,0.0,-0.013702104431013874,-0.030449120957808606,215941949.0477021,410678636.65529305,1.159419490477021,3.1067863665529307
2020-10-30,260.6123352050781,하락,하락,정상,정상,30.0671,50.6069,19.326,36.8863,63.1137,0.45,0.35,0.2,하락 가능성 우세이나 변동성 정상: 부분 방어 배분,0.11225768450931506,0.0,0.0,0.05051595802919178,0.11225768450931506,226850463.48253772,456780469.48365855,1.2685046348253772,3.5678046948365854
2020-11-30,289.8680725097656,상승,불확실,정상,정상,40.8667,40.6519,18.4813,16.9778,83.0222,0.65,0.25,0.1,방향성은 불확실하지만 변동성 정상: 중립 성장 배분,0.04902437748180044,0.0,0.0,0.03186584536317029,0.04902437748180044,234079245.27243578,479173847.64593947,1.340792452724358,3.791738476459395
2020-12-31,304.07867431640625,하락,하락,정상,정상,25.5308,49.0873,25.382,10.8009,89.1991,0.45,0.35,0.2,하락 가능성 우세이나 변동성 정상: 부분 방어 배분,0.002613495516381459,0.0,0.0,0.0011760729823716565,0.002613495516381459,234354539.54853466,480426166.34832937,1.3435453954853465,3.8042616634832935
2021-01-29,304.8733825683594,하락,하락,정상,정상,22.5128,47.9045,29.5827,27.5168,72.4832,0.45,0.35,0.2,하락 가능성 우세이나 변동성 정상: 부분 방어 배분,-0.0013349227749777093,0.0,0.0,-0.0006007152487399692,-0.0013349227749777093,234213759.20301643,479784834.51717573,1.3421375920301641,3.797848345171757
2021-02-26,304.4664001464844,하락,하락,정상,정상,29.3938,42.544,28.0622,21.8451,78.1549,0.45,0.35,0.2,하락 가능성 우세이나 변동성 정상: 부분 방어 배분,0.017167706333371946,0.0,0.0,0.007725467850017376,0.017167706333371946,236023170.06977105,488021639.6593721,1.3602317006977107,3.8802163965937213
2021-03-31,309.6933898925781,상승,상승,정상,정상,46.2636,28.304,25.4324,9.8593,90.1407,0.85,0.1,0.05,상승 우세 및 정상 변동성: 주식 비중 확대,0.059098053780471504,0.0,0.0,0.050233345713400775,0.059098053780471504,247879403.56825864,516862768.76599556,1.4787940356825864,4.1686276876599555
2021-04-30,327.99566650390625,횡보,횡보,정상,정상,27.4916,30.1164,42.3919,8.6571,91.3429,0.6,0.25,0.15,횡보 및 정상 변동성: 균형 성장 배분,-0.012012361271118599,0.0,0.0,-0.007207416762671159,-0.012012361271118599,246092833.39985985,510654026.45998776,1.4609283339985986,4.106540264599878
2021-05-28,324.0556640625,하락,불확실,정상,정상,34.9746,37.336,27.6895,7.3881,92.6119,0.65,0.25,0.1,방향성은 불확실하지만 변동성 정상: 중립 성장 배분,0.06262139012696144,0.0,0.0,0.04070390358252494,0.06262139012696144,256109772.3629181,542631891.4708424,1.5610977236291812,4.426318914708424
2021-06-30,344.3484802246094,상승,불확실,정상,정상,38.7023,36.5679,24.7299,6.0856,93.9144,0.65,0.25,0.1,방향성은 불확실하지만 변동성 정상: 중립 성장 배분,0.028609369819643682,0.0,0.0,0.018596090382768393,0.028609369819643682,260872412.8376892,558156247.9298644,1.6087241283768918,4.581562479298644
2021-07-30,354.2000732421875,하락,하락,정상,정상,25.7227,47.8667,26.4106,7.8695,92.1305,0.45,0.35,0.2,하락 가능성 우세이나 변동성 정상: 부분 방어 배분,0.04218653663297611,0.0,0.0,0.018983941484839253,0.04218653663297611,265824799.45800868,581702926.9300821,1.658247994580087,4.8170292693008205
2021-08-31,369.1425476074219,하락,하락,정상,정상,19.0132,45.277,35.7098,5.7954,94.2046,0.45,0.35,0.2,하락 가능성 우세이나 변동성 정상: 부분 방어 배분,-0.0568314665689158,0.0,0.0,-0.025574159956012112,-0.0568314665689158,259026553.51639473,548643896.4852147,1.5902655351639474,4.486438964852147
2021-09-30,348.16363525390625,상승,불확실,정상,정상,40.9999,34.5473,24.4529,6.8672,93.1328,0.65,0.25,0.1,방향성은 불확실하지만 변동성 정상: 중립 성장 배분,0.07864032005256383,0.0,0.0,0.05111620803416649,0.07864032005256383,272267008.7123119,591789428.0996977,1.7226700871231193,4.917894280996977
2021-10-29,375.5433349609375,상승,상승,정상,정상,50.1348,33.2271,16.6381,12.0979,87.9021,0.85,0.1,0.05,상승 우세 및 정상 변동성: 주식 비중 확대,0.019968301136602085,0.0,0.0,0.01697305596611177,0.019968301136602085,276888211.88891184,603606457.60945,1.7688821188891186,5.0360645760945
2021-11-30,383.0422973632813,하락,불확실,정상,정상,23.4392,41.6288,34.932,16.7777,83.2223,0.65,0.25,0.1,방향성은 불확실하지만 변동성 정상: 중립 성장 배분,0.01152353537775852,0.0,0.0,0.0074902979955430386,0.01152353537775852,278962187.1074129,610562137.9779559,1.7896218710741287,5.105621379779559
2021-12-31,387.456298828125,하락,하락,정상,정상,31.9768,42.2629,25.7603,11.3233,88.6767,0.45,0.35,0.2,하락 가능성 우세이나 변동성 정상: 부분 방어 배분,-0.0874702508662456,0.0,0.0,-0.03936161288981052,-0.0874702508662456,267981785.48759598,557156114.5995929,1.6798178548759597,4.571561145995929
2022-01-31,353.5653991699219,하락,불확실,정상,정상,34.0038,38.9664,27.0298,33.5875,66.4125,0.65,0.25,0.1,방향성은 불확실하지만 변동성 정상: 중립 성장 배분,-0.044759668247676854,0.0,0.0,-0.029093784360989954,-0.044759668247676854,260185181.20794678,532217991.7479505,1.6018518120794676,4.322179917479505
2022-02-28,337.73992919921875,하락,하락,정상,정상,17.2787,69.5552,13.1661,39.2695,60.7305,0.45,0.35,0.2,하락 가능성 우세이나 변동성 정상: 부분 방어 배분,0.04667869394786073,0.0,0.0,0.02100541227653733,0.04667869394786073,265650478.20746526,557061232.4982982,1.6565047820746526,4.5706123249829815
2022-03-31,353.50518798828125,하락,불확실,정상,정상,37.4241,40.6756,21.9004,20.6919,79.3081,0.65,0.25,0.1,방향성은 불확실하지만 변동성 정상: 중립 성장 배분,-0.13595748424202436,0.0,0.0,-0.08837236475731584,-0.13595748424202436,242174317.24935976,481324588.75906813,1.4217431724935974,3.813245887590681
2022-04-29,305.4435119628906,하락,하락,고변동,고변동,24.1266,63.0648,12.8086,79.9806,20.0194,0.2,0.45,0.35,하락 및 고변동 동시 발생: 강한 방어 배분,-0.015865780950372277,0.0,0.0,-0.0031731561900744556,-0.015865780950372277,241405860.3155029,473687998.26778877,1.4140586031550293,3.7368799826778876
2022-05-31,300.597412109375,하락,하락,고변동,고변동,12.309,75.555,12.1359,92.7688,7.2312,0.2,0.45,0.35,하락 및 고변동 동시 발생: 강한 방어 배분,-0.08907879572498456,0.0,0.0,-0.017815759144996914,-0.08907879572498456,237105031.65193114,431492441.8327156,1.3710503165193115,3.3149244183271556
2022-06-30,273.820556640625,하락,하락,고변동,고변동,12.8921,77.947,9.161,94.9017,5.0983,0.2,0.45,0.35,하락 및 고변동 동시 발생: 강한 방어 배분,0.12551735559738186,0.0,0.0,0.025103471119476375,0.12551735559738186,243057190.96628794,485652232.0918151,1.4305719096628793,3.8565223209181507
2022-07-29,308.1897888183594,하락,하락,고변동,고변동,22.1085,56.5959,21.2956,55.5088,44.4912,0.2,0.45,0.35,하락 및 고변동 동시 발생: 강한 방어 배분,-0.0513219292303424,0.0,0.0,-0.01026438584606848,-0.0513219292303424,240562358.1755484,460727622.60584116,1.405623581755484,3.6072762260584117
2022-08-31,292.3728942871094,하락,불확실,정상,정상,38.6467,39.556,21.7974,29.39,70.61,0.65,0.25,0.1,방향성은 불확실하지만 변동성 정상: 중립 성장 배분,-0.10535521464228026,0.0,0.0,-0.06848088951748217,-0.10535521464228026,224088433.9032637,412187565.0345753,1.240884339032637,3.1218756503457525
2022-09-30,261.56988525390625,하락,하락,정상,정상,26.0072,51.3511,22.6417,36.6517,63.3483,0.45,0.35,0.2,하락 가능성 우세이나 변동성 정상: 부분 방어 배분,0.03999849727958593,0.0,0.0,0.01799932377581367,0.03999849727958593,228121874.17950353,428674448.2332899,1.2812187417950351,3.2867444823328986
2022-10-31,272.03228759765625,하락,하락,정상,정상,32.7759,44.6726,22.5515,40.2448,59.7552,0.45,0.35,0.2,하락 가능성 우세이나 변동성 정상: 부분 방어 배분,0.0554412777988309,0.0,0.0,0.024948575009473905,0.0554412777988309,233813189.86877266,452440707.4030523,1.3381318986877266,3.524407074030523
2022-11-30,287.1141052246094,하락,하락,정상,정상,31.8558,48.5487,19.5955,28.4579,71.5421,0.45,0.35,0.2,하락 가능성 우세이나 변동성 정상: 부분 방어 배분,-0.09013658894863019,0.0,0.0,-0.04056146502688359,-0.09013658894863019,224329384.34508634,411659245.3362359,1.2432938434508634,3.116592453362359
2022-12-30,261.234619140625,상승,불확실,정상,정상,35.6481,32.2715,32.0804,32.4485,67.5515,0.65,0.25,0.1,방향성은 불확실하지만 변동성 정상: 중립 성장 배분,0.10642915019107169,0.0,0.0,0.0691789476241966,0.10642915019107169,239848255.07526335,455471788.9856694,1.3984825507526337,3.5547178898566933
2023-01-31,289.03759765625,하락,하락,정상,정상,30.9834,55.7818,13.2348,24.8079,75.1921,0.45,0.35,0.2,하락 가능성 우세이나 변동성 정상: 부분 방어 배분,-0.003597860626506688,0.0,0.0,-0.0016190372819280096,-0.003597860626506688,239459931.8082911,453833064.9695933,1.394599318082911,3.538330649695933
2023-02-28,287.9976806640625,하락,하락,정상,정상,29.8035,41.5528,28.6438,8.5941,91.4059,0.45,0.35,0.2,하락 가능성 우세이나 변동성 정상: 부분 방어 배분,0.09492749261744171,0.0,0.0,0.042717371677848774,0.09492749261744171,249689030.7172982,496914299.8940453,1.4968903071729822,3.9691429989404527
2023-03-31,315.3365783691406,하락,하락,정상,정상,25.4748,43.1485,31.3767,27.2259,72.7741,0.45,0.35,0.2,하락 가능성 우세이나 변동성 정상: 부분 방어 배분,0.0050788985796794694,0.0,0.0,0.0022855043608557613,0.0050788985796794694,250259696.08586046,499438077.2259996,1.5025969608586047,3.994380772259996
2023-04-28,316.9381408691406,횡보,불확실,정상,정상,32.2195,31.6921,36.0884,9.0077,90.9923,0.65,0.25,0.1,방향성은 불확실하지만 변동성 정상: 중립 성장 배분,0.07883814910294018,0.0,0.0,0.05124479691691112,0.07883814910294018,263084203.3882683,538812850.8260287,1.6308420338826828,4.388128508260287
2023-05-31,341.9249572753906,횡보,불확실,정상,정상,30.8093,30.5765,38.6143,23.3164,76.6836,0.65,0.25,0.1,방향성은 불확실하지만 변동성 정상: 중립 성장 배분,0.06303825254054374,0.0,0.0,0.04097486415135343,0.06303825254054374,273864042.8824696,572778671.3884902,1.738640428824696,4.727786713884902
2023-06-30,363.4793090820313,하락,하락,정상,정상,22.765,47.4533,29.7817,23.8599,76.1401,0.45,0.35,0.2,하락 가능성 우세이나 변동성 정상: 부분 방어 배분,0.03860126661455565,0.0,0.0,0.017370569976550045,0.03860126661455565,278621217.40342045,594888653.5938883,1.7862121740342043,4.9488865359388825
2023-07-31,377.5100708007813,하락,하락,정상,정상,23.8692,52.619,23.5118,10.2585,89.7415,0.45,0.35,0.2,하락 가능성 우세이나 변동성 정상: 부분 방어 배분,-0.014830096400638815,0.0,0.0,-0.006673543380287467,-0.014830096400638815,276761826.62241024,586066397.5134447,1.7676182662241025,4.860663975134447
2023-08-31,371.91156005859375,상승,상승,정상,정상,42.4844,27.412,30.1036,6.682,93.318,0.85,0.1,0.05,상승 우세 및 정상 변동성: 주식 비중 확대,-0.050798741392119595,0.0,0.0,-0.043178930183301656,-0.050798741392119595,264811547.03327814,556294962.1475481,1.6481154703327814,4.5629496214754806
2023-09-29,353.0189208984375,상승,상승,정상,정상,42.6896,31.3017,26.0087,6.8675,93.1325,0.85,0.1,0.05,상승 우세 및 정상 변동성: 주식 비중 확대,-0.02065479778044499,0.0,0.0,-0.01755657811337824,-0.02065479778044499,260162362.42246386,544804802.1981102,1.6016236242246387,4.448048021981102
2023-10-31,345.7273864746094,상승,상승,정상,정상,53.1653,25.2378,21.5968,10.6027,89.3973,0.85,0.1,0.05,상승 우세 및 정상 변동성: 주식 비중 확대,0.10818811709453646,0.0,0.0,0.09195989953035599,0.10818811709453646,284086867.13241374,603746207.9319851,1.8408686713241376,5.037462079319852
2023-11-30,383.1309814453125,상승,상승,정상,정상,43.6113,31.8339,24.5548,9.1738,90.8262,0.85,0.1,0.05,상승 우세 및 정상 변동성: 주식 비중 확대,0.055869654359622434,0.0,0.0,0.04748920620567907,0.055869654359622434,297577926.9459903,637477299.8900778,1.9757792694599035,5.374772998900778
2023-12-29,404.536376953125,상승,불확실,정상,정상,34.3209,33.6963,31.9828,7.5751,92.4249,0.65,0.25,0.1,방향성은 불확실하지만 변동성 정상: 중립 성장 배분,0.01819227257282985,0.0,0.0,0.011824977172339402,0.01819227257282985,301096779.13911873,649074460.6886697,2.010967791391187,5.490744606886697
2024-01-31,411.8958129882813,하락,하락,정상,정상,21.6507,49.2799,29.0694,20.9899,79.0101,0.45,0.35,0.2,하락 가능성 우세이나 변동성 정상: 부분 방어 배분,0.05283343664022566,0.0,0.0,0.02377504648810155,0.05283343664022566,308255369.0605689,683367295.0822531,2.0825536906056894,5.833672950822531
2024-02-29,433.6576843261719,하락,하락,정상,정상,25.5084,46.545,27.9465,8.1184,91.8816,0.45,0.35,0.2,하락 가능성 우세이나 변동성 정상: 부분 방어 배분,0.012749668457529673,0.0,0.0,0.005737350805888353,0.012749668457529673,310023938.25066805,692080001.5292706,2.1002393825066803,5.9208000152927065
2024-03-28,439.1866760253906,상승,불확실,정상,정상,34.0913,32.2099,33.6987,5.531,94.469,0.65,0.25,0.1,방향성은 불확실하지만 변동성 정상: 중립 성장 배분,-0.04373776905983762,0.0,0.0,-0.028429549888894453,-0.04373776905983762,301210097.23141915,661809966.2514514,2.0121009723141916,5.618099662514513
2024-04-30,419.9776306152344,상승,상승,정상,정상,44.663,21.0458,34.2912,10.094,89.906,0.85,0.1,0.05,상승 우세 및 정상 변동성: 주식 비중 확대,0.06151828532650505,0.0,0.0,0.05229054252752929,0.06151828532650505,316960536.6304199,702523380.5872328,2.169605366304199,6.025233805872328
2024-05-31,445.8139343261719,하락,하락,정상,정상,26.1973,47.1212,26.6815,16.4636,83.5364,0.45,0.35,0.2,하락 가능성 우세이나 변동성 정상: 부분 방어 배분,0.06470119891725545,0.0,0.0,0.029115539512764955,0.06470119891725545,326189013.65867007,747977485.5786301,2.261890136586701,6.479774855786301
2024-06-28,474.65863037109375,하락,하락,정상,정상,30.7797,42.6367,26.5836,8.0157,91.9843,0.45,0.35,0.2,하락 가능성 우세이나 변동성 정상: 부분 방어 배분,-0.01678111595157239,0.0,0.0,-0.007551502178207575,-0.01678111595157239,323725796.6115193,735425588.6639695,2.237257966115193,6.354255886639695
2024-07-31,466.6933288574219,하락,하락,정상,정상,21.884,52.1122,26.0038,15.3581,84.6419,0.45,0.35,0.2,하락 가능성 우세이나 변동성 정상: 부분 방어 배분,0.011038667246205947,0.0,0.0,0.004967400260792676,0.011038667246205947,325333872.21803266,743543707.0215762,2.2533387221803265,6.4354370702157615
2024-08-30,471.8450012207031,하락,불확실,정상,정상,40.626,42.4357,16.9383,22.3742,77.6258,0.65,0.25,0.1,방향성은 불확실하지만 변동성 정상: 중립 성장 배분,0.026215967139363805,0.0,0.0,0.017040378640586475,0.026215967139363805,330877684.5852361,763036424.4115345,2.3087768458523605,6.630364244115346
2024-09-30,484.2148742675781,상승,불확실,정상,정상,38.7186,36.9687,24.3127,12.1866,87.8134,0.65,0.25,0.1,방향성은 불확실하지만 변동성 정상: 중립 성장 배분,-0.00864631850007369,0.0,0.0,-0.0056201070250479,-0.00864631850007369,329018116.585667,756438968.458915,2.29018116585667,6.56438968458915
2024-10-31,480.0281982421875,하락,하락,정상,정상,27.0704,44.7289,28.2007,23.1606,76.8394,0.45,0.35,0.2,하락 가능성 우세이나 변동성 정상: 부분 방어 배분,0.05350828541719288,0.0,0.0,0.024078728437736795,0.05350828541719288,336940454.4660289,796914720.6839015,2.369404544660289,6.969147206839016
2024-11-29,505.7136840820313,상승,불확실,정상,정상,36.3781,34.0086,29.6133,8.304,91.696,0.65,0.25,0.1,방향성은 불확실하지만 변동성 정상: 중립 성장 배분,0.004540339984500763,0.0,0.0,0.0029512209899254962,0.004540339984500763,337934840.20760405,800532984.4544599,2.3793484020760407,7.005329844544599
2024-12-31,508.0097961425781,하락,하락,정상,정상,20.9589,44.7609,34.2802,11.9285,88.0715,0.45,0.35,0.2,하락 가능성 우세이나 변동성 정상: 부분 방어 배분,0.021633962525977823,0.0,0.0,0.009735283136690021,0.021633962525977823,341224731.55877715,817851685.0409569,2.4122473155877717,7.178516850409569
2025-01-31,519.0000610351562,상승,상승,정상,정상,40.5325,32.2603,27.2072,15.9795,84.0205,0.85,0.1,0.05,상승 우세 및 정상 변동성: 주식 비중 확대,-0.02703474899206748,0.0,0.0,-0.02297953664325736,-0.02703474899206748,333383545.33633655,795741270.0231352,2.3338354533633656,6.957412700231352
2025-02-28,504.9690246582031,하락,불확실,정상,정상,37.4959,42.6339,19.8702,16.2721,83.7279,0.65,0.25,0.1,방향성은 불확실하지만 변동성 정상: 중립 성장 배분,-0.07586180430384681,0.0,0.0,-0.04931017279750043,-0.07586180430384681,316944345.1079585,735374901.5201455,2.169443451079585,6.353749015201456
2025-03-31,466.6611633300781,하락,불확실,정상,정상,34.3529,34.9867,30.6604,10.0156,89.9844,0.65,0.25,0.1,방향성은 불확실하지만 변동성 정상: 중립 성장 배분,0.013968234619466058,0.0,0.0,0.009079352502652937,0.013968234619466058,319821994.54091614,745646790.6778457,2.1982199454091615,6.456467906778457
2025-04-30,473.1795959472656,하락,하락,고변동,고변동,17.8535,58.4453,23.7012,76.2169,23.7831,0.2,0.45,0.35,하락 및 고변동 동시 발생: 강한 방어 배분,0.09178299415245861,0.0,0.0,0.018356598830491722,0.09178299415245861,325692838.59187144,814084485.70643,2.2569283859187146,7.1408448570643
2025-05-30,516.6094360351562,하락,불확실,정상,고변동,38.7566,39.6061,21.6373,48.2508,51.7492,0.35,0.35,0.3,방향성 불확실 및 고변동: 방어 배분,0.06385819497788847,0.0,0.0,0.022350368242260964,0.06385819497788847,332972193.468267,866070451.5231452,2.32972193468267,7.660704515231451
2025-06-30,549.5991821289062,횡보,횡보,정상,정상,20.6331,28.5983,50.7686,38.0391,61.9609,0.6,0.25,0.15,횡보 및 정상 변동성: 균형 성장 배분,0.024236967792024444,0.0,0.0,0.014542180675214665,0.024236967792024444,337814335.2655051,887061373.1623358,2.3781433526550506,7.870613731623358
2025-07-31,562.9197998046875,하락,하락,정상,정상,28.8397,47.9165,23.2438,28.2381,71.7619,0.45,0.35,0.2,하락 가능성 우세이나 변동성 정상: 부분 방어 배분,0.009539755377876658,0.0,0.0,0.004292889920044496,0.009539755377876658,339264535.0202129,895523721.6674678,2.392645350202129,7.9552372166746785
2025-08-29,568.2899169921875,하락,하락,정상,정상,23.7327,47.5128,28.7545,6.2492,93.7508,0.45,0.35,0.2,하락 가능성 우세이나 변동성 정상: 부분 방어 배분,0.0537621543526261,0.0,0.0,0.024192969458681747,0.0537621543526261,347472351.55437076,943669006.2181925,2.4747235155437077,8.436690062181924
2025-09-30,598.8424072265625,상승,상승,정상,정상,42.3337,26.2076,31.4587,15.0543,84.9457,0.85,0.1,0.05,상승 우세 및 정상 변동성: 주식 비중 확대,0.0478039193862998,0.0,0.0,0.04063333147835483,0.0478039193862998,361591310.794643,988780083.3187965,2.61591310794643,8.887800833187965
2025-10-31,627.4694213867188,하락,하락,정상,정상,30.8071,49.3992,19.7937,24.695,75.305,0.45,0.35,0.2,하락 가능성 우세이나 변동성 정상: 부분 방어 배분,-0.015610489765097046,0.0,0.0,-0.007024720394293671,-0.015610489765097046,359051232.9393045,973344741.9482167,2.5905123293930448,8.733447419482166
2025-11-28,617.67431640625,하락,불확실,정상,정상,32.4344,35.3746,32.191,7.8661,92.1339,0.65,0.25,0.1,방향성은 불확실하지만 변동성 정상: 중립 성장 배분,-0.00669922537365697,0.0,0.0,-0.00435449649287703,-0.00669922537365697,357487745.6047071,966824086.1556416,2.574877456047071,8.668240861556416
2025-12-31,613.536376953125,상승,불확실,정상,정상,45.3193,38.7654,15.9153,7.0433,92.9567,0.65,0.25,0.1,방향성은 불확실하지만 변동성 정상: 중립 성장 배분,0.012306484762509173,0.0,0.0,0.007999215095630964,0.012306484762509173,360347366.97585136,978722292.0399429,2.6034736697585137,8.78722292039943
2026-01-30,621.0868530273438,상승,상승,정상,정상,47.4462,37.0225,15.5313,7.0307,92.9693,0.85,0.1,0.05,상승 우세 및 정상 변동성: 주식 비중 확대,-0.02344542544546735,0.0,0.0,-0.019928611628647248,-0.02344542544546735,353166144.247984,955775731.5101035,2.53166144247984,8.557757315101034
2026-02-27,606.5252075195312,상승,상승,정상,정상,43.1511,23.7596,33.0893,7.1983,92.8017,0.85,0.1,0.05,상승 우세 및 정상 변동성: 주식 비중 확대,-0.048382514823681166,0.0,0.0,-0.04112513760012899,-0.048382514823681166,338642137.97007865,909532898.0122012,2.3864213797007863,8.095328980122012
2026-03-31,577.1799926757812,상승,상승,정상,정상,54.6515,23.8125,21.5361,19.1039,80.8961,0.85,0.1,0.05,상승 우세 및 정상 변동성: 주식 비중 확대,0.12417267372331686,0.0,0.0,0.10554677266481934,0.12417267372331686,374384722.72113496,1022472029.7976931,2.7438472272113494,9.224720297976932
