policy1_signal_regime,mid_trend_state,ph_rank_bin_756,count,start_date,end_date,avg_stock_weight,avg_signal_stock_weight,avg_base_stock_weight,avg_ph_raw,avg_ph_ewma,avg_ph_rank,strategy_ann_return,strategy_mdd,bh_ann_return,bh_mdd,bh_gap_ann_return
EXTREME_RISK,BEAR,85_95,63,2018-04-03,2025-04-23,0.35873015873015895,0.3500000000000002,0.48000000000000004,0.8877842293372229,0.8746503878248434,0.9267447719828671,-0.001715253927470517,-0.08012362741356949,-0.008938611891550097,-0.23913665092190617,0.00722335796407958
EXTREME_RISK,BEAR,95_100,160,2015-01-30,2026-04-01,0.3619375000000001,0.3569375000000001,0.37999999999999995,0.8956604731082916,0.8677415179224015,0.9769551022416756,0.01878100794469484,-0.04067538496140022,0.04162060800080081,-0.09303502476744052,-0.02283960005610597
EXTREME_RISK,BULL,85_95,8,2018-02-08,2022-12-22,0.5325,0.52,0.52,0.8854431934654714,0.8233345181326519,0.9145171957671958,0.007737248309515943,-0.004512964479106318,0.01629632752797794,-0.007803299137433939,-0.008559079218461996
EXTREME_RISK,BULL,95_100,21,2015-01-06,2020-06-30,0.6514285714285714,0.6257142857142857,0.42000000000000004,0.8444177261420661,0.74678758205133,0.9771407023692978,0.00357551912149745,-0.019164408922886178,0.006047693010881261,-0.035494995740929736,-0.0024721738893838108
EXTREME_RISK,NEUTRAL,85_95,1,2022-12-27,2022-12-27,0.48,0.48,0.48,0.889626306295395,0.8520017903918129,0.8955026455026455,11.58273591951825,0.0,88.6365555703078,0.0,-77.05381965078956
EXTREME_RISK,NEUTRAL,95_100,12,2015-01-29,2023-01-05,0.52,0.49,0.37999999999999995,0.8848643456896146,0.7741070421065454,0.9801860364732317,0.004422433955776572,-0.01795468259273436,0.0060705923897856895,-0.06392672617288986,-0.001648158434009117
HIGH_VOL,BEAR,70_85,125,2015-06-30,2026-03-17,0.5699199999999998,0.5937599999999995,0.5799999999999998,0.7693205516695977,0.7775841914479267,0.7851694157043897,0.003795838638116278,-0.1310495785081882,0.0009490633893811662,-0.25808240308454367,0.0028467752487351117
HIGH_VOL,BULL,70_85,283,2015-02-10,2026-03-04,0.6604593639575971,0.6409893992932862,0.6199999999999999,0.6696578678204399,0.6292010715444453,0.7672036464909274,0.008005981099498571,-0.1267259343748217,0.01002481133119959,-0.1930916267453463,-0.0020188302317010187
HIGH_VOL,NEUTRAL,70_85,41,2015-06-29,2026-04-10,0.6536585365853659,0.7546341463414634,0.58,0.7404146350011593,0.7298721997856704,0.7810910580412408,0.002130690261641588,-0.04460429269514887,0.006784061853741807,-0.04624437009947968,-0.0046533715921002194
NORMAL,BEAR,00_30,4,2023-09-22,2023-10-11,0.855,0.82,0.72,0.3325057629495859,0.3387996453142361,0.26884920634920634,-0.3154636370642778,-0.006952076240157035,-0.3164677907621105,-0.005376662832021872,0.0010041536978326882
NORMAL,BEAR,30_50,27,2015-07-27,2023-11-09,0.9192592592592592,0.9207407407407407,0.7199999999999999,0.4411086177108465,0.42878108744032534,0.4054450588267277,0.001868564866744915,-0.03351374026484921,0.002042164600465801,-0.033750023107468885,-0.0001735997337208861
NORMAL,BULL,00_30,774,2015-02-13,2026-05-07,0.854935400516796,0.8854521963824291,0.8800000000000001,0.21662974423062278,0.24663605650990242,0.13540513852263705,0.017738368374052405,-0.15224536721728443,0.02269819533815909,-0.16790281601508872,-0.004959826964106684
NORMAL,BULL,30_50,498,2015-03-02,2026-04-30,0.8356224899598396,0.837831325301205,0.8200000000000003,0.3614026470536209,0.37917478976064095,0.3995530761102671,0.013374356120055442,-0.088978923689775,0.016117686141624343,-0.11543791272095949,-0.0027433300215689016
NORMAL,BULL,raw_fallback,462,2013-01-02,2014-12-31,0.8259740259740259,0.832077922077922,0.8274025974025974,0.2333413162708153,0.23451412430644528,,0.09380543375318973,-0.051983894805415765,0.11323385148053977,-0.0602971914431496,-0.019428417727350045
NORMAL,NEUTRAL,00_30,2,2015-07-23,2023-09-20,0.92,0.92,0.78,0.18474536240100858,0.20396698134201124,0.2010921441325796,-0.0009043991414262598,-0.002022399070687908,-0.0009901629919999433,-0.00224863527325625,8.576385057368352e-05
