feature,importance
atr_rank_252,0.06239431438786266
vol_rank_20_252,0.05754172855543088
vol_rank_60_252,0.04126514859530514
downside_vol_20,0.040471191048226524
ma_gap_60_120,0.038988839233277645
ma200_slope_60,0.03832045308751079
positive_return_ratio_60,0.037914928221926755
drawdown_20,0.03530005081577342
atr_pct_60,0.03500639486736495
ma_gap_20_60,0.03371755947179647
ma_gap_50_200,0.03277068286495432
realized_vol_20,0.031399369742556485
drawdown_60_over_vol60,0.029135965214696077
realized_vol_60,0.02905471514976394
price_ma_120_gap,0.028519594309639303
return_120d,0.02766843404068686
return_60d,0.027455835215813292
atr_pct_20,0.026670445612862508
price_ma_20_gap,0.026360709681711364
return_20d,0.02437200439286179
atr_pct_14,0.02340454486017404
return_60d_over_vol60,0.023219729413121806
downside_vol_60,0.022799530767102158
positive_return_ratio_20,0.021928443779460096
drawdown_60,0.021202641220936402
down_volume_ratio_20,0.021149818109661603
atr_pct_10,0.02114232407440586
price_position_20,0.020229840076547035
return_10d,0.017912047942976708
price_ma_60_gap,0.014669459275744208
close_to_60d_high,0.011414806416208765
high_volume_down_ratio_20,0.011173142292933431
close_to_20d_high,0.0102740874662336
trend_slope_60,0.009504949134172856
return_20d_over_hvol,0.009196101615475325
trend_slope_20,0.008997328521733263
drawdown_120,0.008492795883140123
return_5d,0.006555379510535735
price_position_120,0.0033344105061193087
price_position_60,0.00301131725401939
close_to_120d_high,0.002914876926410119
true_range_pct,0.0016018589497523268
volume_zscore_20,0.0009286174879937878
volume_ratio_20,0.0006135780332338032
