from_regime,CUSTOM,EXTREME_RISK,NORMAL,RISK_OFF,WATCH
CUSTOM,0.8795620437956204,0.0,0.072992700729927,0.021897810218978103,0.025547445255474453
EXTREME_RISK,0.0,0.9397905759162304,0.0,0.05235602094240838,0.007853403141361256
NORMAL,0.016867469879518072,0.0,0.9632530120481928,0.0006024096385542169,0.01927710843373494
RISK_OFF,0.0,0.05596107055961071,0.009732360097323601,0.8661800486618005,0.0681265206812652
WATCH,0.10704225352112676,0.0,0.04788732394366197,0.061971830985915494,0.7830985915492957
