ticker,strategy_cagr,strategy_mdd,strategy_sharpe,strategy_calmar,buyhold_cagr,buyhold_mdd,benchmark_60_40_cagr,excess_cagr_vs_bh,mdd_improvement_vs_bh,avg_stock_weight,annual_turnover_estimate,highvol_roc_auc,highvol_pr_auc,up20_roc_auc,up20_pr_auc
NVDA,0.4562097142731676,-0.5130721119094344,1.3035939315881364,0.8891726985030441,0.6294535924310856,-0.6633509538627582,0.3820004274504354,-0.17324387815791797,0.15027884195332386,0.7663605546482113,6.939937708983467,0.6011415719958434,0.3216395039877027,0.505379656701756,0.4275519994842413
SOXX,0.23329537135004674,-0.33599503094931027,1.0625112232409,0.694341730861022,0.3027036238385754,-0.4575373862777339,0.19244484355216418,-0.06940825248852867,0.12154235532842361,0.804602525390465,6.075425945370578,0.6837376088586873,0.4860063523394639,0.48237246715176696,0.4125042403370052
QQQ,0.13853331085380627,-0.32349497460639154,0.9968380026225261,0.4282394526294108,0.20183951643199727,-0.3511872128777106,0.12894019548495605,-0.063306205578191,0.02769223827131906,0.8030044972534708,5.780226953200675,0.665628651425296,0.3999063932253839,0.48041523598178715,0.45932632736674744
AAPL,0.19205818234451533,-0.25441141264741185,0.9793052557787975,0.7549118191906284,0.2443105993232364,-0.38515906071482964,0.15779506330926574,-0.05225241697872107,0.1307476480674178,0.7746336388916661,6.279128327849276,0.6427156506974732,0.3460927789066564,0.4829334622896907,0.42565215041742227
SPY,0.10849001990118734,-0.2614686119465994,0.9613524665251271,0.41492559697125175,0.1478180875178814,-0.33717259886422946,0.09629506728793613,-0.03932806761669405,0.07570398691763003,0.8380665304647041,5.075638243112758,0.657707448041633,0.3453378003371692,0.5157013093371419,0.4976004700284515
