from_regime,CUSTOM,EXTREME_RISK,NORMAL,RISK_OFF,WATCH
CUSTOM,0.9693372898120672,0.0,0.01483679525222552,0.003956478733926805,0.011869436201780416
EXTREME_RISK,0.0,0.964,0.0,0.028,0.008
NORMAL,0.00847457627118644,0.0,0.9845916795069337,0.003852080123266564,0.0030816640986132513
RISK_OFF,0.0,0.030927835051546393,0.003436426116838488,0.9072164948453608,0.058419243986254296
WATCH,0.041584158415841586,0.0,0.005940594059405941,0.02178217821782178,0.9306930693069307
