feature,stage1_importance,downrisk_importance,mean_importance,max_importance,importance_gap_stage1_minus_downrisk,is_low_importance_candidate,used_more_by,stage1_rank,downrisk_rank,mean_rank
atr_pct_14,0.0943740928131673,0.005155399566950221,0.04976474619005876,0.0943740928131673,0.08921869324621709,False,stage1,1,58,1
ewma_vol_20,0.07910259449922055,0.005975010734407898,0.042538802616814225,0.07910259449922055,0.07312758376481265,False,stage1,2,55,2
atr_pct_20,0.074678262107126,0.005263030612458331,0.03997064635979217,0.074678262107126,0.06941523149466766,False,stage1,3,57,3
semi_vol_20,0.06627998861782429,0.005014181308884821,0.03564708496335456,0.06627998861782429,0.06126580730893947,False,stage1,4,59,4
rogers_satchell_vol_20,0.03890084096314067,0.011028202895657776,0.024964521929399224,0.03890084096314067,0.027872638067482892,False,stage1,5,31,5
large_up_day_ratio_20,0.007972032876303216,0.038841753988034,0.023406893432168608,0.038841753988034,-0.030869721111730787,False,downrisk,48,1,6
price_ma_120_gap,0.009690803198570812,0.03676637809514602,0.023228590646858414,0.03676637809514602,-0.027075574896575208,False,downrisk,32,4,7
ma_gap_60_120,0.009041581627181066,0.03736183975704242,0.023201710692111743,0.03736183975704242,-0.02832025812986136,False,downrisk,39,2,8
parkinson_vol_20,0.03655077802111572,0.009844642499937287,0.023197710260526503,0.03655077802111572,0.026706135521178433,False,stage1,6,37,9
price_ma_200_gap,0.00985181518615083,0.03617162687252114,0.023011721029335984,0.03617162687252114,-0.026319811686370306,False,downrisk,30,6,10
ma_gap_50_200,0.009143236225345247,0.03640093498106067,0.02277208560320296,0.03640093498106067,-0.027257698755715425,False,downrisk,38,5,11
trend_slope_60,0.008361048220923829,0.037012243212851154,0.022686645716887492,0.037012243212851154,-0.028651194991927323,False,downrisk,44,3,12
ma200_slope_60,0.00984950810587699,0.034059188887764366,0.021954348496820677,0.034059188887764366,-0.02420968078188738,False,downrisk,31,8,13
trend_slope_20,0.008394215882170044,0.03416314050205162,0.02127867819211083,0.03416314050205162,-0.025768924619881575,False,downrisk,43,7,14
positive_return_ratio_60,0.00888411092116243,0.03363244364907016,0.021258277285116294,0.03363244364907016,-0.024748332727907725,False,downrisk,40,10,15
ma_gap_20_60,0.008338885700343072,0.03385718309493387,0.021098034397638472,0.03385718309493387,-0.0255182973945908,False,downrisk,45,9,16
garman_klass_vol_20,0.033012053883534724,0.007969249157432953,0.02049065152048384,0.033012053883534724,0.02504280472610177,False,stage1,7,42,17
