ticker,ph_rank_bin_756,mid_trend_state,count,start_date,end_date,avg_stock_weight,avg_base_signal_stock_weight,avg_signal_stock_weight,avg_ph_raw,avg_ph_ewma,avg_ph_rank_504,avg_ph_rank_756,avg_ph_z_756,avg_up_strength_score,avg_down_strength_score,offensive_activation_rate,tier3_rate,ph_context_available_rate_756,strategy_ann_return,strategy_mdd,strategy_gross_ann_return,bh_ann_return,bh_mdd,bh_gap_ann_return
SPY,00_30,BEAR,4,2023-09-22 00:00:00,2023-10-11 00:00:00,0.945,0.8,0.8999999999999999,0.3325057629495859,0.3387996453142361,0.29662698412698413,0.26884920634920634,-0.9482662042963033,0.46060853035422533,0.30722518172227753,1.0,0.5,1.0,-0.7369951734235818,-0.006379149120730565,-0.7261683951167817,-0.7126104838445653,-0.005376662832021872,-0.024384689579016516
SPY,00_30,BULL,774,2015-02-13 00:00:00,2026-05-07 00:00:00,0.824625322997416,0.8317054263565892,0.8393798449612403,0.21662974423062278,0.24663605650990242,0.14049618555432508,0.13542051935197136,-1.2126310481382154,0.12071625286510163,0.35433372225980836,0.06976744186046512,0.03488372093023256,1.0,0.07303861926561805,-0.13041024612408425,0.07566900440904467,0.08550782976738924,-0.16790281601508872,-0.012469210501771189
SPY,00_30,NEUTRAL,2,2015-07-23 00:00:00,2023-09-20 00:00:00,1.0,0.86,1.0,0.18474536240100858,0.20396698134201124,0.19543650793650794,0.2010921441325796,-1.081011170301613,0.5218393501629361,0.22715373517778092,1.0,0.5,1.0,-0.6389510404088429,-0.00224863527325625,-0.6389510404088429,-0.6389510404088429,-0.00224863527325625,0.0
SPY,30_50,BEAR,27,2015-07-27 00:00:00,2023-11-09 00:00:00,0.9518518518518518,0.7229629629629628,0.9503703703703704,0.4411086177108465,0.42878108744032534,0.40299823633156967,0.4054450588267277,-0.3245649025935389,0.5143116009844871,0.2578661868499249,0.9629629629629629,0.7037037037037037,1.0,0.1474872451029312,-0.033081910952768356,0.1517779921931266,0.17093183354914787,-0.033750023107468885,-0.023444588446216663
SPY,30_50,BULL,498,2015-03-02 00:00:00,2026-04-30 00:00:00,0.7734538152610442,0.7549799196787149,0.7796787148594378,0.3614026470536209,0.37917478976064095,0.3958930961943011,0.3995583883645753,-0.45406593777713367,0.15083003103038864,0.3954504267452514,0.10843373493975904,0.08634538152610442,1.0,0.08789179749539766,-0.0773617533116423,0.09461152784046489,0.09451624007931358,-0.11543791272095949,-0.006624442583915924
SPY,30_50,NEUTRAL,13,2016-11-09 00:00:00,2023-11-08 00:00:00,0.7876923076923076,0.6138461538461537,0.7646153846153846,0.4972876766553292,0.5816517545239861,0.3765262515262515,0.41208791208791207,-0.23950213570538287,0.43647703211218236,0.3534753317083262,0.6153846153846154,0.23076923076923078,1.0,0.937985063120689,-0.007798591061988547,0.9515710835622004,2.115588532650337,-0.007798591061988658,-1.177603469529648
SPY,50_70,BEAR,42,2015-07-24 00:00:00,2023-11-01 00:00:00,0.7776190476190477,0.6214285714285714,0.79,0.5872909244682107,0.5733602489902666,0.555791761148904,0.6149601330251292,0.37863040911497964,0.4646760482892748,0.3055068777527575,0.5952380952380952,0.21428571428571427,1.0,-0.01263553016644925,-0.06690148874528123,-0.002134483160438516,-0.06920549512307073,-0.08176902125780516,0.05656996495662148
SPY,50_70,BULL,495,2015-01-02 00:00:00,2026-04-29 00:00:00,0.702949494949495,0.6600404040404041,0.7028686868686868,0.5140261951239422,0.5105794102066291,0.5774490941157608,0.5934594841374699,0.17181680700488858,0.20166833092546588,0.4245860194843438,0.16363636363636364,0.09292929292929293,1.0,0.07262062859864993,-0.12389528970616592,0.0810606438381063,0.1567635333265669,-0.12803033599298663,-0.08414290472791697
SPY,50_70,NEUTRAL,26,2015-10-27 00:00:00,2026-04-13 00:00:00,0.7969230769230768,0.5415384615384615,0.7884615384615384,0.6222200091355122,0.6587925210119002,0.591498778998779,0.6115494964086513,0.391631685930484,0.5401768695024696,0.271710741823766,0.6923076923076923,0.23076923076923078,1.0,-0.21196443078554306,-0.046782080274383464,-0.1977535958623744,-0.3402743170770849,-0.06418061001703468,0.12830988629154183
SPY,70_85,BEAR,125,2015-06-30 00:00:00,2026-03-17 00:00:00,0.55808,0.43664000000000003,0.5736,0.7693205516695977,0.7775841914479267,0.7870952380952381,0.7851799977149717,1.0590862525058042,0.6394966886287214,0.16744522907018897,0.384,0.168,1.0,0.1620803049527153,-0.11731280146765433,0.17495098349167004,0.020699310202501042,-0.25808240308454367,0.14138099475021426
SPY,70_85,BULL,283,2015-02-10 00:00:00,2026-03-04 00:00:00,0.6019081272084805,0.5634628975265017,0.5934982332155476,0.6696578678204399,0.6292010715444453,0.7405771495877502,0.7672036464909274,0.8958756417393365,0.2085548794190729,0.4753958756142333,0.09540636042402827,0.038869257950530034,1.0,0.08267676280460856,-0.10882417256670307,0.09087807817784732,0.1032338364771741,-0.1930916267453463,-0.02055707367256554
SPY,70_85,NEUTRAL,41,2015-06-29 00:00:00,2026-04-10 00:00:00,0.6351219512195122,0.4873170731707317,0.6619512195121952,0.7404146350011593,0.7298721997856704,0.7790843979868369,0.7810910580412408,1.0425239103399688,0.5461253975117094,0.2661654132536117,0.5365853658536586,0.04878048780487805,1.0,0.19311266862520582,-0.03456566496234681,0.22282136252618012,0.5652512973586932,-0.04624437009947968,-0.37213862873348735
SPY,85_95,BEAR,185,2015-07-08 00:00:00,2026-04-07 00:00:00,0.42075675675675694,0.3637837837837837,0.42194594594594603,0.8536746486296527,0.8416341368581093,0.9136422136422137,0.9094049169073644,1.537921951183849,0.6618365511389638,0.13961673931778243,0.17297297297297298,0.016216216216216217,1.0,-0.07171011731512844,-0.14667728575436367,-0.06350592136200706,-0.18258497727733025,-0.3955799820632757,0.11087485996220181
SPY,85_95,BULL,120,2015-01-05 00:00:00,2026-02-13 00:00:00,0.6421666666666667,0.5165,0.6413333333333334,0.7582847634827097,0.6931614730808129,0.8884093915343916,0.8915186825349799,1.592355881683832,0.3424354692968372,0.3420129845821369,0.36666666666666664,0.06666666666666667,1.0,0.1870648337932963,-0.03523873370751118,0.21232847584858705,0.38976378332150663,-0.0645049120852802,-0.20269894952821033
SPY,85_95,NEUTRAL,25,2015-11-13 00:00:00,2026-03-09 00:00:00,0.6,0.48560000000000003,0.5871999999999999,0.8350691504478456,0.7359771772842661,0.881031746031746,0.8967940102057331,1.4876569661025403,0.4141266944565373,0.3250881538782639,0.32,0.08,1.0,0.13781476925345126,-0.02404725292627008,0.15852120484452614,0.4890698847183732,-0.03168878910283135,-0.35125511546492194
SPY,95_100,BEAR,160,2015-01-30 00:00:00,2026-04-01 00:00:00,0.3713750000000001,0.33324999999999994,0.36212500000000014,0.8956604731082916,0.8677415179224015,0.972891865079365,0.9769900896024144,1.83679197744175,0.7150147204693996,0.09957231728814282,0.08125,0.01875,1.0,0.3217606294958102,-0.038062362714710085,0.3360582812641162,1.0487812339762739,-0.09303502476744052,-0.7270206044804637
SPY,95_100,BULL,21,2015-01-06 00:00:00,2020-06-30 00:00:00,0.6714285714285715,0.46190476190476204,0.6676190476190478,0.8444177261420661,0.74678758205133,0.972694633408919,0.9771407023692978,2.1689463494817334,0.5712536321485315,0.16483517956346,0.6666666666666666,0.09523809523809523,1.0,0.37480960262599883,-0.01940606108042553,0.4021047791901342,0.486736912507175,-0.035494995740929736,-0.11192730988117616
SPY,95_100,NEUTRAL,12,2015-01-29 00:00:00,2023-01-05 00:00:00,0.5566666666666666,0.43999999999999995,0.5499999999999999,0.8848643456896146,0.7741070421065454,0.9735449735449735,0.9801860364732317,1.9915326725586446,0.3803197677951293,0.36767813419578294,0.3333333333333333,0.0,1.0,1.323782240668511,-0.02098304726997402,1.4147989585456227,1.7412802906796112,-0.06392672617288986,-0.4174980500111003
SPY,raw_fallback,BEAR,9,2014-10-13 00:00:00,2014-10-23 00:00:00,0.8177777777777778,0.4422222222222222,0.8,0.8196653246879578,0.7724078356448733,,,,0.7029500334802498,0.10754188866328697,1.0,0.0,0.0,1.5093414530283331,-0.005710251261369592,1.5319530763256544,2.436309717901265,-0.0071108645123793,-0.926968264872932
SPY,raw_fallback,BULL,490,2013-01-02 00:00:00,2014-12-31 00:00:00,0.8156734693877552,0.8135918367346938,0.8234285714285715,0.2546526883177611,0.25608034840405675,,,,0.1292337034307475,0.3833861175731209,0.04081632653061224,0.026530612244897958,0.0,0.13714626174192723,-0.05079241567407078,0.1409408821258633,0.1863444598963495,-0.05696052923334782,-0.04919819815442228
SPY,raw_fallback,NEUTRAL,5,2014-02-03 00:00:00,2014-12-16 00:00:00,0.828,0.6,0.784,0.7600617676973342,0.5874827910064745,,,,0.44911723889011795,0.2262539302091854,0.6,0.4,0.0,-0.4973166030773073,-0.030365986448546045,-0.4973166030773073,-0.45041238457918953,-0.03593409817035553,-0.04690421849811777
