ticker,allocation_regime,mid_trend_state,ph_rank_bin_756,count,start_date,end_date,avg_stock_weight,avg_base_signal_stock_weight,avg_signal_stock_weight,avg_ph_raw,avg_ph_ewma,avg_ph_rank_504,avg_ph_rank_756,avg_ph_z_756,avg_up_strength_score,avg_down_strength_score,offensive_activation_rate,tier3_rate,ph_context_available_rate_756,strategy_ann_return,strategy_mdd,strategy_gross_ann_return,bh_ann_return,bh_mdd,bh_gap_ann_return
SPY,CUSTOM,BEAR,00_30,1,2023-09-22 00:00:00,2023-09-22 00:00:00,1.0,0.82,0.82,0.3458459258079529,0.2681131545934082,0.30753968253968256,0.2804232804232804,-0.9048008379255512,0.4341221392360252,0.3378756547047666,1.0,0.0,1.0,-0.9759984460915018,0.0,-0.9759984460915018,-0.9759984460915018,0.0,0.0
SPY,CUSTOM,BEAR,30_50,8,2015-08-06 00:00:00,2023-09-27 00:00:00,0.8875,0.7599999999999999,0.8825000000000001,0.3697983746416867,0.3657222286533035,0.36706349206349204,0.38585729406710556,-0.49355562720791263,0.4473073299012022,0.27947046784462354,0.875,0.0,1.0,0.9531177498123429,-0.01162537684531928,0.9531177498123429,1.0614219111191927,-0.011893870793241668,-0.10830416130684983
SPY,CUSTOM,BEAR,50_70,16,2015-08-11 00:00:00,2023-11-01 00:00:00,0.76,0.61,0.7775000000000001,0.5612942450679839,0.5805275057341461,0.5419146825396826,0.6041556148914471,0.3235053865478739,0.47593234023229913,0.275938889228726,0.625,0.0,1.0,0.158998610256323,-0.03536506221381974,0.158998610256323,0.3988379891879217,-0.04286547606371982,-0.23983937893159868
SPY,CUSTOM,BEAR,70_85,54,2015-06-30 00:00:00,2026-03-17 00:00:00,0.5725925925925927,0.44925925925925936,0.5896296296296297,0.7771166928940348,0.7841759163532827,0.786926807760141,0.7905728510350798,1.141654463591435,0.6617595268892844,0.14757807543258536,0.42592592592592593,0.0,1.0,-0.07164598895825747,-0.08427664612690611,-0.07164598895825747,-0.3576687154469729,-0.18234003913730323,0.2860227264887154
SPY,CUSTOM,BEAR,85_95,68,2015-08-20 00:00:00,2026-04-07 00:00:00,0.5382352941176471,0.41705882352941187,0.5311764705882354,0.8406845530166345,0.8161547587396796,0.9072128851540616,0.9070730868104492,1.5957246743675384,0.6614648003871001,0.1699766602266641,0.3382352941176471,0.0,1.0,-0.13848084197308919,-0.09684914039250903,-0.13848084197308919,-0.07359314362342129,-0.2138102750910187,-0.0648876983496679
SPY,CUSTOM,BEAR,95_100,38,2015-01-30 00:00:00,2026-04-01 00:00:00,0.5142105263157898,0.3878947368421053,0.4752631578947371,0.8899040476271981,0.8394765482730165,0.968201754385965,0.9716087604195636,1.952855364138363,0.7140206729483217,0.12225888535833472,0.23684210526315788,0.0,1.0,0.01033009424064013,-0.04254117540946345,0.01033009424064013,0.5018750479804281,-0.06444598500756737,-0.491544953739788
SPY,CUSTOM,BEAR,raw_fallback,8,2014-10-13 00:00:00,2014-10-23 00:00:00,0.8200000000000001,0.4325,0.8,0.8184030666947366,0.7786755860577153,,,,0.7074973681864556,0.10646045650513755,1.0,0.0,0.0,1.9370081294248824,-0.005710251261369481,1.9370081294248824,3.1194845742481156,-0.0071108645123793,-1.1824764448232332
SPY,CUSTOM,BULL,00_30,624,2015-02-23 00:00:00,2026-05-07 00:00:00,0.8407692307692309,0.849198717948718,0.8507371794871796,0.19852199574681714,0.2148986756878149,0.13052312271062272,0.12614494806658647,-1.2290421388678083,0.09164303331910512,0.33682001941305434,0.04006410256410257,0.0,1.0,0.10322202225190713,-0.08942272281820274,0.10322202225190713,0.1226911200330163,-0.10614822035236726,-0.019469097781109168
SPY,CUSTOM,BULL,30_50,235,2015-03-02 00:00:00,2026-04-30 00:00:00,0.830127659574468,0.8165957446808509,0.824936170212766,0.3072611568202364,0.29441605531568,0.3994849712934819,0.3896629859307875,-0.5497595148350226,0.10300114994531691,0.3526053664247985,0.03829787234042553,0.0,1.0,0.15464647261943343,-0.0435174099757768,0.15464647261943343,0.1469692834744627,-0.06036242181141771,0.007677189144970731
SPY,CUSTOM,BULL,50_70,178,2015-03-03 00:00:00,2026-04-28 00:00:00,0.736179775280899,0.689550561797753,0.7148314606741574,0.4978198991858223,0.4681388741022697,0.5958511681826288,0.5928571482047765,0.1562502514410481,0.18274845918999827,0.3908742589344159,0.14606741573033707,0.0,1.0,-0.14582930052693766,-0.16923680417871756,-0.14582930052693766,-0.12966949235812653,-0.18472607121926798,-0.01615980816881113
