segment,count,pct,win_rate,mean_daily_return,ann_return_est,ann_vol_est,avg_stock_weight,avg_prob_high_vol,avg_up_strength_score
full_stock_true,237,0.07059874888293119,0.6160337552742616,0.0017216562295460217,0.5217540510351115,0.16551146145752707,1.0,0.3925904458440026,0.680175433988689
tier2_true,508,0.15132558832290735,0.5905511811023622,0.0017044303713060363,0.5155559966619299,0.16379318763927364,0.9595669291338583,0.4847586189022396,0.6184055418847806
tier3_true,370,0.11021745606196008,0.5783783783783784,0.0013593225041855976,0.38780800636860047,0.17113122738965908,0.9858378378378378,0.458362019476304,0.6550972608713905
tier1_true,857,0.25528745904081024,0.572928821470245,0.0012435420123005597,0.34860299457474864,0.1681514349462534,0.8960560093348893,0.5329386026023871,0.567460759263102
offensive_active_true,785,0.2338397378611856,0.5681528662420382,0.0011983735052301537,0.3322840864463992,0.172889854120808,0.8967388535031848,0.5588699200432934,0.5873115708275464
trend_bull_true,1629,0.48525469168900803,0.5696746470227133,0.0005385002465305124,0.13533068834033002,0.13206275265631087,0.9237691835481892,0.31105950765591944,0.1302576208007346
recovery_risk_on_true,11,0.0032767351802204347,0.45454545454545453,-0.0020472357153461535,-0.43091487566540854,0.32239286467327744,0.9054545454545455,0.814816669887835,0.5447026629717854
