period,strategy_net,strategy_gross,stock_buy_hold,bond,cash,avg_stock_weight,turnover_sum
2013-12-31,0.26076844475994965,0.26272888053921895,0.3112095242326356,-0.048574147800193646,-0.0006547015268960621,0.8824603174603174,1.5600000000000003
2014-12-31,0.18462845611193957,0.19295655968998315,0.1886439037365979,0.09927176803159177,-0.0008740587993777416,0.8670634920634923,7.0
2015-12-31,0.06699341677389237,0.08040415148184099,0.0886007035865588,0.007801109131974293,-0.0010928047738142377,0.7557142857142857,12.52
2016-12-31,0.10755837785435962,0.1165019236604552,0.11178071697408831,0.006686457675195712,0.0013133599010253239,0.8315873015873015,8.04
2017-12-31,0.284616443607294,0.2916402081622682,0.3436119534255333,0.022514701226942657,0.006781293931442223,0.9129083665338648,5.4399999999999995
2018-12-31,-0.001464187061458011,0.009452112980153693,-0.05589017024187881,0.022377670035243602,0.01726205685954607,0.7050199203187252,10.84
2019-12-31,0.29245395868253077,0.3077058777241748,0.44136283731615933,0.08164759606540195,0.02043069954043486,0.826031746031746,11.76
2020-12-31,0.28442078155752015,0.2988781636824407,0.46435493701784747,0.08546396791488542,0.0035471228282004663,0.5905138339920948,11.199999999999998
2021-12-31,0.2256160229380073,0.23764525314741736,0.27743220550497916,-0.04077804226819548,-0.0008738041680151909,0.8402380952380952,9.8
2022-12-31,-0.2999767121303667,-0.2847138350687237,-0.32479540200668267,-0.1298025059299872,0.014045334953957989,0.5436653386454182,21.479999999999997
2023-12-31,0.3762247067841187,0.38605419231322724,0.5093031245701756,0.019191457178034943,0.049907662983863954,0.8252800000000001,7.120000000000001
2024-12-31,0.23831175691493978,0.24509915467438792,0.3096222578625418,-0.006076570807119208,0.05181519832465464,0.9335714285714285,5.4799999999999995
2025-12-31,0.11574269414959737,0.12310240188892596,0.19774018325700315,0.08385139936470964,0.041585284075655427,0.80328,6.56
2026-12-31,0.1314570003076838,0.13777506946511342,0.15566497240960775,-0.0053336431363602,0.012215733166663911,0.8459770114942529,5.6
