period,strategy_net,strategy_gross,stock_buy_hold,bond,cash,avg_stock_weight,turnover_sum
2018-08-31,0.019759873450492016,0.020005147803329848,0.021835102719319988,0.008925379450666737,0.0013990316418566184,0.9069565217391309,0.2400000000000002
2018-09-30,0.012774052602052777,0.012774052602052777,0.014359623728025461,-0.009651598509186288,0.001596819426310736,0.9200000000000003,0.0
2018-10-31,-0.0597866438341752,-0.058611375470900784,-0.0881290803452891,-0.007775169204373156,0.0017503180318412248,0.5913043478260872,1.24
2018-11-30,0.005998331463431095,0.005998331463431095,-0.021608314064359035,0.025041827748840895,0.0017169370208642842,0.30000000000000004,0.0
2018-12-31,-0.013589050428377214,-0.013589050428377214,-0.09335839653473976,0.03137507003363815,0.0019697265900835426,0.30000000000000004,0.0
2019-01-31,0.06010409081711843,0.06378061538786217,0.1315575919884393,-0.01103678133555519,0.0017385120636435047,0.6390476190476193,3.48
2019-02-28,0.023066765751484253,0.024336030396808095,0.028844476087908077,0.002107951892022397,0.0016398742204970507,0.8778947368421053,1.2400000000000002
2019-03-31,0.04285944762793803,0.04319227646609192,0.049550381103622865,0.02143420062568313,0.0018155300982347633,0.8238095238095239,0.32000000000000006
2019-04-30,0.027048361576741398,0.027212170036776895,0.029442368030472066,-0.003292385822225352,0.002012672913662028,0.9457142857142857,0.15999999999999992
2019-05-31,-0.03446946708110876,-0.03315515767589505,-0.07017176041977957,0.035060011523104784,0.002144257627914259,0.6554545454545455,1.3599999999999999
2019-06-30,0.052130935653044164,0.05376601989131169,0.08873194385873195,0.013347244207799314,0.0016944181399944913,0.726,1.56
2019-07-31,-0.012221954861027173,-0.01214317291800815,-0.01399915720051248,0.011506176378247135,0.0020233267681220024,0.972727272727273,0.08000000000000007
2019-08-31,-0.0011812216416458021,0.00013666329401051946,0.0052307709803045555,0.029606470127499396,0.0015084221316095103,0.4872727272727273,1.3199999999999998
2019-09-30,-0.03809738343292968,-0.03674836751261257,-0.020755281665616354,-0.00943483591482186,0.0014983829672485793,0.943,1.4
2019-10-31,0.07994319360025393,0.0805024195554469,0.08720466234605895,-0.011266973729346152,0.001739349875104157,0.9321739130434783,0.5200000000000002
2019-11-30,0.004050706446980357,0.004372524241506248,0.006546694941207631,0.005385829532512654,0.0009505991196356867,0.9480000000000001,0.32000000000000006
2019-12-31,0.0643302014911058,0.0643302014911058,0.06570835272692555,-0.0033228641627711664,0.0014770519965932039,0.9800000000000001,0.0
2020-01-31,0.058180280648715055,0.05843415609663927,0.062050698423810724,0.01625553032582161,0.000962554253215453,0.8999999999999998,0.24
2020-02-29,-0.05001346308358945,-0.04917937468487221,-0.07908728705847334,0.04783431102296154,0.0016078913495167768,0.754736842105263,0.8800000000000001
2020-03-31,-0.0413600563820572,-0.03878590121648229,-0.11014721169113306,0.030359855585161855,0.001552372676897562,0.3381818181818182,2.6399999999999992
2020-04-30,0.10293706149608006,0.104718220516544,0.1570348737899434,6.689064699494374e-05,-0.00039335898795223034,0.8476190476190478,1.6399999999999995
2020-05-31,0.07817036112928877,0.07911816953968431,0.09483317305221695,-0.00031386172534697554,0.00010940255256208786,0.852,0.8800000000000001
2020-06-30,0.02728483386264613,0.028508644132317018,0.07214061050410736,0.0021381839598479946,2.220446049250313e-16,0.5845454545454545,1.2
2020-07-31,0.0315971138833846,0.03205001603685376,0.07212816937417754,0.011832373112476091,0.0,0.4245454545454547,0.43999999999999984
2020-08-31,0.054724868422218576,0.05560627008696262,0.11975738982664041,-0.00797582162446897,0.0,0.4857142857142856,0.8400000000000001
2020-09-30,-0.04998961492356613,-0.04934486682757655,-0.093968705784783,-0.0018119855215241731,-0.00021828797520273557,0.3771428571428571,0.6799999999999995
2020-10-31,-0.0031583671447750206,-0.002760792322959338,0.0012394155772621485,-0.013921103235950194,0.00010892116643135275,0.4609090909090909,0.40000000000000024
2020-11-30,0.04090571680801669,0.041611998706837516,0.10631732946571026,-0.0030894672850220184,-7.605894321471851e-05,0.42899999999999994,0.6799999999999995
2020-12-31,0.01725649997039902,0.01794977885720761,0.028221861891055244,0.0025351024275255263,-0.00010950953147292886,0.6745454545454543,0.6799999999999999
2021-01-31,0.01821464621515778,0.02027242315647615,0.050727842247805466,-0.01012590150319137,0.0,0.806315789473684,2.04
2021-02-28,-0.03091700485188953,-0.02940812814394511,-0.028320122381872648,-0.02170410659442712,-0.00010912685296127211,0.634736842105263,1.56
2021-03-31,0.03425789164502091,0.03586006565421629,0.04104311598964783,-0.022975429734287567,-1.2212453270876722e-15,0.4791304347826088,1.5599999999999996
2021-04-30,0.003396816223662613,0.003880384551504523,-0.002749100676455174,0.011448977734220822,-0.000109730835785804,0.8723809523809526,0.48
2021-05-31,0.012295084889288654,0.012904209104908526,0.010087025900495039,0.0021799395937991406,-0.00010905205049471789,0.8740000000000002,0.5999999999999999
2021-06-30,0.07012333452729735,0.07098137781119829,0.07672608367721256,0.012210337851816577,-0.00010936004534600752,0.9109090909090909,0.8
2021-07-31,0.02261773646023002,0.02261773646023002,0.022780714753661835,0.02165326311564919,-0.00010917458388048917,0.9800000000000001,0.0
2021-08-31,0.03032588081623433,0.030571054649021212,0.037049285726641346,-0.006937551627206329,0.00010918650427171883,0.9254545454545453,0.24
2021-09-30,-0.06272727797914435,-0.06122700704272643,-0.07200087792354204,-0.014749041038707222,-0.00032772117403545575,0.777142857142857,1.6
2021-10-31,0.09881862104427097,0.09917112538772321,0.10331242739758761,-0.004925965389753761,-0.00010911163087579112,0.9676190476190476,0.32000000000000006
2021-11-30,0.002303167270984785,0.002303167270984785,0.0022106527639609297,0.008256209605493448,0.00010912353752212667,0.9800000000000001,0.0
2021-12-31,0.015856987208275886,0.01646812808072573,0.018122919636697876,-0.014742544699841043,-0.00010911163087523601,0.8790909090909093,0.6000000000000003
2022-01-31,-0.09097813539277544,-0.09006569461398795,-0.07057271314359159,-0.010730783250323395,-2.220446049250313e-16,0.737,1.0000000000000002
2022-02-28,-0.03772796942102907,-0.036042969722381524,-0.057722132047217434,-0.009148541279355049,2.1627198839135886e-05,0.4821052631578949,1.7600000000000002
2022-03-31,0.02230713476926427,0.02408903608772106,0.0649058500703712,-0.04227490308746984,0.00010921992973389472,0.5382608695652177,1.7199999999999995
2022-04-30,-0.12146157315018835,-0.11895664084929147,-0.1366912346228515,-0.04143176770416457,2.220446049250313e-16,0.6370000000000001,2.8400000000000003
2022-05-31,0.0014141428146674517,0.0014141428146674517,-0.013926433601004762,0.008315114692445169,0.0005579877211103756,0.30000000000000004,0.0
2022-06-30,-0.018370172556535946,-0.01601814930617962,-0.08546475128916453,0.009899088613917417,0.0004701417550414533,0.3285714285714286,2.3999999999999995
2022-07-31,0.052528068591493504,0.0545255472958559,0.09537930820523188,0.006779928880539243,0.0006233059817839504,0.49800000000000005,1.8799999999999992
2022-08-31,-0.04701743365600919,-0.04663481274325687,-0.0609549015576214,-0.03304628694823408,0.0020691632861624676,0.8869565217391305,0.3999999999999999
2022-09-30,-0.03640273646147951,-0.033976711444301255,-0.042460210749603156,-0.0317386705614473,0.00180449213575673,0.4885714285714288,2.5200000000000005
2022-10-31,-0.03882703703571333,-0.03484779284388473,-0.05830665250369482,-0.029930125988936962,0.0019470655067548304,0.3971428571428573,4.08
2022-11-30,0.05028328693958839,0.05159716751658583,0.10113681815791886,0.051542133031747595,0.0030636972651554295,0.5971428571428573,1.2399999999999995
2022-12-31,-0.07100265145776652,-0.06947703273496908,-0.08946791571552848,-0.012370384464692297,0.003297143088290877,0.6066666666666669,1.6399999999999997
2023-01-31,0.1361588666843343,0.13775522442434096,0.17302644632452568,0.026868040049248254,0.0033468820687381218,0.743,1.4
2023-02-28,-0.05586197142162386,-0.055109664896222155,-0.058097071311252746,-0.05083121244137323,0.003336785492776828,0.7894736842105262,0.8
2023-03-31,0.07814509081196919,0.07922235721442306,0.08839613354189235,0.06162659116132918,0.003957973545406057,0.8217391304347827,1.0000000000000002
2023-04-30,-0.0021422780798779906,-0.0018278017057198337,0.0009715701122023912,-0.001906793678111418,0.0030928822467326533,0.8621052631578947,0.32000000000000006
2023-05-31,0.08764864697497377,0.08764864697497377,0.11043258303986514,-0.020574484057699682,0.004608304227040172,0.82,0.0
2023-06-30,0.033729832706841156,0.03497134206236696,0.04550398620639684,-0.016441765323808588,0.004298393598144656,0.6790476190476189,1.2000000000000004
2023-07-31,-0.001770574795485258,-0.0008904282156897425,0.01109964560040333,-0.00523495779803651,0.0038712579188928675,0.5389999999999999,0.8800000000000001
2023-08-31,0.005871888064025832,0.0066758852018165005,0.009829315197118493,-0.01161937580742789,0.004977851241299902,0.7208695652173912,0.8
2023-09-30,-0.05942234459429652,-0.05892938437501516,-0.05987320433794119,-0.03548781088001596,0.0039799207092436895,0.962,0.52
2023-10-31,0.022175463892895042,0.02225637626409771,0.02400546129218295,0.014727412538608542,0.004573260002502799,0.9927272727272729,0.08000000000000008
2023-11-30,0.06312550149596619,0.06325193075348179,0.06295398133272179,0.03266603155124215,0.004253666716103943,0.9923809523809524,0.1200000000000001
2023-12-31,0.03346460692095765,0.03346460692095765,0.033691150940955206,0.030911930773143803,0.004505857642888689,0.9800000000000001,0.0
2024-01-31,0.07541980027749218,0.07541980027749218,0.07702171233764421,-0.004836919507690163,0.0045531732102706,0.9800000000000001,0.0
2024-02-29,0.03325943019034616,0.033425534468869644,0.03498736599344121,-0.011724931489096702,0.004102431042887655,0.9639999999999997,0.15999999999999992
2024-03-31,-0.0065530985028983135,-0.0059980661237434285,-0.0052400448158702595,-0.0062329218795313945,0.004211930295781263,0.844,0.56
2024-04-30,-0.028416637266709066,-0.028416637266709066,-0.03221425287086166,-0.011857573616675388,0.00457447886938489,0.8599999999999999,0.0
2024-05-31,0.06352762674841705,0.06386324532549792,0.06434772226726371,0.021417576741148858,0.004210442835324235,0.990909090909091,0.32000000000000006
2024-06-30,0.07194657463256116,0.07194657463256116,0.07347319471411029,-0.0035888308786184986,0.004069971262568695,0.9800000000000001,0.0
2024-07-31,-0.072455577845429,-0.07230531073481472,-0.07850433250414868,0.053265300831842,0.004837661251608116,0.9654545454545452,0.15999999999999992
2024-08-31,-0.023608813448057875,-0.020367053616830222,0.026428988045663182,0.006158764623779733,0.0043314943174048715,0.7936363636363637,3.3200000000000003
2024-09-30,0.040260940374461596,0.0411719785058664,0.04780032310493154,0.0021047562198723835,0.004057231964466945,0.938,0.8799999999999999
2024-10-31,0.008638295677883656,0.00871835204258331,0.008424094338214339,-0.03521798370778595,0.004255504046055902,0.9721739130434786,0.08000000000000007
2024-11-30,0.06120185965016556,0.06120185965016556,0.06349643767281887,0.00787021482263861,0.0035536443578396693,0.9600000000000002,0.0
2024-12-31,0.0042957582263567495,0.0042957582263567495,0.004926497115339101,-0.02077263405487506,0.0038665808292095427,0.9600000000000002,0.0
2025-01-31,0.008472917654620327,0.008917332500824715,0.011357831322589718,0.010470524845587414,0.0034560777406724696,0.8549999999999999,0.43999999999999995
2025-02-28,-0.04996886631237274,-0.04904524631147078,-0.055141477890895185,0.02521107173569659,0.0031610121214902254,0.8242105263157895,0.96
2025-03-31,-0.02734208877733646,-0.025620610286050782,-0.03771547376634832,0.005518926386368195,0.00340187069159259,0.4885714285714288,1.7599999999999998
2025-04-30,0.010378435375589357,0.010378435375589357,0.026630216513804594,-0.0031526270818034163,0.003632622638120253,0.30000000000000004,0.0
2025-05-31,0.023491838372405205,0.02545440764848239,0.07869821000425392,-0.005716441300097852,0.0034564476031793134,0.6561904761904764,1.9199999999999997
2025-06-30,0.03478313459581428,0.035983224958289206,0.045739733813835226,0.016428569860021502,0.0032374288141481244,0.8520000000000001,1.1600000000000001
2025-07-31,0.0235442149029661,0.0235442149029661,0.02414668929393371,0.010863132556790944,0.0038181442042486413,0.9600000000000002,0.0
2025-08-31,0.010335990834277942,0.010335990834277942,0.010583270697738234,0.004009336540868436,0.0035210873550246546,0.9600000000000002,0.0
2025-09-30,0.061505920779330925,0.061505920779330925,0.0637854664899391,0.010485039191890033,0.003291527982706377,0.9600000000000002,0.0
2025-10-31,0.02163946783542059,0.02163946783542059,0.022320171232973918,0.0034603954547833826,0.0034229199602924254,0.9600000000000002,0.0
2025-11-30,0.002655576881436472,0.0028547872781052863,0.004440820808270907,0.004519627119054848,0.0030729567112994793,0.9442105263157894,0.19999999999999996
2025-12-31,-0.004961768149053802,-0.004841824073023249,-0.005166790835576807,-0.0009019644030713314,0.0033412432870585373,0.8736363636363639,0.1200000000000001
2026-01-31,-0.008265761778072256,-0.0070373460147005185,-0.002378664524346097,-0.005482322843663567,0.0026694611242839006,0.825,1.2400000000000002
2026-02-28,-0.026032919505755703,-0.024433686223292894,-0.02423272087398287,0.018433879844459655,0.0027690880502106996,0.8578947368421055,1.64
2026-03-31,-0.025794504642224103,-0.024510432228848078,-0.026367969930540247,-0.014767028722483921,0.00310854781176384,0.7672727272727276,1.3199999999999998
2026-04-30,0.1342777019183896,0.13583585712794077,0.15026159415511597,-0.005867265306767178,0.0029550290100892607,0.9009523809523811,1.4
2026-05-31,0.06005524439913912,0.06005524439913912,0.06005524439913912,0.0026486462375665543,0.0006563751419133013,1.0,0.0
