from_regime,CUSTOM,EXTREME_RISK,NORMAL,RISK_OFF,WATCH
CUSTOM,0.9456066945606695,0.0,0.04184100418410042,0.012552301255230125,0.0
EXTREME_RISK,0.0,0.952054794520548,0.0,0.04452054794520548,0.003424657534246575
NORMAL,0.00873015873015873,0.0,0.9809523809523809,0.0015873015873015873,0.00873015873015873
RISK_OFF,0.0,0.029914529914529916,0.004273504273504274,0.9188034188034188,0.04700854700854701
WATCH,0.01750291715285881,0.0,0.002333722287047841,0.019836639439906652,0.9603267211201867
