start_date,trough_date,recovery_date,depth,duration_days,days_to_trough,avg_stock_weight,avg_prob_high_vol,avg_risk_score,trough_regime
2021-12-23,2022-10-18,2024-03-08,-0.2614686119465994,806,299,0.7423497993940678,0.4148968436624805,0.41382127516541667,HIGH_VOL
2020-02-18,2020-03-16,2020-06-03,-0.13675916331035654,106,27,0.4313176543518057,0.618296764280947,0.6788727998542767,HIGH_VOL
2015-05-20,2016-01-15,2016-12-09,-0.1308731439473233,569,240,0.829727859045965,0.3756928166743218,0.3420213422658996,HIGH_VOL
2018-09-19,2018-12-20,2019-04-10,-0.10801369513191306,203,92,0.6945027562723819,0.47684261307929987,0.47258601768318187,HIGH_VOL
2018-01-25,2018-02-06,2018-09-18,-0.09995344438477105,236,12,0.8317409788923258,0.4002319329357735,0.35748997923617043,CUSTOM_UP
2025-02-18,2025-04-16,2025-07-21,-0.09835739411455258,153,57,0.617780082694048,0.5279686127465862,0.5035477252927272,HIGH_VOL
2024-07-15,2024-08-01,2024-09-24,-0.08210339677707368,71,17,0.8651598385614733,0.2946184965321006,0.25647072524962683,CUSTOM_UP
2020-09-01,2020-10-28,2020-12-29,-0.07558901357409198,119,57,0.6441629010059854,0.7005298671366575,0.5472086202360706,HIGH_VOL
2014-09-17,2014-10-14,2014-11-14,-0.07273471141234711,58,27,0.9321602067076005,0.07031069393839966,0.11843636252617337,NORMAL
2026-01-26,2026-03-26,2026-04-15,-0.07163631785260083,79,59,0.8643119867904989,0.2600158721667075,0.2748681809545275,WATCH
