from_regime,CUSTOM,EXTREME_RISK,NORMAL,RISK_OFF,WATCH
CUSTOM,0.9507462686567164,0.0,0.023880597014925373,0.0014925373134328358,0.023880597014925373
EXTREME_RISK,0.0,0.9777777777777777,0.0022222222222222222,0.013333333333333334,0.006666666666666667
NORMAL,0.013082583810302535,0.0,0.982011447260834,0.003270645952575634,0.001635322976287817
RISK_OFF,0.0,0.03508771929824561,0.007017543859649123,0.9157894736842105,0.042105263157894736
WATCH,0.023383768913342505,0.0,0.002751031636863824,0.017881705639614855,0.9559834938101788
