start_date,trough_date,recovery_date,depth,duration_days,days_to_trough,avg_stock_weight,avg_prob_high_vol,avg_prob_down_risk,trough_regime
2021-12-22,2022-10-12,2023-12-15,-0.18311528317586534,498,202,0.6539078156312624,0.5803538622576789,0.5050879603394774,EXTREME_RISK
2020-02-14,2020-03-19,2020-06-03,-0.13988097098741392,75,23,0.4278947368421053,0.8109812154396905,0.45455739369266557,EXTREME_RISK
2015-07-16,2015-08-21,2016-08-11,-0.10548001898725379,271,26,0.6702941176470588,0.5690750817148792,0.5132754005412855,NORMAL
2025-02-14,2025-04-04,2025-07-23,-0.10250525853627379,108,34,0.5572477064220184,0.6514798893064739,0.48413941322056586,EXTREME_RISK
2018-01-24,2018-12-20,2019-01-31,-0.10014257805348326,256,229,0.6670817120622567,0.6079885027666342,0.44086111003121403,EXTREME_RISK
2026-02-23,2026-03-25,2026-04-15,-0.06989242153555097,36,22,0.7372972972972974,0.6831492417270661,0.57978860347626,CUSTOM
2020-06-04,2020-06-09,2020-07-20,-0.06721263005334333,31,3,0.7268749999999999,0.7132322284630849,0.3214609999717882,CUSTOM
2024-07-12,2024-08-05,2024-10-09,-0.06603060192868127,62,16,0.8142857142857144,0.3991526713501881,0.4256933440292652,NORMAL
2014-09-16,2014-10-14,2014-10-29,-0.06122448380668122,31,20,0.83375,0.5239902934958864,0.31328224495000667,WATCH
2020-08-31,2020-10-28,2020-12-04,-0.05278843726541749,67,41,0.4388235294117648,0.777052879026698,0.6975110061512754,RISK_OFF
