from_regime,CUSTOM,EXTREME_RISK,HIGH_VOL,NORMAL,RISK_OFF,WATCH
CUSTOM,0.92,0.0,0.0,0.044137931034482755,0.009655172413793104,0.02620689655172414
EXTREME_RISK,0.0,0.9188034188034188,0.0,0.0,0.07264957264957266,0.008547008547008548
HIGH_VOL,0.0,0.0,0.7954545454545454,0.0,0.125,0.07954545454545454
NORMAL,0.09205020920502092,0.0,0.0,0.8577405857740585,0.0,0.0502092050209205
RISK_OFF,0.05921052631578947,0.0625,0.006578947368421052,0.0,0.8453947368421053,0.02631578947368421
WATCH,0.0586145648312611,0.0,0.028419182948490232,0.06571936056838366,0.008880994671403197,0.8383658969804618
