score_bin,count,avg_score,actual_up_rate,ann_return_strat,avg_stock_weight
"(-0.001, 0.1]",689,0.07383065933811599,0.05370101596516691,0.1241873297927687,0.7320754716981133
"(0.1, 0.2]",518,0.14681425640708307,0.15637065637065636,0.06877221965298119,0.7505405405405405
"(0.2, 0.3]",423,0.24800500636149725,0.2907801418439716,0.22863900780455904,0.6598581560283688
"(0.3, 0.4]",320,0.34854290029819673,0.25625,0.20638235670731442,0.6683125
"(0.4, 0.5]",415,0.45148091677592667,0.3614457831325301,0.31033974817718235,0.7447710843373495
"(0.5, 0.6]",513,0.5489289265953371,0.5497076023391813,0.15624332278254816,0.8791033138401559
"(0.6, 0.7]",376,0.6447790179722521,0.4574468085106383,0.07314769080574779,0.8915957446808511
"(0.7, 0.8]",103,0.7302027071792423,0.5048543689320388,0.15659165874233238,0.9254368932038834
