selection_date,validation_start,validation_end,candidate_id,up_trigger,strong_up_trigger,max_up_bonus,full_stock_up_trigger,full_stock_high_vol_max,no_trade_band,score,sharpe,calmar,mdd,annual_turnover,custom_up_ratio,changed_params,mdd_penalty,turnover_penalty,custom_up_penalty,change_penalty
2014-02-05 00:00:00,2013-01-07 00:00:00,2014-01-06 00:00:00,0,0.5,0.7,0.03,0.85,0.15,0.12,5.654071479990102,2.264007509007563,4.5384369773736895,-0.054543201507391004,1.133570136455154,0.16666666666666666,5,0.0,0.09068561091641232,0.0,0.15
2014-02-05 00:00:00,2013-01-07 00:00:00,2014-01-06 00:00:00,1,0.5,0.7,0.03,0.85,0.15,0.16,6.009337390872581,2.3888740959244013,4.7694051047948856,-0.05325684058983693,0.18825986109662193,0.16666666666666666,6,0.0,0.015060788887729755,0.0,0.18
2014-02-05 00:00:00,2013-01-07 00:00:00,2014-01-06 00:00:00,2,0.5,0.7,0.03,0.85,0.2,0.12,5.654071479990102,2.264007509007563,4.5384369773736895,-0.054543201507391004,1.133570136455154,0.16666666666666666,5,0.0,0.09068561091641232,0.0,0.15
2014-02-05 00:00:00,2013-01-07 00:00:00,2014-01-06 00:00:00,3,0.5,0.7,0.03,0.85,0.2,0.16,6.009337390872581,2.3888740959244013,4.7694051047948856,-0.05325684058983693,0.18825986109662193,0.16666666666666666,6,0.0,0.015060788887729755,0.0,0.18
2014-02-05 00:00:00,2013-01-07 00:00:00,2014-01-06 00:00:00,4,0.5,0.7,0.03,0.9,0.15,0.12,5.654071479990102,2.264007509007563,4.5384369773736895,-0.054543201507391004,1.133570136455154,0.16666666666666666,5,0.0,0.09068561091641232,0.0,0.15
2014-02-05 00:00:00,2013-01-07 00:00:00,2014-01-06 00:00:00,5,0.5,0.7,0.03,0.9,0.15,0.16,6.009337390872581,2.3888740959244013,4.7694051047948856,-0.05325684058983693,0.18825986109662193,0.16666666666666666,6,0.0,0.015060788887729755,0.0,0.18
2014-02-05 00:00:00,2013-01-07 00:00:00,2014-01-06 00:00:00,6,0.5,0.7,0.03,0.9,0.2,0.12,5.654071479990102,2.264007509007563,4.5384369773736895,-0.054543201507391004,1.133570136455154,0.16666666666666666,5,0.0,0.09068561091641232,0.0,0.15
2014-02-05 00:00:00,2013-01-07 00:00:00,2014-01-06 00:00:00,7,0.5,0.7,0.03,0.9,0.2,0.16,6.009337390872581,2.3888740959244013,4.7694051047948856,-0.05325684058983693,0.18825986109662193,0.16666666666666666,6,0.0,0.015060788887729755,0.0,0.18
2014-02-05 00:00:00,2013-01-07 00:00:00,2014-01-06 00:00:00,8,0.5,0.7,0.06,0.85,0.15,0.12,5.677626028228535,2.2570030525516342,4.578347081649004,-0.05454320150739089,1.1506836205287856,0.16666666666666666,5,0.0,0.09205468964230284,0.0,0.15
2014-02-05 00:00:00,2013-01-07 00:00:00,2014-01-06 00:00:00,9,0.5,0.7,0.06,0.85,0.15,0.16,5.61723387697972,2.259755864639136,4.5442215216428545,-0.05454320150739156,1.223740062171251,0.16666666666666666,6,0.0,0.09789920497370008,0.0,0.18
