feature,importance
downside_vol_60,0.04806883176541434
realized_vol_60,0.04608277582555218
realized_vol_20,0.045590138532616925
ma_gap_50_200,0.043316673899514484
ma_gap_60_120,0.041099134021834266
ma200_slope_60,0.039943637161523896
downside_vol_20,0.03931960405857071
return_120d,0.038065054070666036
price_ma_120_gap,0.03773812034818451
vol_rank_20_252,0.036842538513638806
ma_gap_20_60,0.0343509245317726
vol_rank_60_252,0.03338877671445613
atr_pct_60,0.030568337541864773
price_ma_60_gap,0.029846073962764536
atr_pct_20,0.02889012272131786
atr_rank_252,0.027272067220255203
down_volume_ratio_20,0.02601705911256109
high_volume_down_ratio_20,0.025296875518804367
drawdown_60_over_vol60,0.025244730471147107
return_60d,0.02464079019609443
price_position_120,0.023974645800427
price_position_60,0.023510332931251886
price_ma_20_gap,0.02310517778727267
return_10d,0.019578911973971182
return_20d,0.01925539826990756
drawdown_120,0.01856539044034692
positive_return_ratio_60,0.01833176505710699
atr_pct_14,0.0178492768560495
positive_return_ratio_20,0.016872254999733605
return_60d_over_vol60,0.0143738028754849
trend_slope_60,0.013994604009162404
return_20d_over_hvol,0.011088890827104318
volume_zscore_20,0.010149803621471918
atr_pct_10,0.009752657285075536
drawdown_60,0.009646644721021959
trend_slope_20,0.008352346681223243
return_5d,0.007939626507829891
close_to_120d_high,0.007133114703856738
price_position_20,0.006565903394588113
close_to_60d_high,0.006417450618691149
volume_ratio_20,0.005656087119441347
drawdown_20,0.0034604301579313074
true_range_pct,0.002499483557689968
close_to_20d_high,0.00034373203308972635
