regime,count,pct,ann_return_est,ann_vol_est,win_rate,avg_stock_weight,avg_prob_high_vol,avg_prob_up_strength,avg_risk_score
NORMAL,1671,0.4951111111111111,0.11288399711722952,0.1254068993370246,0.5613405146618791,0.8063318850273262,0.3278317893668948,0.4294606641132171,0.27003062811397277
CUSTOM_UP,907,0.2687407407407407,0.1616680666186321,0.13302145102318996,0.5589856670341786,0.8651947516864266,0.21827617402625646,0.5494080697900792,0.18598331227084644
WATCH,380,0.11259259259259259,0.24389955080850245,0.15433214056619013,0.5631578947368421,0.6169248441455404,0.6064996546399049,0.4510017771322137,0.5646070167109204
HIGH_VOL,368,0.10903703703703704,0.1570122647682224,0.11125749393307385,0.5815217391304348,0.3410002796239612,0.7324861498394827,0.49498717838077827,0.7736860156819062
EXTREME_RISK,49,0.01451851851851852,-0.09823092909056796,0.11949049324337357,0.5102040816326531,0.16940298756289993,0.8647330907796823,0.4593652302706897,0.9051407436856853
