from_regime,CUSTOM,HIGH_VOL,NORMAL,RISK_OFF,WATCH
CUSTOM,0.9044890162368673,0.0,0.05348615090735435,0.0028653295128939827,0.039159503342884434
HIGH_VOL,0.0,0.9147727272727273,0.0,0.028409090909090908,0.056818181818181816
NORMAL,0.04965243296921549,0.0,0.8967229394240318,0.0,0.05362462760675273
RISK_OFF,0.06756756756756757,0.0,0.0,0.8918918918918919,0.04054054054054054
WATCH,0.04277566539923954,0.014258555133079848,0.045627376425855515,0.0,0.8973384030418251
