period,strategy_net,strategy_gross,stock_buy_hold,bond,cash,avg_stock_weight,turnover_sum,max_drawdown_inside_period
2013-12-31,0.4383304542378297,0.44537864974000874,0.6511697119451263,-0.048573498928616954,-0.0006552181251164857,0.7725396825396825,4.92,-0.12057923962863126
2014-12-31,0.4870300197977808,0.49541847562774244,0.8929056884924345,0.0992712433413776,-0.0008735419982160986,0.6556349206349208,5.640000000000001,-0.17406095786428843
2015-12-31,0.32107358760201543,0.32769961646446255,0.41310519205198504,0.007801570358699772,-0.0010932185671185257,0.7907142857142857,5.0,-0.21506809913720515
2016-12-31,0.30060280961885777,0.3085084589824505,0.30727292296872855,0.00668627424720647,0.001313567409522376,0.7949206349206349,6.08,-0.1226272184120103
2017-12-31,0.42275253479609654,0.42846218491380483,0.554382823714205,0.022514701226939327,0.006781086966982874,0.7429482071713148,3.999999999999999,-0.0770635056625466
2018-12-31,-0.00623626911784414,0.003299641257031638,-0.10424480762293098,0.022378201077307702,0.017262368763815372,0.7930677290836653,9.560000000000002,-0.1862354938222709
2019-12-31,0.32224603552131614,0.33096629569840386,0.4125922057705995,0.08164694766799019,0.020430697476096382,0.785873015873016,6.6,-0.16328416393139322
2020-12-31,0.3366255559216591,0.34236988328646056,0.42478961440090823,0.08546413482523074,0.0035468254229147345,0.7826086956521741,4.24,-0.4139874010279321
2021-12-31,0.4660030112904383,0.47068988277506096,0.6137409402191183,-0.040777744327328946,-0.0008741003446280926,0.7723809523809523,3.1999999999999993,-0.11795215742424048
2022-12-31,-0.11353389320755891,-0.10845918178129244,-0.13811178369729826,-0.12980268664579908,0.014045539397911089,0.9127490039840639,5.6800000000000015,-0.29962508982161373
2023-12-31,0.6924592880131035,0.7012534645010702,0.9325161246306344,0.019191718789639767,0.04990806711100748,0.7516000000000002,5.199999999999999,-0.08362969212320437
2024-12-31,0.9710011249710844,0.9871538519231802,1.2264006461634622,-0.006076914856543381,0.0518153790328264,0.6351587301587301,8.120000000000001,-0.14583709909198694
2025-12-31,0.5212097871710792,0.5286924762848793,0.4901022379072171,0.08385130485222625,0.04158500851055669,0.66512,4.879999999999999,-0.2976477225173816
2026-12-31,0.22207928325995074,0.2245620481549313,0.25015630522498933,-0.005333643136360422,0.012215733166663911,0.8597701149425282,2.04,-0.15676240013018372
