section,count,pct,rebalance_type,trade_day_ratio,avg_turnover,annual_turnover_est,total_turnover,avg_trade_size_on_trade,max_turnover,cost_sum,allocation_regime
by_rebalance_type,44,0.013110846245530394,emergency,0.11363636363636363,0.031818181818181836,8.018181818181823,1.4000000000000008,0.28000000000000014,0.28000000000000014,0.0014000000000000006,
by_rebalance_type,2976,0.8867699642431466,no_rebalance,0.017809139784946238,0.007459677419354839,1.8798387096774194,22.2,0.4188679245283018,0.8399999999999999,0.0222,
by_rebalance_type,336,0.10011918951132301,scheduled_or_initial,0.13392857142857142,0.07607142857142857,19.169999999999998,25.56,0.568,1.24,0.02556,
by_regime,1012,0.30154946364719903,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CUSTOM
by_regime,250,0.07449344457687723,,0.036,0.010080000000000006,2.5401600000000015,2.5200000000000014,0.28000000000000014,0.28000000000000014,0.0025200000000000014,EXTREME_RISK
by_regime,1298,0.3867699642431466,,0.01926040061633282,0.008073959938366716,2.0346379044684126,10.479999999999999,0.41919999999999996,0.6399999999999999,0.01048,NORMAL
by_regime,291,0.0867103694874851,,0.09278350515463918,0.037938144329896915,9.560412371134023,11.040000000000003,0.4088888888888889,0.8399999999999999,0.011040000000000001,RISK_OFF
by_regime,505,0.150476758045292,,0.08316831683168317,0.04974257425742574,12.535128712871286,25.119999999999997,0.598095238095238,1.24,0.025119999999999996,WATCH
by_regime_rebalance_type,928,0.2765196662693683,no_rebalance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CUSTOM
by_regime_rebalance_type,84,0.025029797377830752,scheduled_or_initial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CUSTOM
by_regime_rebalance_type,20,0.0059594755661501785,emergency,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EXTREME_RISK
by_regime_rebalance_type,206,0.06138259833134684,no_rebalance,0.038834951456310676,0.010873786407766995,2.7401941747572827,2.240000000000001,0.28000000000000014,0.28000000000000014,0.002240000000000001,EXTREME_RISK
by_regime_rebalance_type,24,0.007151370679380214,scheduled_or_initial,0.041666666666666664,0.011666666666666672,2.9400000000000013,0.28000000000000014,0.28000000000000014,0.28000000000000014,0.00028000000000000014,EXTREME_RISK
by_regime_rebalance_type,1159,0.34535160905840284,no_rebalance,0.010353753235547885,0.004176013805004313,1.052355478861087,4.839999999999999,0.4033333333333333,0.43999999999999995,0.004839999999999999,NORMAL
by_regime_rebalance_type,139,0.041418355184743745,scheduled_or_initial,0.09352517985611511,0.040575539568345316,10.22503597122302,5.639999999999999,0.4338461538461538,0.6399999999999999,0.005639999999999999,NORMAL
by_regime_rebalance_type,24,0.007151370679380214,emergency,0.20833333333333334,0.05833333333333337,14.700000000000008,1.4000000000000008,0.28000000000000014,0.28000000000000014,0.0014000000000000006,RISK_OFF
by_regime_rebalance_type,248,0.07389749702026222,no_rebalance,0.08064516129032258,0.03661290322580645,9.226451612903226,9.08,0.454,0.8399999999999999,0.009080000000000001,RISK_OFF
by_regime_rebalance_type,19,0.00566150178784267,scheduled_or_initial,0.10526315789473684,0.02947368421052633,7.427368421052635,0.5600000000000003,0.28000000000000014,0.28000000000000014,0.0005600000000000003,RISK_OFF
by_regime_rebalance_type,435,0.1296185935637664,no_rebalance,0.029885057471264367,0.013885057471264365,3.49903448275862,6.039999999999999,0.46461538461538454,0.6399999999999999,0.0060399999999999985,WATCH
by_regime_rebalance_type,70,0.020858164481525627,scheduled_or_initial,0.4142857142857143,0.2725714285714285,68.68799999999999,19.08,0.6579310344827586,1.24,0.01908,WATCH
