feature,importance
atr_rank_252,0.08032973409852887
downside_vol_20,0.06195512164252258
price_position_120,0.052565319550149474
return_60d_over_vol60,0.052514260189723126
vol_rank_20_252,0.049240942483982156
return_60d,0.04669565198102356
ma200_slope_60,0.044833023134058556
drawdown_120,0.04194217933078123
ma_gap_50_200,0.04041661272666096
return_120d,0.03847613866004137
trend_slope_60,0.03645555863766808
downside_vol_60,0.034980571626858636
ma_gap_60_120,0.03300068037897612
vol_rank_60_252,0.03244828898459673
realized_vol_60,0.030780701398476287
ma_gap_20_60,0.0267724372009722
price_ma_120_gap,0.026208057158948046
atr_pct_20,0.025627694052125873
close_to_120d_high,0.021704763816916838
atr_pct_60,0.02158775997668272
atr_pct_14,0.019034680470502812
atr_pct_10,0.018490773142496766
price_ma_60_gap,0.017607707191316362
positive_return_ratio_60,0.017506513665265414
drawdown_60,0.01667785214927806
drawdown_60_over_vol60,0.014341917923297238
realized_vol_20,0.011657861741342111
return_20d,0.010852310104415118
close_to_60d_high,0.010385637600139707
high_volume_down_ratio_20,0.009700624962477426
true_range_pct,0.00747758979173542
return_20d_over_hvol,0.0067798099651200225
down_volume_ratio_20,0.0064258478222357154
price_ma_20_gap,0.005600436456682803
return_10d,0.00545335398184391
trend_slope_20,0.00451104583546305
price_position_20,0.0031443243703096115
volume_zscore_20,0.003085898721706023
price_position_60,0.0030560938075320813
volume_ratio_20,0.0027937077864617177
drawdown_20,0.0027790894130228366
return_5d,0.002650749660509152
positive_return_ratio_20,0.001319181674213635
close_to_20d_high,0.00013149029418694233
