regime,count,pct,ann_return_est,ann_vol_est,win_rate,avg_stock_weight,avg_prob_high_vol,avg_prob_up_strength,avg_risk_score
CUSTOM_UP,2078,0.6157037037037038,0.26335764067374634,0.23295196380377617,0.5514918190567853,0.9365562689324979,0.23150879899836724,0.5165738767456444,0.21389767930176554
NORMAL,623,0.18459259259259259,0.15792995144699717,0.21827798740706505,0.5425361155698234,0.781418355775608,0.2813233188689271,0.3888369810625626,0.3109840704452705
HIGH_VOL,380,0.11259259259259259,0.2592421462229906,0.1639854971756725,0.5526315789473685,0.31413023447683314,0.7145307819815794,0.49048748981350626,0.7863935485209613
WATCH,242,0.0717037037037037,0.7123306258480309,0.21700886909954145,0.5785123966942148,0.644006890302293,0.5131563656119326,0.5064878895499637,0.5652532843308194
EXTREME_RISK,52,0.015407407407407408,-0.06929442613108405,0.08785936433486503,0.5769230769230769,0.14090007977949273,0.8865155620756382,0.6094349290100559,0.9205608934529467
