feature,importance
ma200_slope_60,0.05020001553724297
realized_vol_60,0.044459576660816645
downside_vol_60,0.0402126141156243
ma_gap_50_200,0.04002872189049469
ma_gap_60_120,0.0398832901784804
ma_gap_20_60,0.03844083857153897
vol_rank_60_252,0.038049714050494725
atr_pct_60,0.037247931370429234
price_ma_60_gap,0.035958316272940584
vol_rank_20_252,0.0357471887533248
positive_return_ratio_60,0.03413481145800479
downside_vol_20,0.03361664341548375
realized_vol_20,0.03306972794337775
atr_pct_20,0.0323163206221338
return_60d_over_vol60,0.02837920251283877
price_ma_120_gap,0.027914390841548422
high_volume_down_ratio_20,0.027868138856988037
return_20d,0.026955928109520303
return_60d,0.025776836409159336
drawdown_120,0.025685147543033932
return_120d,0.025647993129987137
atr_rank_252,0.024272772182702226
down_volume_ratio_20,0.022808600713671967
price_position_120,0.02227297940073057
atr_pct_14,0.018957789900786844
return_20d_over_hvol,0.01693486282447419
price_position_60,0.016252175575138722
drawdown_60,0.01573420415706603
drawdown_60_over_vol60,0.015240588200698912
positive_return_ratio_20,0.01473998851750656
price_ma_20_gap,0.014473665212033795
price_position_20,0.013200591174077935
atr_pct_10,0.012898759955573267
trend_slope_60,0.011467362910640978
close_to_120d_high,0.010561366949799117
drawdown_20,0.010121965434698931
trend_slope_20,0.009763198195898954
close_to_60d_high,0.008715801633301034
return_10d,0.005977834476491815
return_5d,0.005001667462520103
volume_zscore_20,0.0031080131328343292
close_to_20d_high,0.0022200420910937595
volume_ratio_20,0.0018948704004835026
true_range_pct,0.001787544280677968
