from_regime,CUSTOM,EXTREME_RISK,HIGH_VOL,NORMAL,RISK_OFF,WATCH
CUSTOM,0.9202279202279202,0.0,0.0,0.04344729344729345,0.01282051282051282,0.023504273504273504
EXTREME_RISK,0.0,0.9405204460966543,0.0,0.0,0.05947955390334572,0.0
HIGH_VOL,0.0,0.0,0.8352941176470589,0.0,0.08235294117647059,0.08235294117647059
NORMAL,0.06896551724137931,0.0,0.0,0.8830049261083743,0.0,0.0480295566502463
RISK_OFF,0.06825938566552901,0.05460750853242321,0.006825938566552901,0.006825938566552901,0.8464163822525598,0.017064846416382253
WATCH,0.07505070993914807,0.0,0.02434077079107505,0.06288032454361055,0.008113590263691683,0.8296146044624746
