start_date,trough_date,recovery_date,depth,duration_days,days_to_trough,avg_stock_weight,avg_prob_high_vol,avg_prob_down_risk,trough_regime
2021-12-22,2022-11-01,2023-11-10,-0.27916830486875355,474,216,0.6691368421052633,0.6230657726953263,0.5064792352657164,CUSTOM
2024-07-08,2025-04-04,2025-07-14,-0.19699997030020322,254,187,0.7180392156862746,0.5792891950906328,0.4444508187790622,EXTREME_RISK
2025-10-27,2026-03-26,2026-04-14,-0.13685562165471843,115,103,0.7972413793103449,0.5558889902735179,0.541373811295771,CUSTOM
2015-07-16,2015-08-21,2016-07-25,-0.13517143332784387,258,26,0.7309652509652509,0.5982229285065065,0.45837897971355945,WATCH
2020-02-14,2020-03-16,2020-05-27,-0.10939038699235437,70,20,0.4132394366197184,0.8113397045811658,0.47642762473340744,EXTREME_RISK
2018-10-01,2018-12-20,2019-02-20,-0.10595789955581847,96,56,0.49195876288659807,0.797638167642251,0.441901922761049,EXTREME_RISK
2018-01-24,2018-02-06,2018-03-08,-0.08674319283267506,30,9,0.6554838709677421,0.6069709202892346,0.2783315449686458,CUSTOM
2024-03-08,2024-04-17,2024-05-13,-0.07318172806760759,45,27,0.8169565217391304,0.3524037631140035,0.45318284614923404,CUSTOM
2021-02-10,2021-03-04,2021-04-06,-0.06822854397726497,37,15,0.635263157894737,0.6038999167468241,0.4348567370024677,HIGH_VOL
2019-07-22,2019-09-30,2019-10-31,-0.06663765234548746,72,49,0.7243835616438357,0.6169788168369134,0.49997615850201743,WATCH
