start_date,trough_date,recovery_date,depth,duration_days,days_to_trough,avg_stock_weight,avg_prob_high_vol,avg_prob_down_risk,trough_regime
2021-11-03,2022-12-23,2024-07-05,-0.2768075676643492,669,287,0.682955223880597,0.5498635544981136,0.4863373483677037,EXTREME_RISK
2018-09-18,2018-12-20,2019-07-11,-0.213945650998547,203,65,0.7481372549019607,0.556883803028005,0.4535545225648933,CUSTOM
2024-12-13,2025-04-04,2026-01-08,-0.16848062997476032,266,75,0.7047191011235956,0.4833188704133886,0.45638712964544914,EXTREME_RISK
2020-02-18,2020-03-16,2020-05-18,-0.15643992609271717,63,19,0.5559375,0.8004291765298598,0.4702007504381225,EXTREME_RISK
2015-10-30,2016-02-05,2016-11-18,-0.13227091089402399,266,66,0.787191011235955,0.5487962460493621,0.48476721161854125,RISK_OFF
2026-01-08,2026-03-25,not_recovered,-0.12864469488218744,82,52,0.8142168674698793,0.5164790344653649,0.44824935815433914,CUSTOM
2024-07-12,2024-08-05,2024-09-25,-0.10819290175376384,52,16,0.7056603773584905,0.4325895805522306,0.437428135395754,NORMAL
2015-07-31,2015-08-21,2015-10-21,-0.08516407582585184,57,15,0.8565517241379309,0.5914304346358,0.4550223941866961,NORMAL
2014-09-03,2014-10-13,2014-11-12,-0.07533026843406643,50,28,0.8737254901960785,0.4573899763345385,0.5308468295438085,WATCH
2018-01-24,2018-03-28,2018-05-31,-0.0684532519964206,88,44,0.6907865168539326,0.6614973460781788,0.47150322984148635,RISK_OFF
