from_regime,CUSTOM,EXTREME_RISK,NORMAL,RISK_OFF,WATCH
CUSTOM,0.9814665592264303,0.0,0.008863819500402902,0.0008058017727639,0.008863819500402902
EXTREME_RISK,0.0,0.9592326139088729,0.0,0.03597122302158273,0.004796163069544364
NORMAL,0.022181146025878003,0.0,0.9685767097966729,0.0073937153419593345,0.0018484288354898336
RISK_OFF,0.0,0.0378619153674833,0.011135857461024499,0.9220489977728286,0.028953229398663696
WATCH,0.015558698727015558,0.0,0.0014144271570014145,0.021216407355021217,0.9618104667609618
