from_regime,CUSTOM,EXTREME_RISK,NORMAL,RISK_OFF,WATCH
CUSTOM,0.9131736526946108,0.0,0.05538922155688623,0.011976047904191617,0.019461077844311378
EXTREME_RISK,0.0,0.9498327759197325,0.0,0.046822742474916385,0.0033444816053511705
NORMAL,0.015910430170889805,0.0,0.9705362404242781,0.0005892751915144372,0.01296405421331762
RISK_OFF,0.0,0.03571428571428571,0.0,0.9023809523809524,0.06190476190476191
WATCH,0.11439114391143912,0.0,0.04797047970479705,0.06642066420664207,0.7712177121771218
