from_regime,CUSTOM,EXTREME_RISK,NORMAL,RISK_OFF,WATCH
CUSTOM,0.918918918918919,0.0,0.02702702702702703,0.0,0.05405405405405406
EXTREME_RISK,0.0,0.9714285714285714,0.0,0.021848739495798318,0.0067226890756302525
NORMAL,0.0016519823788546256,0.0,0.9829295154185022,0.005506607929515419,0.009911894273127754
RISK_OFF,0.0,0.0387243735763098,0.00683371298405467,0.9202733485193622,0.03416856492027335
WATCH,0.0,0.0,0.057815845824411134,0.02569593147751606,0.9164882226980728
